sample_id,WAFER_ID,STAGE,cohort,condition,route,excluded_extreme,p3_cpp,qc_loose_fallback,qc_loose_start,qc_loose_end,qc_loose_rows,qc_loose_segments,qc_nominal_fallback,qc_nominal_start,qc_nominal_end,qc_nominal_rows,qc_nominal_segments,qc_strict_fallback,qc_strict_start,qc_strict_end,qc_strict_rows,qc_strict_segments
3d9dc3b8032cead14c80,43494170,B,training,Cond2,456,False,1001,False,487146305.0,487146371.667,68,1,False,487146305.0,487146371.667,68,1,False,487146305.0,487146371.667,68,1
f780fd5637561a3c3d16,43494178,A,training,Cond1,456,False,985,False,487063341.333,487063410.333,70,1,False,487063341.333,487063410.333,70,1,False,487063342.333,487063410.333,69,1
025b74b54e01e57dc2bb,43494178,B,training,Cond2,456,False,994,False,487116183.667,487116251.667,69,1,False,487116183.667,487116251.667,69,1,False,487116183.667,487116251.667,69,1
968ad2ee7f690e2b5339,43494194,A,training,Cond1,456,False,987,False,487082892.333,487082961.333,70,1,False,487082892.333,487082961.333,70,1,False,487082892.333,487082961.333,70,1
bdc3b74e17d971dd7fc1,43494198,B,training,Cond2,456,False,1002,False,487160463.0,487160530.667,69,1,False,487160463.0,487160530.667,69,1,False,487160463.0,487160530.667,69,1
b2626c7857633e40d700,43494206,A,training,Cond1,456,False,991,False,487110167.0,487110235.333,69,1,False,487110167.667,487110235.333,68,1,False,487110167.667,487110235.333,68,1
83af60abcd9088be2636,43494206,B,training,Cond2,456,False,1002,False,487160651.0,487160719.667,70,1,False,487160651.0,487160719.667,70,1,False,487160651.667,487160719.667,69,1
df3f8488077b3af474fd,43494368,A,training,Cond1,456,False,991,False,487110544.0,487110613.0,69,1,False,487110544.0,487110613.0,69,1,False,487110544.0,487110613.0,69,1
69d4050e3444b11756f0,43494392,B,training,Cond2,456,False,994,False,487116692.667,487116760.667,69,1,False,487116692.667,487116760.667,69,1,False,487116692.667,487116760.667,69,1
f160cafb614f8a2d1392,319446604,A,training,Cond3,123,False,39,False,482307537.0,482307685.333,149,1,False,482307537.0,482307685.333,149,1,False,482307537.0,482307685.333,149,1
ad6de2d08ea5b9c1f21e,319446612,A,training,Cond3,123,False,50,False,482485111.0,482485261.333,151,1,False,482485111.0,482485261.333,151,1,False,482485111.0,482485261.333,151,1
e4882da171eb2895f32b,319446616,A,training,Cond3,123,False,41,False,482375772.0,482375920.0,149,1,False,482375772.0,482375920.0,149,1,False,482375772.0,482375920.0,149,1
709ff2ea49fe5500be3a,319446628,A,training,Cond3,123,False,53,False,482548221.333,482548380.667,160,1,False,482548221.333,482548380.667,160,1,False,482548221.333,482548380.667,160,1
d9cca12d00dba90697eb,319446648,A,training,Cond3,123,False,54,False,482557227.667,482557387.667,161,1,False,482557227.667,482557387.667,161,1,False,482557227.667,482557387.667,161,1
69de9fc8f280e41a1980,321446688,A,training,Cond3,123,False,30,False,482136019.667,482136167.667,149,1,False,482136019.667,482136167.667,149,1,False,482136019.667,482136167.667,149,1
2d348c29108d66b3a81e,321446716,A,training,Cond3,123,False,36,False,482226100.667,482226249.667,150,1,False,482226100.667,482226249.667,150,1,False,482226100.667,482226249.667,150,1
4714477e94de29e4d56e,321446850,A,training,Cond3,123,False,40,False,482361671.333,482361819.333,149,1,False,482361671.333,482361819.333,149,1,False,482361671.333,482361819.333,149,1
a72ea64e83527065c982,321446858,A,training,Cond3,123,False,34,False,482202697.333,482202845.333,149,1,False,482202697.333,482202845.333,149,1,False,482202697.333,482202845.333,149,1
91b2e4c6729efe49cad5,321446862,A,training,Cond3,123,False,33,False,482198656.667,482198796.667,141,1,False,482198656.667,482198796.667,141,1,False,482198656.667,482198796.667,141,1
a173916dd2535b568526,321446870,A,training,Cond3,123,False,55,False,482573840.333,482573997.0,158,1,False,482573840.333,482573997.0,158,1,False,482573840.333,482573997.0,158,1
ea3ea2e2970bf6f19de7,321446874,A,training,Cond3,123,False,34,False,482202534.333,482202691.0,156,1,False,482202534.333,482202691.0,156,1,False,482202534.333,482202691.0,156,1
c140680ceb7dfee0b7d8,321446878,A,training,Cond3,123,False,37,False,482243166.667,482243320.667,155,1,False,482243166.667,482243320.667,155,1,False,482243166.667,482243320.667,155,1
9bbfe52b8cad151c51a0,323446592,A,training,Cond3,123,False,84,False,483402986.667,483403136.667,151,1,False,483402986.667,483403136.667,151,1,False,483402986.667,483403136.667,151,1
3bc9a5d16b24986c272b,323446596,A,training,Cond3,123,False,83,False,483401660.0,483401823.667,165,1,False,483401660.0,483401823.667,165,1,False,483401660.0,483401823.667,165,1
a5164bdf066dc3f4b8bc,323446600,A,training,Cond3,123,False,85,False,483406219.667,483406377.0,158,1,False,483406219.667,483406377.0,158,1,False,483406219.667,483406377.0,158,1
cc1c7e7bb3453f332aef,323446604,A,training,Cond3,123,False,84,False,483402829.333,483402981.333,153,1,False,483402829.333,483402981.333,153,1,False,483402829.333,483402981.333,153,1
232b5dc71fe20c6e2285,323446608,A,training,Cond3,123,False,87,False,483434311.0,483434467.333,163,1,False,483434311.0,483434467.333,163,1,False,483434311.0,483434467.333,163,1
be9e0747a046cfd72627,323446612,A,training,Cond3,123,False,88,False,483435746.333,483435896.0,147,1,False,483435746.333,483435896.0,147,1,False,483435746.333,483435896.0,147,1
2c3474d0bb09c8f320e1,323446616,A,training,Cond3,123,False,90,False,483449215.667,483449372.667,158,1,False,483449215.667,483449372.667,158,1,False,483449215.667,483449372.667,158,1
485553f4b7e85a826673,323446620,A,training,Cond3,123,False,89,False,483438221.333,483438376.0,156,1,False,483438221.333,483438376.0,156,1,False,483438221.333,483438376.0,156,1
303d456bd75b11c695e3,323446628,A,training,Cond3,123,False,88,False,483435584.333,483435742.0,156,1,False,483435584.333,483435742.0,156,1,False,483435584.333,483435742.0,156,1
f516c38f59228d1cd1f4,323446636,A,training,Cond3,123,False,91,False,483463417.0,483463565.667,146,1,False,483463417.0,483463565.667,146,1,False,483463417.0,483463565.667,146,1
af31252908d103285e3b,323446644,A,training,Cond3,123,False,88,False,483436205.667,483436350.333,144,1,False,483436205.667,483436350.333,144,1,False,483436205.667,483436350.333,144,1
6e763d77037bc6feb98e,323446690,A,training,Cond3,123,False,88,False,483436053.667,483436200.333,143,1,False,483436053.667,483436200.333,143,1,False,483436053.667,483436200.333,143,1
fe7013a567b636dd3e85,323446702,A,training,Cond3,123,False,96,False,483600882.667,483601025.667,144,1,False,483600882.667,483601025.667,144,1,False,483600882.667,483601025.667,144,1
926340eee6b17681b621,325446696,A,training,Cond3,123,False,74,False,483224827.333,483224982.333,156,1,False,483224827.333,483224982.333,156,1,False,483224827.333,483224982.333,156,1
4c335302d1bf52e2483d,325446704,A,training,Cond3,123,False,73,False,483212840.667,483212978.0,141,1,False,483212840.667,483212978.0,141,1,False,483212840.667,483212978.0,141,1
9ea6e2d6c5dfa571391a,325446708,A,training,Cond3,123,False,74,False,483224988.333,483225136.667,147,1,False,483224988.333,483225136.667,147,1,False,483224988.333,483225136.667,147,1
09e77db79fe075729c6a,325446716,A,training,Cond3,123,False,76,False,483261934.333,483262075.333,142,1,False,483261934.333,483262075.333,142,1,False,483261934.333,483262075.333,142,1
64573da3c014908637ad,325446850,A,training,Cond3,123,False,81,False,483338997.0,483339153.667,157,1,False,483338997.0,483339153.667,157,1,False,483338997.0,483339153.667,157,1
c98729cc188bf8fecf79,325446858,A,training,Cond3,123,False,86,False,483427087.333,483427245.333,159,1,False,483427087.333,483427245.333,159,1,False,483427087.333,483427245.333,159,1
076e30e0620239cf6938,325446862,A,training,Cond3,123,False,84,False,483402661.667,483402822.667,162,1,False,483402661.667,483402822.667,162,1,False,483402661.667,483402822.667,162,1
d1edfb07cb07ca1aa5f6,325446866,A,training,Cond3,123,False,78,False,483317017.667,483317168.667,152,1,False,483317017.667,483317168.667,152,1,False,483317017.667,483317168.667,152,1
0bc725c714ad1721e4c3,325446870,A,training,Cond3,123,False,75,False,483254895.0,483255050.0,156,1,False,483254895.0,483255050.0,156,1,False,483254895.0,483255050.0,156,1
5a86ebac74ea872e7212,325446890,A,training,Cond3,123,False,82,False,483356910.667,483357059.667,150,1,False,483356910.667,483357059.667,150,1,False,483356910.667,483357059.667,150,1
09c5b4784df30aa69840,325446902,A,training,Cond3,123,False,82,False,483356750.0,483356905.0,156,1,False,483356750.0,483356905.0,156,1,False,483356750.0,483356905.0,156,1
7b1c47765cf45f19354b,325446910,A,training,Cond3,123,False,78,False,483316859.0,483317011.667,155,1,False,483316859.0,483317011.667,155,1,False,483316859.0,483317011.667,155,1
753519206c6ace8cb4f2,327446592,A,training,Cond3,123,False,21,False,481948150.0,481948300.667,153,1,False,481948150.0,481948300.667,153,1,False,481948150.0,481948300.667,153,1
5562499b641799ab7cbf,327446596,A,training,Cond3,123,False,21,False,481947829.0,481947986.667,159,1,False,481947829.0,481947986.667,159,1,False,481947829.0,481947986.667,159,1
5e1077bbc2eb3af2bce1,327446604,A,training,Cond3,123,False,21,False,481947993.0,481948143.0,150,1,False,481947993.0,481948143.0,150,1,False,481947993.0,481948143.0,150,1
e7266baa7d644aad6d4b,327446608,A,training,Cond3,123,False,16,False,481868821.0,481868971.667,150,1,False,481868821.0,481868971.667,150,1,False,481868821.0,481868971.667,150,1
6a7ef087155f7c7b2dd7,327446612,A,training,Cond3,123,False,16,False,481868655.333,481868814.333,160,1,False,481868655.333,481868814.333,160,1,False,481868655.333,481868814.333,160,1
02baed5ef02aaccba791,327446616,A,training,Cond3,123,False,17,False,481893540.667,481893698.333,159,1,False,481893540.667,481893698.333,159,1,False,481893540.667,481893698.333,159,1
60d2484774ad6ee0e902,327446640,A,training,Cond3,123,False,29,False,482129212.667,482129364.667,143,1,False,482129212.667,482129364.667,143,1,False,482129212.667,482129364.667,143,1
0df5f5e814a00340b59e,327446644,A,training,Cond3,123,False,20,False,481939528.0,481939674.0,147,1,False,481939528.0,481939674.0,147,1,False,481939528.0,481939674.0,147,1
5ddb1de8cc3645ec9366,327446648,A,training,Cond3,123,False,20,False,481939680.0,481939833.0,154,1,False,481939680.0,481939833.0,154,1,False,481939680.0,481939833.0,154,1
584c47a8018f515fa33a,327446690,A,training,Cond3,123,False,17,False,481893862.667,481894013.667,152,1,False,481893862.667,481894013.667,152,1,False,481893862.667,481894013.667,152,1
83239fd4a5f485c8b414,327446706,A,training,Cond3,123,False,15,False,481866533.667,481866683.333,151,1,False,481866533.667,481866683.333,151,1,False,481866533.667,481866683.333,151,1
bd0dd8d3b8c2336c41ac,327446710,A,training,Cond3,123,False,14,False,481857505.0,481857654.667,151,1,False,481857505.0,481857654.667,151,1,False,481857505.0,481857654.667,151,1
85dd5eea159e4083856a,327446714,A,training,Cond3,123,False,12,False,481842254.667,481842398.0,165,1,False,481842254.667,481842398.0,165,1,False,481842254.667,481842398.0,165,1
1b632f79cdf34336102c,327446718,A,training,Cond3,123,False,12,False,481842404.333,481842554.667,150,1,False,481842404.333,481842554.667,150,1,False,481842404.333,481842554.667,150,1
c7b74edf5ce87398abba,329446692,A,training,Cond3,123,False,5,False,481694538.0,481694679.333,143,1,False,481694538.0,481694679.333,143,1,False,481694538.0,481694679.333,143,1
dcca3a86574439567516,329446704,A,training,Cond3,123,False,7,False,481717606.333,481717752.0,146,1,False,481717606.333,481717752.0,146,1,False,481717606.333,481717752.0,146,1
2d9c809ebe1b670aa2d1,329446708,A,training,Cond3,123,False,6,False,481701521.667,481701666.667,145,1,False,481701521.667,481701666.667,145,1,False,481701521.667,481701666.667,145,1
925307cac0e796be78da,329446712,A,training,Cond3,123,False,4,False,481690645.0,481690805.0,161,1,False,481690645.0,481690805.0,161,1,False,481690645.0,481690805.0,161,1
86ac239e77795e929604,329446850,A,training,Cond3,123,False,8,False,481718964.0,481719101.0,138,1,False,481718964.0,481719101.0,138,1,False,481718964.0,481719101.0,138,1
0115301c9e660b8ffa1e,329446854,A,training,Cond3,123,False,11,False,481788460.0,481788619.0,160,1,False,481788460.0,481788619.0,160,1,False,481788460.0,481788619.0,160,1
7bda927c513341193d91,329446858,A,training,Cond3,123,False,9,False,481742206.333,481742369.667,163,1,False,481742206.333,481742369.667,163,1,False,481742206.333,481742369.667,163,1
f7577526d5ae0dc9edef,329446866,A,training,Cond3,123,False,10,False,481749727.0,481749873.0,147,1,False,481749727.0,481749873.0,147,1,False,481749727.0,481749873.0,147,1
492e86711e0d37f5d1a2,329446870,A,training,Cond3,123,False,10,False,481749565.333,481749719.0,154,1,False,481749565.333,481749719.0,154,1,False,481749565.333,481749719.0,154,1
b54cc4192e8c5f3e43dc,329446874,A,training,Cond3,123,False,8,False,481719132.667,481719270.667,138,1,False,481719132.667,481719270.667,138,1,False,481719132.667,481719270.667,138,1
826616f1d294a4657f5c,329446878,A,training,Cond3,123,False,10,False,481750036.0,481750188.333,153,1,False,481750036.0,481750188.333,153,1,False,481750036.0,481750188.333,153,1
e4d3cd5696ad20c15da5,329446886,A,training,Cond3,123,False,12,False,481842718.333,481842869.667,151,1,False,481842718.333,481842869.667,151,1,False,481842718.333,481842869.667,151,1
476302e46c75e9e08aff,329446898,A,training,Cond3,123,False,12,False,481842562.333,481842711.0,151,1,False,481842562.333,481842711.0,151,1,False,481842562.333,481842711.0,151,1
812038f79990351cb0f0,329446902,A,training,Cond3,123,False,10,False,481749879.667,481750029.0,150,1,False,481749879.667,481750029.0,150,1,False,481749879.667,481750029.0,150,1
4e78c040d91b09dda2d7,329446906,A,training,Cond3,123,False,13,False,481845196.667,481845340.667,145,1,False,481845196.667,481845340.667,145,1,False,481845196.667,481845340.667,145,1
e861f68ddc022843668e,329446910,A,training,Cond3,123,False,13,False,481845023.667,481845181.667,160,1,False,481845023.667,481845181.667,160,1,False,481845023.667,481845181.667,160,1
6494fc3cf5b93ed9b5de,331446628,A,training,Cond3,123,False,30,False,482135862.667,482136013.667,152,1,False,482135862.667,482136013.667,152,1,False,482135862.667,482136013.667,152,1
063fd4a23973bacf6eef,331446632,A,training,Cond3,123,False,29,False,482129841.667,482129990.667,149,1,False,482129841.667,482129990.667,149,1,False,482129841.667,482129990.667,149,1
66b2a87432bb55c468c4,331446658,A,training,Cond3,123,False,32,False,482195342.333,482195483.333,142,1,False,482195342.333,482195483.333,142,1,False,482195342.333,482195483.333,142,1
02b76efb9a7a4d7afbf7,331446662,A,training,Cond3,123,False,27,False,482112289.333,482112441.667,140,1,False,482112289.333,482112441.667,140,1,False,482112289.333,482112441.667,140,1
7202e67bfa940169aac5,331446670,A,training,Cond3,123,False,28,False,482116214.0,482116374.0,161,1,False,482116214.0,482116374.0,161,1,False,482116214.0,482116374.0,161,1
a50b209d91552b58d817,333446656,A,training,Cond3,123,False,23,False,481992152.667,481992312.667,161,1,False,481992152.667,481992312.667,161,1,False,481992152.667,481992312.667,161,1
8384724cf0d84047be18,333446660,A,training,Cond3,123,False,31,False,482180717.0,482180878.333,162,1,False,482180717.0,482180878.333,162,1,False,482180717.0,482180878.333,162,1
876536c11a353c413eff,333446668,A,training,Cond3,123,False,25,False,482011505.667,482011650.333,144,1,False,482011505.667,482011650.333,144,1,False,482011505.667,482011650.333,144,1
f107c808ead4ae246977,333446672,A,training,Cond3,123,False,30,False,482135706.667,482135856.667,151,1,False,482135706.667,482135856.667,151,1,False,482135706.667,482135856.667,151,1
299f33c93993fe0b7b68,333446858,A,training,Cond3,123,False,27,False,482112611.0,482112761.333,151,1,False,482112611.0,482112761.333,151,1,False,482112611.0,482112761.333,151,1
d4f94019a805b81de393,333446862,A,training,Cond3,123,False,29,False,482129684.667,482129834.667,151,1,False,482129684.667,482129834.667,151,1,False,482129684.667,482129834.667,151,1
0bda1f57a8c008f047c1,333446882,A,training,Cond3,123,False,29,False,482129370.667,482129522.667,158,1,False,482129370.667,482129522.667,158,1,False,482129370.667,482129522.667,158,1
ba1d62e7d5e360f58b1e,333446910,A,training,Cond3,123,False,38,False,482304919.667,482305060.667,142,1,False,482304919.667,482305060.667,142,1,False,482304919.667,482305060.667,142,1
f700c66441a378bc5a3f,343446890,A,training,Cond3,123,False,95,False,483597528.0,483597679.0,152,1,False,483597528.0,483597679.0,152,1,False,483597528.0,483597679.0,152,1
81d842d768a462df986e,343446894,A,training,Cond3,123,False,95,False,483597834.667,483597977.0,143,1,False,483597834.667,483597977.0,143,1,False,483597834.667,483597977.0,143,1
6bab874de7d745e7c7dd,343446912,A,training,Cond3,123,False,95,False,483598708.667,483598852.667,146,1,False,483598708.667,483598852.667,146,1,False,483598708.667,483598852.667,146,1
685c2d6bf4a9219bb0ea,343446916,A,training,Cond3,123,False,103,False,483801959.0,483802102.333,144,1,False,483801959.0,483802102.333,144,1,False,483801959.0,483802102.333,144,1
cc7024a3edb92909ca8a,343446920,A,training,Cond3,123,False,94,False,483595318.0,483595468.0,137,1,False,483595318.0,483595468.0,137,1,False,483595318.0,483595468.0,137,1
8976c6abeb56525fab00,343446924,A,training,Cond3,123,False,96,False,483600430.333,483600574.0,146,1,False,483600430.333,483600574.0,146,1,False,483600430.333,483600574.0,146,1
5050b4ed6924957e1fc8,343446928,A,training,Cond3,123,False,96,False,483600740.667,483600875.667,136,1,False,483600740.667,483600875.667,136,1,False,483600740.667,483600875.667,136,1
6a6511994c25a6c713a0,343446932,A,training,Cond3,123,False,95,False,483598419.0,483598553.667,155,1,False,483598419.0,483598553.667,155,1,False,483598419.0,483598553.667,155,1
930cf83cfa68f30cf3ba,343446936,A,training,Cond3,123,False,96,False,483601032.667,483601174.667,143,1,False,483601032.667,483601174.667,143,1,False,483601032.667,483601174.667,143,1
eaf652abb31242c77654,343446940,A,training,Cond3,123,False,98,False,483640573.333,483640727.333,155,1,False,483640573.333,483640727.333,155,1,False,483640573.333,483640727.333,155,1
bf953e255f124dcbb069,343446944,A,training,Cond3,123,False,97,False,483629965.667,483630101.333,138,1,False,483629965.667,483630101.333,138,1,False,483629965.667,483630101.333,138,1
863d99cc84a3dbbcc32c,343446948,A,training,Cond3,123,False,95,False,483598560.667,483598700.667,140,1,False,483598560.667,483598700.667,140,1,False,483598560.667,483598700.667,140,1
82f7c7af9ac6b731fd52,343446956,A,training,Cond3,123,False,99,False,483786477.333,483786632.333,159,1,False,483786477.333,483786632.333,159,1,False,483786477.333,483786632.333,159,1
12cd5a5f311d203df301,343446960,A,training,Cond3,123,False,109,False,484091200.0,484091346.667,153,1,False,484091200.0,484091346.667,153,1,False,484091200.0,484091346.667,153,1
6a3b265f56c58fbf4d62,345446666,A,training,Cond3,123,False,92,False,483504405.333,483504552.0,147,1,False,483504405.333,483504552.0,147,1,False,483504405.333,483504552.0,147,1
1787c5783d86e3436369,345446690,A,training,Cond3,123,False,102,False,483800941.0,483801097.0,157,1,False,483800941.0,483801097.0,157,1,False,483800941.0,483801097.0,157,1
d6f03c8bab7a99377781,345446694,A,training,Cond3,123,False,95,False,483597685.333,483597828.0,144,1,False,483597685.333,483597828.0,144,1,False,483597685.333,483597828.0,144,1
d9f7e3f025c57c9e1016,345446710,A,training,Cond3,123,False,94,False,483594210.333,483594359.0,150,1,False,483594210.333,483594359.0,150,1,False,483594210.333,483594359.0,150,1
f1bc676216b973069c2d,345446880,A,training,Cond3,123,False,86,False,483427251.333,483427401.333,151,1,False,483427251.333,483427401.333,151,1,False,483427251.333,483427401.333,151,1
7fdabeee3d116e9998b7,345446884,A,training,Cond3,123,False,88,False,483435901.333,483436048.667,146,1,False,483435901.333,483436048.667,146,1,False,483435901.333,483436048.667,146,1
bf674c29c79c9353d5a7,349446658,A,training,Cond3,123,False,105,False,483819525.333,483819681.667,155,1,False,483819525.333,483819681.667,155,1,False,483819525.333,483819681.667,155,1
ac2a01f9a30250c777f6,349446662,A,training,Cond3,123,False,110,False,484112762.333,484112896.333,134,1,False,484112762.333,484112896.333,134,1,False,484112762.333,484112896.333,134,1
a14e28ab221e7c6b0cf0,349446666,A,training,Cond3,123,False,108,False,484089058.333,484089199.333,141,1,False,484089058.333,484089199.333,141,1,False,484089058.333,484089199.333,141,1
9f5db1d6619acbc80fb0,349446670,A,training,Cond3,123,False,109,False,484091044.667,484091193.0,149,1,False,484091044.667,484091193.0,149,1,False,484091044.667,484091193.0,149,1
c922cf224fe8c7da4b2e,349446674,A,training,Cond3,123,False,103,False,483802109.333,483802253.667,147,1,False,483802109.333,483802253.667,147,1,False,483802109.333,483802253.667,147,1
8e2cf667e77e109ab274,349446678,A,training,Cond3,123,False,103,False,483803015.0,483803159.0,145,1,False,483803015.0,483803159.0,145,1,False,483803015.0,483803159.0,145,1
7d45d054e7adbda531dd,349446682,A,training,Cond3,123,False,103,False,483801801.0,483801952.333,152,1,False,483801801.0,483801952.333,152,1,False,483801801.0,483801952.333,152,1
f6086a0e457fc033ea77,349446686,A,training,Cond3,123,False,104,False,483815183.333,483815336.333,154,1,False,483815183.333,483815336.333,154,1,False,483815183.333,483815336.333,154,1
07bd81249aa08970bd1b,349446690,A,training,Cond3,123,False,111,False,484120602.0,484120737.0,135,1,False,484120602.0,484120737.0,135,1,False,484120602.0,484120737.0,135,1
9b3d4e5ff4e7b8dcba35,349446706,A,training,Cond3,123,False,111,False,484119985.667,484120132.667,145,1,False,484119985.667,484120132.667,145,1,False,484119985.667,484120132.667,145,1
83f3b4b44cc6ba8a65e5,349446710,A,training,Cond3,123,False,112,False,484121700.667,484121855.667,156,1,False,484121700.667,484121855.667,156,1,False,484121700.667,484121855.667,156,1
bf767151439f709d9384,349446896,A,training,Cond3,123,False,107,False,483929249.667,483929410.667,162,1,False,483929249.667,483929410.667,162,1,False,483929249.667,483929410.667,162,1
00f6f5454b59a74aed6e,349446900,A,training,Cond3,123,False,106,False,483926237.0,483926372.0,136,1,False,483926237.0,483926372.0,136,1,False,483926237.0,483926372.0,136,1
232a6683348d4e27f2a9,371447024,A,training,Cond3,123,False,1,False,481637082.333,481637240.667,159,1,False,481637082.333,481637240.667,159,1,False,481637082.333,481637240.667,159,1
249ccd65a4db0e5417cc,371447028,A,training,Cond3,123,False,2,False,481639714.667,481639872.667,159,1,False,481639714.667,481639872.667,159,1,False,481639714.667,481639872.667,159,1
a670cb587012088fbb8c,371447032,A,training,Cond3,123,False,3,False,481687497.333,481687634.333,137,1,False,481687497.333,481687634.333,137,1,False,481687497.333,481687634.333,137,1
026ceaf0f89479f16cb8,371447036,A,training,Cond3,123,False,2,False,481639879.667,481640029.0,150,1,False,481639879.667,481640029.0,150,1,False,481639879.667,481640029.0,150,1
d71ced71c5ac5cebf74c,373446778,A,training,Cond3,123,False,3,False,481687649.0,481687784.333,136,1,False,481687649.0,481687784.333,136,1,False,481687649.0,481687784.333,136,1
4366680378e4922e613b,665222750,A,training,Cond3,123,False,113,False,484126366.667,484126523.667,158,1,False,484126366.667,484126523.667,158,1,False,484126366.667,484126523.667,158,1
f357b40fb690795f524d,665222754,A,training,Cond3,123,False,116,False,484144585.667,484144737.667,153,1,False,484144585.667,484144737.667,153,1,False,484144585.667,484144737.667,153,1
0b02932c086bc19213b1,665222758,A,training,Cond3,123,False,117,False,484148303.667,484148444.667,142,1,False,484148303.667,484148444.667,142,1,False,484148303.667,484148444.667,142,1
6b21f2b426ec8114b836,665222766,A,training,Cond3,123,False,114,False,484133945.0,484134082.0,138,1,False,484133945.0,484134082.0,138,1,False,484133945.0,484134082.0,138,1
0517ebae14509834dc2b,665222796,A,training,Cond3,123,False,49,False,482458706.667,482458864.667,159,1,False,482458706.667,482458864.667,159,1,False,482458706.667,482458864.667,159,1
e41643033e109f1c0f67,665222800,A,training,Cond3,123,False,45,False,482392725.667,482392884.667,160,1,False,482392725.667,482392884.667,160,1,False,482392725.667,482392884.667,160,1
0f8c20ebd53c1e3a44f2,665222804,A,training,Cond3,123,False,43,False,482388951.0,482389094.333,142,1,False,482388951.0,482389094.333,142,1,False,482388951.0,482389094.333,142,1
ad172c383850d4f4d95b,665222808,A,training,Cond3,123,False,41,False,482375621.0,482375765.0,145,1,False,482375621.0,482375765.0,145,1,False,482375621.0,482375765.0,145,1
f9bbb6e2c5d8bfba341e,665222812,A,training,Cond3,123,False,48,False,482430338.0,482430490.333,152,1,False,482430338.0,482430490.333,152,1,False,482430338.0,482430490.333,152,1
289493e9505959bdc815,675222832,A,training,Cond3,123,False,46,False,482405749.333,482405891.333,143,1,False,482405749.333,482405891.333,143,1,False,482405749.333,482405891.333,143,1
2e48119cf74bcc87b380,675222836,A,training,Cond3,123,False,47,False,482428232.333,482428386.0,152,1,False,482428232.333,482428386.0,152,1,False,482428232.333,482428386.0,152,1
63feaed815e1d895902b,675222840,A,training,Cond3,123,False,56,False,482773228.0,482773380.0,153,1,False,482773228.0,482773380.0,153,1,False,482773228.0,482773380.0,153,1
a5fd1e4cc339eda1fe2d,1270253678,B,training,Cond2,456,False,953,False,486871250.0,486871321.333,72,1,False,486871251.0,486871321.333,71,1,False,486871251.0,486871321.333,71,1
e683785aed2f544f3912,1270253696,B,training,Cond2,456,False,949,False,486795797.333,486795866.333,70,1,False,486795797.333,486795866.333,70,1,False,486795797.333,486795866.333,70,1
83484028921a3cd8bdd9,1270253716,A,training,Cond1,456,False,938,False,486738822.667,486738887.667,66,1,False,486738822.667,486738887.667,66,1,False,486738822.667,486738887.667,66,1
f87b0c3484eef599f01f,1270253720,A,training,Cond1,456,False,940,False,486743813.333,486743879.667,67,1,False,486743813.333,486743879.667,67,1,False,486743813.333,486743879.667,67,1
3745df199bcb9c623df8,1270253728,A,training,Cond1,456,False,945,False,486770921.667,486770986.0,70,1,False,486770921.667,486770986.0,70,1,False,486770921.667,486770986.0,70,1
9ca3aa93b392bca202ef,1270253752,B,training,Cond2,456,False,953,False,486870876.0,486870947.0,72,1,False,486870877.0,486870947.0,71,1,False,486870877.0,486870947.0,71,1
d7b29c96ee42964cf957,1272253462,B,training,Cond2,456,False,949,False,486795047.333,486795117.333,71,1,False,486795047.333,486795117.333,71,1,False,486795047.333,486795117.333,71,1
dceedcc0599c9f1456fb,1272253470,A,training,Cond1,456,False,943,True,486758951.667,486759113.667,163,1,True,486758951.667,486759113.667,163,1,True,486758951.667,486759113.667,163,1
ae86376bd8d159b5af53,1272253486,A,training,Cond1,456,False,943,False,486759141.667,486759208.667,68,1,False,486759141.667,486759208.667,68,1,False,486759141.667,486759208.667,68,1
5ea29512d772df31c40c,1272253486,B,training,Cond2,456,False,949,False,486795422.333,486795492.333,71,1,False,486795422.333,486795492.333,71,1,False,486795422.333,486795492.333,71,1
3e8cd90ff912a0de928a,1276253442,B,training,Cond2,456,False,958,False,486907012.0,486907077.667,67,1,False,486907012.0,486907077.667,67,1,False,486907012.0,486907077.667,67,1
e54036210e8cf9aec66b,1276253466,B,training,Cond2,456,False,953,False,486871813.0,486871881.0,69,1,False,486871813.0,486871881.0,69,1,False,486871813.0,486871881.0,69,1
2b36e74eee8972d29937,1276253498,A,training,Cond1,456,False,954,False,486872924.0,486872990.0,67,1,False,486872924.0,486872990.0,67,1,False,486872924.0,486872990.0,67,1
26cf2a4e83eee3c05ec4,1276253502,A,training,Cond1,456,False,952,False,486855385.0,486855456.0,72,1,False,486855385.0,486855456.0,72,1,False,486855385.0,486855456.0,72,1
dc27cf1564433362baeb,1276253672,B,training,Cond2,456,False,953,False,486871626.0,486871694.0,69,1,False,486871626.0,486871694.0,69,1,False,486871627.0,486871694.0,68,1
be1c009f94fc2f719790,1276253680,B,training,Cond2,456,False,950,False,486823822.667,486823891.0,69,1,False,486823822.667,486823891.0,69,1,False,486823822.667,486823891.0,69,1
53b35b947fc65cfb0b47,1276253684,B,training,Cond2,456,False,950,False,486823633.667,486823702.0,69,1,False,486823633.667,486823702.0,69,1,False,486823633.667,486823702.0,69,1
954211b899d86457e598,1276253688,A,training,Cond1,456,False,949,False,486794647.333,486794713.333,67,1,False,486794647.333,486794713.333,67,1,False,486794647.333,486794713.333,67,1
