sample_id,WAFER_ID,STAGE,condition,group_id,start,end
5c871ee84ce9e11a614a,-2579249780,B,Cond2,CMP-training-018.csv,482205822.333,482206186.333
8a7324bf3433c863fa32,-2569250042,B,Cond2,CMP-training-117.csv,485568116.333,485568462.333
8d0f0bb85b35026cf2ba,-2569250038,A,Cond1,CMP-training-117.csv,485527313.0,485527667.0
c587585e8be44e59b889,-2569250030,A,Cond1,CMP-training-117.csv,485527125.667,485527482.667
d9095efa1c23a6db0020,-2569250026,B,Cond2,CMP-training-117.csv,485556115.333,485556463.333
28ae9cb23f6947abc886,-2569250022,B,Cond2,CMP-training-117.csv,485562129.333,485562492.333
76a84111773e6ae8a19a,-2569250018,B,Cond2,CMP-training-117.csv,485562521.333,485562887.333
eb2a20bc9753cf4dc868,-2569249820,A,Cond1,CMP-training-117.csv,485564122.333,485564483.333
40e0ccfcfe2797c0ed6c,-2569249804,B,Cond2,CMP-training-117.csv,485561736.333,485562103.333
d51d18f65021ac8ddfcc,-2569249800,A,Cond1,CMP-training-117.csv,485523123.667,485523481.667
8d7a8913b04ebbfa3dfa,-2567249850,B,Cond2,CMP-training-118.csv,485265019.0,485265381.0
41e97eb8601e080f5b62,-2567249846,B,Cond2,CMP-training-117.csv,485337406.333,485337779.333
a3323871584eff7a0c4b,-2567249826,B,Cond2,CMP-training-117.csv,485336494.333,485336861.333
eb1f457ee6ac6a7ee0a6,-2567249792,A,Cond1,CMP-training-117.csv,485556874.333,485557233.333
5e1b34f088ee4b88c2ad,-2567249792,B,Cond2,CMP-training-117.csv,485597043.667,485597385.333
add06e60e9601d62efc7,-2567249788,A,Cond1,CMP-training-117.csv,485557064.333,485557424.0
235f388d72bc73da3341,-2567249788,B,Cond2,CMP-training-117.csv,485595630.667,485595987.667
17dd86ebb31c1048986c,-2567249764,A,Cond1,CMP-training-117.csv,485523883.0,485524239.667
44e2cd3277e195e96424,-2567249764,B,Cond2,CMP-training-117.csv,485561934.333,485562299.333
cb4effffcf59da0509d3,-2567249760,B,Cond2,CMP-training-117.csv,485336888.333,485337251.333
5b11336807af53fc300f,-2567249756,A,Cond1,CMP-training-117.csv,485243602.0,485243964.667
7e5c1456ff5eab8655cd,-2567249752,A,Cond1,CMP-training-117.csv,485256747.0,485257103.0
96b07a1935b0c2ab28f0,-2567249752,B,Cond2,CMP-training-117.csv,485290911.333,485291277.0
c59f452bc87c634cb699,-2567249744,A,Cond1,CMP-training-117.csv,485523313.0,485523672.667
ffd0f81d1449f3f54c1a,-2567249744,B,Cond2,CMP-training-117.csv,485562324.333,485562691.333
fe05353d1263d641eab3,-2567249740,B,Cond2,CMP-training-117.csv,485553159.333,485553521.0
8176c599c196cb23b492,-2567249732,B,Cond2,CMP-training-117.csv,485291107.333,485291470.333
fdb9bbcb9220e0152d86,-2565250046,B,Cond2,CMP-training-020.csv,482727581.0,482727962.667
a396474fb12cae977057,-2565250042,B,Cond2,CMP-training-020.csv,482804851.0,482805224.333
14657625535d82293292,-2565250002,B,Cond2,CMP-training-020.csv,482731290.0,482731662.0
56285e30920f24603915,-2565249998,A,Cond1,CMP-training-031.csv,482675965.333,482676335.667
798c7cc0f3df94def977,-2565249994,B,Cond2,CMP-training-020.csv,482802761.0,482803127.0
d3b0a2984f919f4c59e6,-2565249990,A,Cond1,CMP-training-020.csv,482715574.333,482715937.0
e297a27bcb40bc7e4c87,-2565249986,B,Cond2,CMP-training-020.csv,482804643.0,482805020.0
38b729843aea92d1e2b8,-2151929736,B,Cond2,CMP-training-062.csv,483859632.333,483860014.667
2eee6d51dbb85b31d854,-2151929732,B,Cond2,CMP-training-062.csv,483859847.333,483860227.667
8419262d6f316adffce3,-2149929672,A,Cond1,CMP-training-062.csv,483642961.667,483643332.667
81c93a9e934cd5dede62,-2149929534,A,Cond1,CMP-training-067.csv,483770264.667,483770630.0
8e52c26bcfb416bff2f8,-2149929514,B,Cond2,CMP-training-072.csv,484042639.333,484043009.333
896cab0a053befe11756,-2143929768,A,Cond1,CMP-training-050.csv,483137279.667,483137641.667
d94a9017ec585d437b83,-2143929764,B,Cond2,CMP-training-051.csv,483161925.667,483162316.333
f0ba5479ba8e150b6d61,-2143929760,A,Cond1,CMP-training-047.csv,483066640.667,483067015.333
9f66967954d52c032568,-2143929740,A,Cond1,CMP-training-047.csv,483066839.333,483067204.333
cbd9eb83a1f1f04c7b54,-2143929718,A,Cond1,CMP-training-047.csv,483055773.333,483056138.333
2cb7373298abc6fa4dc6,-2143929718,B,Cond2,CMP-training-047.csv,483091277.333,483091648.333
5c7820a1da4114ca2a31,-2143929710,A,Cond1,CMP-training-047.csv,483065870.333,483066234.333
331d90f1bd532665407b,-2141929716,B,Cond2,CMP-training-045.csv,482990166.667,482990553.0
e2b85fd872c749e2d1b1,-2141929700,A,Cond1,CMP-training-020.csv,482789050.0,482789412.0
22f89a616e569223c39e,-2141929522,B,Cond2,CMP-training-047.csv,483077508.0,483077880.333
8e1c8666b8dc9343c74a,-2141929518,A,Cond1,CMP-training-047.csv,483065678.667,483066039.0
40f5fef1e9b0f15ddc3a,-2141929514,A,Cond1,CMP-training-047.csv,483055164.667,483055540.667
222edc660ee4209ca385,-2141929510,B,Cond2,CMP-training-047.csv,483077297.0,483077677.0
e35b3bcc1ef4a46ec1af,-2141929506,A,Cond1,CMP-training-047.csv,483054959.667,483055338.667
1f1f3a09923d7461c537,-2141929486,A,Cond1,CMP-training-043.csv,482953354.0,482953718.0
47f73e25687f8af5d8c3,-2139929788,A,Cond1,CMP-training-062.csv,483602864.0,483603229.667
ee52b9f73bf8b1a4e615,-2139929772,A,Cond1,CMP-training-062.csv,483601516.667,483601883.667
31016af190891e229488,-2139929764,B,Cond2,CMP-training-067.csv,483781803.333,483782175.333
9376228e606316e0ce47,-2139929752,B,Cond2,CMP-training-062.csv,483607398.667,483607769.0
8394551e0ecd9467bdf2,-2139929748,B,Cond2,CMP-training-062.csv,483599331.333,483599694.667
fee2c5c085e3c01371bc,-2139929744,A,Cond1,CMP-training-062.csv,483607794.0,483608157.667
1c11fe15670a990acc0a,-2139929736,B,Cond2,CMP-training-062.csv,483599115.667,483599502.667
d248e3fcc769daf67653,-2139929710,A,Cond1,CMP-training-062.csv,483494901.667,483495263.0
167866d90097edd8fc00,-2137929706,B,Cond2,CMP-training-053.csv,483251594.0,483251957.0
59689a8fdc2483a9eaa8,-2137929694,A,Cond1,CMP-training-059.csv,483462744.667,483463113.0
df98047b395404f88535,-2137929690,B,Cond2,CMP-training-063.csv,483502461.667,483502843.667
135a8ebbf1a6daccab7f,-2137929686,A,Cond1,CMP-training-051.csv,483201909.0,483202628.0
fca0f185f01e8e588d16,-2137929682,A,Cond1,CMP-training-051.csv,483198751.333,483199118.333
28a2f86e186b9da868d8,-2135929472,A,Cond1,CMP-training-020.csv,482426012.667,482426371.333
05a0eba2f884df1a6b1c,-2135929468,A,Cond1,CMP-training-020.csv,482438105.667,482438464.667
7751c9e726f1c5a55f3e,-2135929464,B,Cond2,CMP-training-020.csv,482455989.667,482456357.667
c36b52c10cf3994c1d12,-2135929452,A,Cond1,CMP-training-020.csv,482413611.333,482413970.667
bf1448266b4ed8ec25bd,-2135929448,B,Cond2,CMP-training-020.csv,482456571.667,482456933.667
0d8414c9029516091bab,-2135929440,A,Cond1,CMP-training-020.csv,482430307.333,482430678.333
308e6bd657584313b7b8,-2135929432,A,Cond1,CMP-training-020.csv,482430111.333,482430478.333
14f051e23e9a0464b47c,-2135929432,B,Cond2,CMP-training-020.csv,482469977.333,482470341.0
e63778e51d1afb8e8f3e,-2135929428,B,Cond2,CMP-training-020.csv,482485683.333,482486048.0
db7e67ad5e148e9223b9,-2135929424,A,Cond1,CMP-training-020.csv,482427984.333,482428333.333
5b3afd2ee966f3466f71,-2133929500,A,Cond1,CMP-training-020.csv,482347282.667,482347639.0
addc8d454d1848479936,-2133929492,A,Cond1,CMP-training-020.csv,482353279.0,482353639.0
8075935dd60f4796e841,-2133929492,B,Cond2,CMP-training-020.csv,482409357.0,482409722.0
9c7cf765c9f18f20435e,-2131929482,A,Cond1,CMP-training-020.csv,482640060.333,482640428.333
6fc936bb6e7f368a71df,-2131929478,A,Cond1,CMP-training-029.csv,482552765.333,482553126.667
f4308600c59ed9f10a50,-2131929468,B,Cond2,CMP-training-020.csv,482763224.667,482763598.0
e0454a304d137385c571,-2131929464,A,Cond1,CMP-training-020.csv,482729817.0,482730184.0
8b03a1148ae94ea9ef3f,-2131929452,B,Cond2,CMP-training-020.csv,482731085.0,482731462.0
feffd3b060cc3eca8ac3,-2131929448,A,Cond1,CMP-training-020.csv,482656793.667,482657158.333
89f3f6adcb64bc94ef7b,-2131929428,B,Cond2,CMP-training-045.csv,482989746.667,482990135.667
c17748d4795a6e9cb1df,-2131929416,A,Cond1,CMP-training-020.csv,482773106.0,482773467.667
9ff293ca42a9fac00c5a,-2129929722,B,Cond2,CMP-training-029.csv,482537443.333,482537811.333
3dc3c84b02c31ff72003,-2129929714,A,Cond1,CMP-training-020.csv,482643362.667,482643724.667
4a248cefa60f545497a3,-2129929706,B,Cond2,CMP-training-020.csv,482480345.333,482480713.333
d886641708bb99ca1e97,-2129929698,A,Cond1,CMP-training-020.csv,482500682.333,482501044.667
461c25eac3fd7a73ee18,-2129929504,A,Cond1,CMP-training-020.csv,482437917.667,482438274.667
af4e7f3424612da01c07,-2129929504,B,Cond2,CMP-training-020.csv,482471559.0,482471922.0
e837e070d2ea8e37ddda,-2045929446,A,Cond1,CMP-training-087.csv,484556227.667,484556594.667
140fdf8f0a72735e6a9e,-2045929442,B,Cond2,CMP-training-087.csv,484580322.333,484580682.667
e5785980221b076655cc,-2045929236,B,Cond2,CMP-training-087.csv,484598516.333,484598874.333
6701b8b6cfe93e5cd3b6,-2039929274,B,Cond2,CMP-training-062.csv,483860060.0,483860444.0
ce3d735450dfb39a196d,-2039929212,A,Cond1,CMP-training-072.csv,483967562.333,483967922.0
92c623cbf5e9c180e8c2,-2039929184,B,Cond2,CMP-training-072.csv,484006226.667,484006589.0
e202eaa64d4e1dfa76bc,-2033929470,A,Cond1,CMP-training-086.csv,484358765.333,484359132.667
837efa8dff523738c349,-2033929450,A,Cond1,CMP-training-086.csv,484345662.0,484346034.667
c4079f7d9a90b61e1614,-2033929438,B,Cond2,CMP-training-072.csv,484135518.0,484135883.667
c9a5a608969d27ba5e73,-2033929434,A,Cond1,CMP-training-087.csv,484369931.0,484370294.0
dacdc5bf837058729173,-2033929430,A,Cond1,CMP-training-086.csv,484344875.667,484345242.667
77d1121be7058f070273,-2033929418,B,Cond2,CMP-training-072.csv,484143419.667,484143774.667
b62804204abe967f751b,-2033929414,A,Cond1,CMP-training-072.csv,484089626.333,484090003.333
c2f47b6c3132908e5a24,-2033929414,B,Cond2,CMP-training-072.csv,484137821.667,484138188.667
749b3a238fe49f369fe6,-1720100542,B,Cond2,CMP-training-087.csv,484433973.0,484434324.333
ea21ab8875312c50a43e,-1720100534,B,Cond2,CMP-training-087.csv,484464928.333,484465292.333
a6cffe78de3e02bb1ce0,-1720100480,B,Cond2,CMP-training-101.csv,484844894.0,484845255.0
d2e847dae1a8c81ba82a,-1720100468,B,Cond2,CMP-training-101.csv,484845087.333,484845445.667
d579a47692ba52794f74,-1718100702,B,Cond2,CMP-training-114.csv,485153437.333,485153794.333
cbc1a4b8ea3103253566,-1718100544,A,Cond1,CMP-training-101.csv,485029039.0,485029399.333
1db3dbf17108dc540eec,-1718100544,B,Cond2,CMP-training-101.csv,485093257.333,485093615.0
966957523a6585a2e3ad,-1718100536,A,Cond1,CMP-training-101.csv,485030831.667,485031190.667
c322b8b6d189bae903b5,-1716100476,B,Cond2,CMP-training-072.csv,484162531.667,484162892.667
43d43004e1361046a2d2,-1716100432,A,Cond1,CMP-training-072.csv,483965481.333,483965842.333
3af4fea4fd4d16a1c8d0,-1716100432,B,Cond2,CMP-training-072.csv,484033251.667,484033623.0
b98acf54ba03d672ee2e,-1714100726,B,Cond2,CMP-training-087.csv,484464733.333,484465097.333
978d7dfbcad827d43e20,-1714100702,B,Cond2,CMP-training-080.csv,484268385.667,484268753.667
95c0fd755d28dfa821d2,-1714100694,A,Cond1,CMP-training-080.csv,484181741.333,484182087.667
cf940371bd9d2b4b7dc2,-1714100690,A,Cond1,CMP-training-080.csv,484181350.333,484181714.667
e0cd442c50e5a3e7e2f6,-1714100686,A,Cond1,CMP-training-080.csv,484181543.667,484181912.0
9892aebc496b8c30396f,-1714100682,A,Cond1,CMP-training-080.csv,484227653.0,484228021.0
db891fa442af8a6a5dfe,-1714100682,B,Cond2,CMP-training-080.csv,484278568.333,484278936.333
6f0a92816c260d2ea1e9,-1714100536,B,Cond2,CMP-training-072.csv,484148287.667,484148653.667
7c13d2432c634987725e,-1714100524,B,Cond2,CMP-training-072.csv,484148482.0,484148844.667
dbb97bd860b35b988605,-1714100520,A,Cond1,CMP-training-072.csv,484089431.667,484089796.667
81816c0a630607bac6d3,-1714100520,B,Cond2,CMP-training-072.csv,484119629.333,484120008.667
c3be315f3fe5e7984a7c,-1696100360,A,Cond1,CMP-training-172.csv,487029236.333,487029585.333
1381cd73cdb55a253d8b,-1690100610,A,Cond1,CMP-training-134.csv,486558644.667,486558984.667
076e4f66aa13145fed64,-1690100608,B,Cond2,CMP-training-134.csv,486555697.333,486556067.667
7a481d99c85d6bc517aa,-1193530880,A,Cond3,CMP-training-044.csv,482975320.333,482975613.0
a3519f13d3ccdc285be7,-1193530852,A,Cond3,CMP-training-050.csv,483134190.0,483134483.333
4a6745e2ef6acd5b1c44,-1193530682,A,Cond3,CMP-training-053.csv,483286634.667,483286944.667
131f71857e15beaa08c8,-1193530674,A,Cond3,CMP-training-050.csv,483137619.667,483137918.667
8531431ffe492888c267,-1193530654,A,Cond3,CMP-training-050.csv,483134493.333,483134783.333
10b5904fe5ce49a2796f,-1193530650,A,Cond3,CMP-training-050.csv,483139642.0,483139944.0
35292bc2d4708164da65,-1193530646,A,Cond3,CMP-training-050.csv,483132605.0,483132907.0
7855ae0bf8f9ad2effaf,-1193530642,A,Cond3,CMP-training-050.csv,483134035.667,483134329.333
e54155adfb9471aff7ca,-1193530634,A,Cond3,CMP-training-050.csv,483133891.667,483134177.0
1da46472d0cce76de1b1,-1193530630,A,Cond3,CMP-training-050.csv,483134341.0,483134634.0
5cab044b03488f1fe3b0,-1193530626,A,Cond3,CMP-training-051.csv,483162695.0,483162992.667
7873624402d6532f9c5b,-1183530654,A,Cond3,CMP-training-000.csv,481866212.333,481866517.333
35e3163e719ec20a4abd,-1183530626,A,Cond3,CMP-training-000.csv,482000286.0,482000586.333
a41bd88cf4e35fac70a6,-1183530624,A,Cond3,CMP-training-042.csv,482898024.0,482898314.333
2fc7a50c859f50904d65,-1183530620,A,Cond3,CMP-training-014.csv,482112448.667,482112759.0
45337b9b296890b81a16,-1183530612,A,Cond3,CMP-training-000.csv,481965689.333,481965990.333
b72eb1ed73657abe1fce,-1183530608,A,Cond3,CMP-training-042.csv,482902284.333,482902575.333
8f0d2eddf7b9972da0c3,-1183530604,A,Cond3,CMP-training-042.csv,482902121.667,482902424.333
c0c39f5c7ffd4e39677b,-1183530596,A,Cond3,CMP-training-041.csv,482894949.333,482895249.667
7007c9b7980ba4be387c,-1183530592,A,Cond3,CMP-training-043.csv,482931298.667,482931582.667
3fe01028d93bd6d2719f,-1183530588,A,Cond3,CMP-training-043.csv,482926538.667,482926844.0
fdee9a2088ffd1f5743f,-1183530584,A,Cond3,CMP-training-043.csv,482936082.0,482936385.667
95355cf05bb2db94746e,-1183530580,A,Cond3,CMP-training-042.csv,482897864.333,482898165.0
c167fee30078a6be28cd,-903170202,B,Cond2,CMP-training-020.csv,482382931.333,482383300.333
e46546a8ad17073c028c,-903170198,A,Cond1,CMP-training-020.csv,482293626.0,482293976.0
d9a765103d353873cff1,-903170194,A,Cond1,CMP-training-020.csv,482347655.667,482348013.667
44fe702ee21e353a23b9,-903170176,B,Cond2,CMP-training-020.csv,482381674.333,482382023.333
4bf238d58ee3f1cc5f78,-903170172,A,Cond1,CMP-training-020.csv,482323988.667,482324351.667
950606910e7d4dafb3ea,-903170172,B,Cond2,CMP-training-020.csv,482357097.667,482357456.333
2904556eb54f01d7a23d,-903170168,A,Cond1,CMP-training-020.csv,482330627.0,482330965.0
2e4a92190c8e77b0f869,-903170160,A,Cond1,CMP-training-020.csv,482357664.0,482358025.0
4394e9c39a3572564c82,-903170160,B,Cond2,CMP-training-020.csv,482496956.0,482497319.0
41e7ead092918fe68b3b,-903170156,A,Cond1,CMP-training-020.csv,482361072.0,482361431.333
8a7a0ea1cc4ee428cf3a,-903170156,B,Cond2,CMP-training-020.csv,482427130.667,482427488.667
718f84948dac63189f78,-903170152,A,Cond1,CMP-training-020.csv,482325815.0,482326169.0
87c1cc9c68669d824740,-903170148,A,Cond1,CMP-training-020.csv,482349807.667,482350177.667
09cebbcacc35489ebbc1,-903170144,A,Cond1,CMP-training-020.csv,482353472.0,482353830.0
aa24d77b4d23f62179ce,-903170140,A,Cond1,CMP-training-020.csv,482344935.333,482345300.333
e7e953dc7b10073b5605,-903170140,B,Cond2,CMP-training-020.csv,482377433.0,482377798.0
4dec5598d655d7acdf97,-903170136,B,Cond2,CMP-training-020.csv,482455613.667,482455962.0
ceeb1b6a8b7f43e99ee6,-903170132,A,Cond1,CMP-training-020.csv,482357856.667,482358228.0
0f9f05e4fe22eb3ee700,-903170132,B,Cond2,CMP-training-020.csv,482497147.667,482497515.667
e87d1e0e287770eecc18,-899170202,A,Cond1,CMP-training-000.csv,481936208.333,481936573.667
7de48eddc1f0dfad428c,-899170198,A,Cond1,CMP-training-000.csv,481948635.667,481949002.667
0feeab459b593fbc7109,-899170186,A,Cond1,CMP-training-000.csv,481938561.333,481938930.333
0d96d91794ce02f241f3,-899170156,A,Cond1,CMP-training-000.csv,481952170.0,481952538.667
68580354e5144ef1dd46,-899170148,B,Cond2,CMP-training-014.csv,482117805.667,482118188.667
c4427fec6c51c99552d1,-899170132,B,Cond2,CMP-training-014.csv,482157309.333,482157685.333
3726147fdb3581d7a621,-899170124,B,Cond2,CMP-training-014.csv,482157516.333,482157893.333
ec2f3d9382ee25de57ce,-897170414,A,Cond1,CMP-training-020.csv,482282945.0,482283295.667
e1df80e61420f0186f13,-897170406,B,Cond2,CMP-training-020.csv,482329399.0,482329770.0
e3a004e92368d0546cf2,-897170374,B,Cond2,CMP-training-020.csv,482371191.333,482371557.0
1ca28c51b96273a4dd0b,-897170370,A,Cond1,CMP-training-020.csv,482294000.0,482294364.667
604166380eea48f56e08,-879170270,A,Cond1,CMP-training-000.csv,481748184.333,481748544.333
15274e5fcfce12399d51,-879170258,B,Cond2,CMP-training-000.csv,481841852.0,481842224.333
4213fd95ba889f05b3e3,-879170254,A,Cond1,CMP-training-000.csv,481768467.333,481768818.0
4bf74bda0fe45c3d3f8a,-879170112,A,Cond1,CMP-training-000.csv,481794062.0,481794431.333
908f26b5aea2026fe886,-879170108,A,Cond1,CMP-training-000.csv,481799735.667,481800104.667
f827f379764054182ee9,-879170108,B,Cond2,CMP-training-000.csv,481871127.0,481871501.667
e0a83a4b3d883c6568a4,-879170104,A,Cond1,CMP-training-000.csv,481844990.0,481845366.667
4f407813036e97c8c1e3,-879170100,A,Cond1,CMP-training-000.csv,481795047.333,481795412.333
1499c2dd93f8e8cbe1e6,-879170100,B,Cond2,CMP-training-000.csv,481843195.667,481843565.667
20ada1fd451fd52f2487,-879170096,A,Cond1,CMP-training-000.csv,481794655.0,481795020.0
b6cf1056d85e85d87180,-879170092,A,Cond1,CMP-training-000.csv,481800720.333,481801088.333
617da4afc484fdac16a6,-879170088,A,Cond1,CMP-training-000.csv,481794260.333,481794629.0
3f73b270dd060d578744,-879170084,B,Cond2,CMP-training-000.csv,481985840.0,481986214.667
f421c7824f84b832854a,-879170080,B,Cond2,CMP-training-000.csv,481944792.0,481945165.0
47a204f9bce64badc93f,-879170076,A,Cond1,CMP-training-000.csv,481938363.333,481938729.333
51a8b87e67e7a8e117df,-879170076,B,Cond2,CMP-training-000.csv,482001737.333,482002113.0
a2bcb3405da14fc0bf92,-879170072,A,Cond1,CMP-training-000.csv,481798582.333,481798951.333
dd4f7511da669e1e8921,-879170072,B,Cond2,CMP-training-000.csv,481871329.667,481871703.667
05a4efe762b01424380c,-879170068,A,Cond1,CMP-training-000.csv,481906066.333,481906433.333
384cabcdcceb45e7da80,-877170366,A,Cond1,CMP-training-000.csv,481893772.667,481894136.667
f4fcbba6a2e4bd16e86c,-877170366,B,Cond2,CMP-training-000.csv,481957870.0,481958239.333
e2425effe6f8b87bc1da,-877170358,B,Cond2,CMP-training-000.csv,481936797.667,481937163.333
a505917d2cc5495becf4,-877170350,A,Cond1,CMP-training-000.csv,481925975.0,481926343.333
07b2774780725ea70ec3,-877170346,B,Cond2,CMP-training-000.csv,481958071.0,481958438.333
055e9911a732cd1fdc25,-877170338,A,Cond1,CMP-training-000.csv,481914591.0,481914962.0
dc3ff52d226cb1d0aefa,-877170330,A,Cond1,CMP-training-000.csv,481926174.333,481926542.333
1629729e0fe0c5fb0d32,-877170326,A,Cond1,CMP-training-000.csv,481925774.333,481926146.333
922be344129971de50c7,-877170322,A,Cond1,CMP-training-000.csv,481907625.333,481907990.333
890bda2cd26c56112984,-877170322,B,Cond2,CMP-training-000.csv,481957670.0,481958039.0
29f2b1d692273af97fc0,-877170314,B,Cond2,CMP-training-000.csv,481987105.0,481987477.667
a1d181db38599ffc4359,-877170272,A,Cond1,CMP-training-000.csv,481944208.0,481944575.0
86db30e35a0ce85b6ed6,-877170268,A,Cond1,CMP-training-000.csv,481867055.333,481867421.333
adfeaaec868f9d11d4c4,-877170268,B,Cond2,CMP-training-000.csv,481943809.0,481944176.333
4abc8298bb50038dc92b,-877170264,A,Cond1,CMP-training-000.csv,481911987.0,481912357.0
3b3a53146ff566af5f7f,-877170264,B,Cond2,CMP-training-000.csv,481967241.667,481967603.667
8754fc601ed76c81ca24,-877170260,A,Cond1,CMP-training-000.csv,481922313.333,481922686.0
e561bd23db390378bee2,-875170112,B,Cond2,CMP-training-000.csv,481695683.667,481696073.667
1ac8326c8db4c91be72f,-875170052,B,Cond2,CMP-training-000.csv,481661840.667,481662216.667
d431b83c68b38d11a665,-873170366,A,Cond1,CMP-training-000.csv,481696300.333,481696674.667
aede433804b64a18412d,-873170366,B,Cond2,CMP-training-000.csv,481736799.667,481737181.333
f5f6fdd193983f3f8ecf,-873170362,B,Cond2,CMP-training-000.csv,481749057.0,481749441.333
35be7ae96caebd3f8300,-873170354,A,Cond1,CMP-training-000.csv,481693483.667,481694708.333
f2e5d88ece8b3eedfce3,-873170354,B,Cond2,CMP-training-000.csv,481733650.333,481734024.667
b718604e2c640dea31a4,-873170346,A,Cond1,CMP-training-000.csv,481697003.667,481697374.667
63ba871fc9fe944f0869,-873170342,B,Cond2,CMP-training-000.csv,481697820.667,481698202.667
dc69701edc52194df999,-873170338,A,Cond1,CMP-training-000.csv,481709562.333,481709937.0
7ee82e5bf278b2c022c4,-873170334,A,Cond1,CMP-training-000.csv,481750194.0,481750556.0
5156ea8b50ec183daa62,-873170318,A,Cond1,CMP-training-000.csv,481698806.333,481699167.667
849539601ba6b19ebefe,-873170318,B,Cond2,CMP-training-000.csv,481733852.0,481734222.333
6c9290b08f3a0c0527d9,-873170306,A,Cond1,CMP-training-000.csv,481734707.333,481735077.333
9cee72fb44a3445f1d9a,-873170306,B,Cond2,CMP-training-000.csv,481757543.333,481757916.333
331848a62a8fa856e1d5,-873170272,A,Cond1,CMP-training-000.csv,481662779.667,481663145.333
8ba6778e1c3d41bb7abe,-873170272,B,Cond2,CMP-training-000.csv,481695903.333,481696285.333
f78ed3d20c9b90c5f940,-873170256,B,Cond2,CMP-training-000.csv,481677098.667,481677483.333
98ced23d7983859e0643,-873170248,A,Cond1,CMP-training-000.csv,481656757.667,481657131.333
b5a56f1b24b1ffe1b9c3,-873170248,B,Cond2,CMP-training-000.csv,481698033.333,481698411.667
b5b29876bfdd19f50eaa,-873170244,B,Cond2,CMP-training-000.csv,481707128.667,481707521.333
a19f5296b00f5e9e5790,29494096,A,Cond1,CMP-training-172.csv,487104991.333,487105349.333
d5c578b6a876bab44f50,29494096,B,Cond2,CMP-training-172.csv,487163445.667,487163799.667
bca21197efa01107f8e6,29494108,A,Cond1,CMP-training-172.csv,487091457.333,487091810.333
83c6242d2df88f297292,29494108,B,Cond2,CMP-training-172.csv,487140601.667,487140955.667
fc7619eda3203e2c8268,29494116,A,Cond1,CMP-training-172.csv,487105180.333,487105536.333
c8333b982d903608eca0,29494116,B,Cond2,CMP-training-172.csv,487146664.0,487147023.667
7ce6b784155ee595c853,29494128,B,Cond2,CMP-training-172.csv,487163258.0,487163614.0
54c09a4995be208bf201,29494136,A,Cond1,CMP-training-172.csv,487109957.667,487110315.667
b84d284eff85ab45d45b,29494136,B,Cond2,CMP-training-172.csv,487160817.0,487161176.0
7bf3c07686d4ffa04fc0,29494140,B,Cond2,CMP-training-172.csv,487184757.667,487185114.0
178a1c002da8d158274d,29494154,A,Cond1,CMP-training-182.csv,487208330.333,487208678.333
b83fd1ebc6cb05ea1ba2,29494154,B,Cond2,CMP-training-182.csv,487267659.333,487268023.333
a272110237de0f485905,29494162,A,Cond1,CMP-training-172.csv,487140242.667,487140579.667
d85a92240aeb0a22834c,29494170,A,Cond1,CMP-training-172.csv,487110334.667,487110691.667
a535eb6c49e22f76e75e,29494170,B,Cond2,CMP-training-172.csv,487178587.0,487178948.0
d3619771da7ce9ac734a,31494168,A,Cond1,CMP-training-182.csv,487209991.333,487210346.333
e0015240e4f54175ce77,31494172,B,Cond2,CMP-training-182.csv,487204216.333,487204589.333
70cf604ff6082b6aa894,31494350,A,Cond1,CMP-training-182.csv,487266228.333,487267066.333
4aca41df79afcd61ba2d,31494354,A,Cond1,CMP-training-183.csv,487216235.333,487216592.333
4d2b4d2471bcdf76ef16,31494362,A,Cond1,CMP-training-182.csv,487210364.333,487210720.333
b9234b78b40af45efcd3,31494370,A,Cond1,CMP-training-182.csv,487210176.333,487210533.333
cdd9dabf076957def2dc,31494374,A,Cond1,CMP-training-182.csv,487209615.333,487209975.333
9a4f6dd6f48e408fe5da,31494378,A,Cond1,CMP-training-182.csv,487210552.667,487210905.667
265a6e28d72126817e94,33494116,A,Cond1,CMP-training-182.csv,487213855.333,487214213.333
7c0f8fa7d25069cce2f4,33494120,A,Cond1,CMP-training-183.csv,487218948.333,487219292.333
f206532a18f65c339340,33494136,A,Cond1,CMP-training-182.csv,487263483.333,487264169.333
861f156ee6accea60cc5,33494140,B,Cond2,CMP-training-182.csv,487267851.333,487268210.333
78050b35d90ded2eb711,33494166,A,Cond1,CMP-training-182.csv,487263292.0,487263653.333
4453ac0b391bb2a19a3f,35494162,A,Cond1,CMP-training-182.csv,487266405.333,487267164.667
acd990997a27f4366f07,35494392,A,Cond1,CMP-training-182.csv,487263665.333,487264269.333
44aabafc8229235e609c,37494370,B,Cond2,CMP-training-172.csv,487020672.0,487021029.0
c876e7b629376036a637,37494378,B,Cond2,CMP-training-172.csv,486964081.0,486964442.0
00c5947959dc851f78a8,37494386,A,Cond1,CMP-training-172.csv,486913466.0,486913823.667
026071fc4e76d9c91c7e,37494386,B,Cond2,CMP-training-172.csv,486964275.0,486964632.333
2a3756ecf573ca5fb122,37494400,B,Cond2,CMP-training-172.csv,486961880.333,486962236.333
39bc3416eb7ca8ed7e20,37494408,A,Cond1,CMP-training-172.csv,486915311.0,486915670.0
b426a521f8ee659c4136,37494416,B,Cond2,CMP-training-172.csv,487028859.333,487029215.333
fa25977b66243f6cfab1,37494420,A,Cond1,CMP-training-172.csv,486944770.333,486945130.333
