sample_id,WAFER_ID,STAGE,split,group_id,source_files,chamber_route,outer_fold
874cdd888642c9f1abcc,1462254300,B,train,CMP-training-137.csv,CMP-training-142.csv,4-5-6,2
874dbf401fbfe9e05cba,1330253786,B,train,CMP-training-137.csv,CMP-training-143.csv,4-5-6,2
87ec0a059c3493cc9d98,1294253800,B,train,CMP-training-134.csv,CMP-training-160.csv,4-5-6,0
888afe7ee36bd18b0f1b,2667292704,B,train,CMP-training-137.csv,CMP-training-142.csv,4-5-6,2
88d21a3ba36bc8b4514f,-4021511496,B,train,CMP-training-071.csv,CMP-training-071.csv,4-5-6,3
88e8675a59d4e5713eb7,3017014510,B,train,CMP-training-087.csv,CMP-training-100.csv,4-5-6,3
89f3f6adcb64bc94ef7b,-2131929428,B,train,CMP-training-045.csv,CMP-training-045.csv,4-5-6,2
8adcca24d44cbba76de1,1314253604,B,train,CMP-training-134.csv,CMP-training-153.csv,4-5-6,0
8b111f0642b1df7ca768,4179773600,B,train,CMP-training-072.csv,CMP-training-077.csv,4-5-6,4
8be290efa757cc10440a,1330253778,B,train,CMP-training-137.csv,CMP-training-143.csv,4-5-6,2
8ce28604617f8aabe03c,3011014268,B,train,CMP-training-087.csv,CMP-training-100.csv,4-5-6,3
8d2e1d7d7905e48a77f4,1322253596,B,train,CMP-training-137.csv,CMP-training-142.csv,4-5-6,2
8d55a1a10f2a0574f939,1490254140,B,train,CMP-training-137.csv,CMP-training-139.csv,4-5-6,2
8d6bc01f9a16c70de383,1464254026,B,train,CMP-training-137.csv,CMP-training-139.csv,4-5-6,2
8d7a8913b04ebbfa3dfa,-2567249850,B,train,CMP-training-118.csv,CMP-training-118.csv,4-5-6,1
8da0440b12cf38c26e8e,-4023511746,B,train,CMP-training-053.csv,CMP-training-055.csv,4-5-6,1
8e52c26bcfb416bff2f8,-2149929514,B,train,CMP-training-072.csv,CMP-training-075.csv,4-5-6,4
90790fce1d048e5472c9,-4039511554,B,train,CMP-training-134.csv,CMP-training-136.csv,4-5-6,0
90acf4be46a7c5741ee9,1332253870,B,train,CMP-training-137.csv,CMP-training-143.csv,4-5-6,2
913bbd47449825014002,1296253604,B,train,CMP-training-134.csv,CMP-training-158.csv,4-5-6,0
9184cf2256d412945e81,1484254304,B,train,CMP-training-130.csv,CMP-training-130.csv,4-5-6,0
927fc0f9d244a350705c,2665292924,B,train,CMP-training-101.csv,CMP-training-113.csv,4-5-6,1
92a9ba3a3462d74fa765,4169773564,B,train,CMP-training-072.csv,CMP-training-073.csv,4-5-6,4
92c623cbf5e9c180e8c2,-2039929184,B,train,CMP-training-072.csv,CMP-training-074.csv,4-5-6,4
93f643ef03918000025c,3023014514,B,train,CMP-training-101.csv,CMP-training-107.csv,4-5-6,1
953bc9f0e622d1e7df80,3017014494,B,train,CMP-training-087.csv,CMP-training-100.csv,4-5-6,3
9594f3c772005f40709a,1332253850,B,train,CMP-training-137.csv,CMP-training-144.csv,4-5-6,2
95f3b01e549a5cad615b,4179773596,B,train,CMP-training-072.csv,CMP-training-075.csv,4-5-6,4
970a6f390bebb316abca,3023014544,B,train,CMP-training-101.csv,CMP-training-108.csv,4-5-6,1
982b6fc015c386d3c93d,3021014500,B,train,CMP-training-087.csv,CMP-training-094.csv,4-5-6,3
99ae8b780ca33195500f,4169773358,B,train,CMP-training-072.csv,CMP-training-075.csv,4-5-6,4
9a67fb55fe2f2cbe2de3,1304253518,B,train,CMP-training-145.csv,CMP-training-147.csv,4-5-6,2
9a870213ae04a554cff1,3623681094,B,train,CMP-training-134.csv,CMP-training-161.csv,4-5-6,0
9bc569fa98a2d66e87d4,1318253814,B,train,CMP-training-137.csv,CMP-training-141.csv,4-5-6,2
9c2030ee3d15c0cc9319,4177773362,B,train,CMP-training-072.csv,CMP-training-077.csv,4-5-6,4
9ca3aa93b392bca202ef,1270253752,B,train,CMP-training-171.csv,CMP-training-171.csv,4-5-6,1
9d612778fac72ebccef2,-4019511774,B,train,CMP-training-072.csv,CMP-training-074.csv,4-5-6,4
9e679115c465cbbb98f9,-4025511536,B,train,CMP-training-049.csv,CMP-training-049.csv,4-5-6,0
9f01c980fa1958b2f806,3031014576,B,train,CMP-training-101.csv,CMP-training-104.csv,4-5-6,1
9f901e12f57b2b0c8c22,-4045511848,B,train,CMP-training-101.csv,CMP-training-104.csv,4-5-6,1
9ff293ca42a9fac00c5a,-2129929722,B,train,CMP-training-029.csv,CMP-training-029.csv,4-5-6,3
a01794651794e191cc5a,4181773366,B,train,CMP-training-072.csv,CMP-training-075.csv,4-5-6,4
a19f8e591d0fcaf460ca,1332253886,B,train,CMP-training-137.csv,CMP-training-142.csv,4-5-6,2
a1e639c3c21a87ba4a9e,2667292878,B,train,CMP-training-137.csv,CMP-training-142.csv,4-5-6,2
a227c836484067740bbf,4169773338,B,train,CMP-training-072.csv,CMP-training-075.csv,4-5-6,4
a31689b13316de1a985b,-4025511552,B,train,CMP-training-049.csv,CMP-training-049.csv,4-5-6,0
a409009e64a69ad11399,4175773584,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
a47109d0499cbbfd1dbc,2917014270,B,train,CMP-training-087.csv,CMP-training-091.csv,4-5-6,3
a49905eef7dd8229f1fe,3025014282,B,train,CMP-training-101.csv,CMP-training-109.csv,4-5-6,1
a515fb8a36b29d7016ce,4177773322,B,train,CMP-training-072.csv,CMP-training-078.csv,4-5-6,4
a535eb6c49e22f76e75e,29494170,B,train,CMP-training-172.csv,CMP-training-181.csv,4-5-6,4
a5e299d9e5dfcafb19a2,41494386,B,train,CMP-training-172.csv,CMP-training-178.csv,4-5-6,4
a5f11799d424f1d5b54e,2655292676,B,train,CMP-training-172.csv,CMP-training-179.csv,4-5-6,4
a5fd1e4cc339eda1fe2d,1270253678,B,train,CMP-training-171.csv,CMP-training-171.csv,4-5-6,1
a650668bad53ca970e9e,4179773506,B,train,CMP-training-072.csv,CMP-training-078.csv,4-5-6,4
a6cffe78de3e02bb1ce0,-1720100480,B,train,CMP-training-101.csv,CMP-training-103.csv,4-5-6,1
a6ea3a5b7e17f4452ed0,4209773406,B,train,CMP-training-029.csv,CMP-training-029.csv,4-5-6,3
a7a01ce18ea621a452b8,1328253764,B,train,CMP-training-137.csv,CMP-training-141.csv,4-5-6,2
a7aa024b03136b75207c,4175773568,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
a7f4ab1cfebeb0d1b779,3029014472,B,train,CMP-training-101.csv,CMP-training-105.csv,4-5-6,1
a82b217d71ade5180a5f,39494182,B,train,CMP-training-172.csv,CMP-training-177.csv,4-5-6,4
a8b83ac625d7b0994c82,3011014220,B,train,CMP-training-087.csv,CMP-training-100.csv,4-5-6,3
ac0b0c81d467e908f262,4223773638,B,train,CMP-training-067.csv,CMP-training-067.csv,4-5-6,3
acecdfd90daf157bf752,4171773576,B,train,CMP-training-072.csv,CMP-training-073.csv,4-5-6,4
ad1002f388a918ae688b,-4141512112,B,train,CMP-training-014.csv,CMP-training-017.csv,4-5-6,3
ad3757c58e1757a40875,3623681118,B,train,CMP-training-134.csv,CMP-training-163.csv,4-5-6,0
ad62c398bab074e2b1e3,2917014250,B,train,CMP-training-087.csv,CMP-training-091.csv,4-5-6,3
add74ef8af8ba4be0ffa,1318253628,B,train,CMP-training-137.csv,CMP-training-141.csv,4-5-6,2
af193fd79a005e307209,-4035511562,B,train,CMP-training-101.csv,CMP-training-113.csv,4-5-6,1
af277ea20b09bf976158,1292253600,B,train,CMP-training-134.csv,CMP-training-158.csv,4-5-6,0
af8fdb6b7cc73316503f,2911013972,B,train,CMP-training-087.csv,CMP-training-091.csv,4-5-6,3
b026833f4b1f1776dd36,4177773374,B,train,CMP-training-072.csv,CMP-training-078.csv,4-5-6,4
b0a2625855348c9c9a94,2989014450,B,train,CMP-training-115.csv,CMP-training-115.csv,4-5-6,2
b138af2c252c3f59740c,-4222160606,B,train,CMP-training-014.csv,CMP-training-016.csv,4-5-6,3
b22d678c4539e99ed400,2665292986,B,train,CMP-training-137.csv,CMP-training-143.csv,4-5-6,2
b29013fc42352f7ce947,1300253526,B,train,CMP-training-134.csv,CMP-training-163.csv,4-5-6,0
b2901af056a605c93184,2665292990,B,train,CMP-training-137.csv,CMP-training-142.csv,4-5-6,2
b3c7600fe9562fe38a90,4177773556,B,train,CMP-training-072.csv,CMP-training-077.csv,4-5-6,4
b4157959af56aa9ac6a9,3037014488,B,train,CMP-training-101.csv,CMP-training-103.csv,4-5-6,1
b426a521f8ee659c4136,37494416,B,train,CMP-training-172.csv,CMP-training-176.csv,4-5-6,4
b4d279d0a302676bfbdc,-4023511798,B,train,CMP-training-053.csv,CMP-training-054.csv,4-5-6,1
b59d7181861c3ee9dcc5,3021014298,B,train,CMP-training-087.csv,CMP-training-095.csv,4-5-6,3
b5b2aa67bd8624ac5c2d,39494174,B,train,CMP-training-172.csv,CMP-training-177.csv,4-5-6,4
b65b121d6925df5f5233,3029014282,B,train,CMP-training-101.csv,CMP-training-107.csv,4-5-6,1
b83fd1ebc6cb05ea1ba2,29494154,B,train,CMP-training-182.csv,CMP-training-184.csv,4-5-6,3
b84d284eff85ab45d45b,29494136,B,train,CMP-training-172.csv,CMP-training-181.csv,4-5-6,4
b98acf54ba03d672ee2e,-1714100726,B,train,CMP-training-087.csv,CMP-training-090.csv,4-5-6,3
b9f96528f2aef5b45fee,1286253732,B,train,CMP-training-134.csv,CMP-training-154.csv,4-5-6,0
ba91575922f48e08501f,2709292846,B,train,CMP-training-087.csv,CMP-training-095.csv,4-5-6,3
bb0df09181734b422698,1292253546,B,train,CMP-training-134.csv,CMP-training-155.csv,4-5-6,0
bb263cad2fa0119d77a5,2703293046,B,train,CMP-training-014.csv,CMP-training-015.csv,4-5-6,3
bb814f766b71f619172f,1332253826,B,train,CMP-training-137.csv,CMP-training-143.csv,4-5-6,2
bb87749ca11c8676997b,4171773550,B,train,CMP-training-072.csv,CMP-training-072.csv,4-5-6,4
bc12d024ab88925b79a3,1288253490,B,train,CMP-training-134.csv,CMP-training-152.csv,4-5-6,0
bd39de29bc5acfa17d5d,1464254078,B,train,CMP-training-137.csv,CMP-training-138.csv,4-5-6,2
bdc3b74e17d971dd7fc1,43494198,B,train,CMP-training-172.csv,CMP-training-181.csv,4-5-6,4
be0398524841bd482a1e,2917014064,B,train,CMP-training-087.csv,CMP-training-091.csv,4-5-6,3
be1a6cd030718a795d9a,2663292680,B,train,CMP-training-101.csv,CMP-training-109.csv,4-5-6,1
be1c009f94fc2f719790,1276253680,B,train,CMP-training-169.csv,CMP-training-169.csv,4-5-6,0
becdf9651be28618e8e3,2663292696,B,train,CMP-training-101.csv,CMP-training-104.csv,4-5-6,1
becf7091bf2cfa7a5ec4,41494452,B,train,CMP-training-172.csv,CMP-training-181.csv,4-5-6,4
befa6681e3164acbb8ef,1330253608,B,train,CMP-training-137.csv,CMP-training-143.csv,4-5-6,2
c050a6c620e770513657,4169773540,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
c104c86ea600e91c57d8,1475739292,B,train,CMP-training-087.csv,CMP-training-091.csv;CMP-training-092.csv,4-5-6,3
c105463e7c9c436e5eaa,4175773588,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
c13cb0ed0c4a4afc371e,3621681202,B,train,CMP-training-167.csv,CMP-training-167.csv,4-5-6,2
c145ab08636103b5a86d,3623681126,B,train,CMP-training-134.csv,CMP-training-163.csv,4-5-6,0
c149af98f8893fcf94dc,1290253654,B,train,CMP-training-134.csv,CMP-training-158.csv,4-5-6,0
c2689d966936e2f28cb0,1300253514,B,train,CMP-training-134.csv,CMP-training-164.csv;CMP-training-165.csv,4-5-6,0
c2a1cb40fea667d45ee3,1330253782,B,train,CMP-training-137.csv,CMP-training-143.csv,4-5-6,2
c2f47b6c3132908e5a24,-2033929414,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
c322b8b6d189bae903b5,-1716100476,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
c391e5631ef446a4192c,1328253772,B,train,CMP-training-137.csv,CMP-training-141.csv;CMP-training-142.csv,4-5-6,2
c3f7f3e32efd1767bcd0,1290253662,B,train,CMP-training-134.csv,CMP-training-154.csv,4-5-6,0
c4079f7d9a90b61e1614,-2033929438,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
c4427fec6c51c99552d1,-899170132,B,train,CMP-training-014.csv,CMP-training-016.csv,4-5-6,3
c483d6782c156b008465,3844719354,B,train,CMP-training-045.csv,CMP-training-045.csv,4-5-6,2
c4a259a72b484c35e21f,37494444,B,train,CMP-training-172.csv,CMP-training-177.csv,4-5-6,4
c4bc2de7cbe95466f059,4227773488,B,train,CMP-training-058.csv,CMP-training-060.csv,4-5-6,1
c4d4be3c8894db3ca4c6,1292253612,B,train,CMP-training-134.csv,CMP-training-153.csv,4-5-6,0
c538d6e68f5c2e9ce02b,3037014480,B,train,CMP-training-101.csv,CMP-training-104.csv,4-5-6,1
c59ddde0eb6a3fdb215a,3017014470,B,train,CMP-training-087.csv,CMP-training-100.csv,4-5-6,3
c665bec6d4dedb4949dc,3027014584,B,train,CMP-training-101.csv,CMP-training-107.csv,4-5-6,1
c715a0b4ae7af068cb3d,3035014548,B,train,CMP-training-101.csv,CMP-training-104.csv,4-5-6,1
c77913dab42e7d89ddb1,1318253802,B,train,CMP-training-137.csv,CMP-training-140.csv,4-5-6,2
c8333b982d903608eca0,29494116,B,train,CMP-training-172.csv,CMP-training-180.csv,4-5-6,4
c853fe5742e3d477840f,1462254138,B,train,CMP-training-137.csv,CMP-training-139.csv,4-5-6,2
c856e3177eba65cc7156,2667292712,B,train,CMP-training-137.csv,CMP-training-143.csv,4-5-6,2
c876e7b629376036a637,37494378,B,train,CMP-training-172.csv,CMP-training-174.csv,4-5-6,4
c888575a871bd015fa50,1462254126,B,train,CMP-training-137.csv,CMP-training-139.csv,4-5-6,2
c8d0eb2d8197750d2791,39494170,B,train,CMP-training-172.csv,CMP-training-177.csv,4-5-6,4
c9573ee2f5ea8e84be7b,2665292934,B,train,CMP-training-115.csv,CMP-training-115.csv,4-5-6,2
c9d7ae1986a7d957978f,4215773500,B,train,CMP-training-051.csv,CMP-training-052.csv,4-5-6,2
c9fbd843b58d5b0ac58e,37494420,B,train,CMP-training-172.csv,CMP-training-176.csv,4-5-6,4
ca58e87316d91528d53b,1286253654,B,train,CMP-training-134.csv,CMP-training-152.csv,4-5-6,0
cb3faea45eb5a7a905fe,3037014464,B,train,CMP-training-101.csv,CMP-training-104.csv,4-5-6,1
cd9069c65e9d0547cb8d,2985014372,B,train,CMP-training-115.csv,CMP-training-115.csv,4-5-6,2
ce5e77b0b38275d9a5d0,2911014050,B,train,CMP-training-087.csv,CMP-training-091.csv,4-5-6,3
cef1541d2a149dd8f062,1318253576,B,train,CMP-training-137.csv,CMP-training-140.csv,4-5-6,2
cf8054ad4e397ee2b106,3031014588,B,train,CMP-training-101.csv,CMP-training-104.csv,4-5-6,1
cfa09bcca98a3fc939a3,3035014494,B,train,CMP-training-101.csv,CMP-training-102.csv,4-5-6,1
cfd347275ff40c458e05,41494398,B,train,CMP-training-172.csv,CMP-training-177.csv,4-5-6,4
d0ab5fb13cba93b6d0bd,1324253866,B,train,CMP-training-137.csv,CMP-training-141.csv,4-5-6,2
d0bf51f9d6a2e2ebce88,1318253822,B,train,CMP-training-137.csv,CMP-training-139.csv,4-5-6,2
d1a09d39b04c662561c7,3623681102,B,train,CMP-training-134.csv,CMP-training-163.csv,4-5-6,0
d1cde0857cd77b7cc2cd,3621681198,B,train,CMP-training-134.csv,CMP-training-164.csv,4-5-6,0
d210392121160a1b6f01,1304253550,B,train,CMP-training-145.csv,CMP-training-146.csv,4-5-6,2
d2e847dae1a8c81ba82a,-1720100468,B,train,CMP-training-101.csv,CMP-training-103.csv,4-5-6,1
d31a8f1f04ad276b4bd9,1475739242,B,train,CMP-training-087.csv,CMP-training-090.csv,4-5-6,3
d3a372c400c8ee905193,4227773500,B,train,CMP-training-059.csv,CMP-training-061.csv,4-5-6,0
d47652d2327635a998ff,1292253608,B,train,CMP-training-134.csv,CMP-training-153.csv,4-5-6,0
d4a9c565f0a055d7ee67,4175773628,B,train,CMP-training-072.csv,CMP-training-079.csv,4-5-6,4
d4f5c7dae132fc849ba7,-4222160428,B,train,CMP-training-014.csv,CMP-training-016.csv,4-5-6,3
d57cab637c16f39bac00,1482254328,B,train,CMP-training-130.csv,CMP-training-130.csv,4-5-6,0
d5c578b6a876bab44f50,29494096,B,train,CMP-training-172.csv,CMP-training-181.csv,4-5-6,4
d6604001e893d50465c9,1290253748,B,train,CMP-training-134.csv,CMP-training-159.csv,4-5-6,0
d7362cca5559460d595e,3037014302,B,train,CMP-training-101.csv,CMP-training-106.csv,4-5-6,1
d740aad30f00509f4e70,1330253612,B,train,CMP-training-137.csv,CMP-training-143.csv,4-5-6,2
d7b29c96ee42964cf957,1272253462,B,train,CMP-training-167.csv,CMP-training-168.csv,4-5-6,2
d7fd0e159706761b22cd,1318253810,B,train,CMP-training-137.csv,CMP-training-139.csv,4-5-6,2
d94a9017ec585d437b83,-2143929764,B,train,CMP-training-051.csv,CMP-training-051.csv,4-5-6,2
da119b0997220e516e38,4229773652,B,train,CMP-training-051.csv,CMP-training-052.csv,4-5-6,2
da6cbc0cc8fb2f1d4fcf,1290253724,B,train,CMP-training-134.csv,CMP-training-158.csv,4-5-6,0
dacfa0b0564820049e19,1304253568,B,train,CMP-training-145.csv,CMP-training-146.csv,4-5-6,2
dc27cf1564433362baeb,1276253672,B,train,CMP-training-171.csv,CMP-training-171.csv,4-5-6,1
dd01f6bcecf2b5f8c921,4181773354,B,train,CMP-training-072.csv,CMP-training-074.csv;CMP-training-075.csv,4-5-6,4
dd673076ab114319d60b,3625681396,B,train,CMP-training-134.csv,CMP-training-159.csv,4-5-6,0
dd8272943ec2aa21642d,3623681134,B,train,CMP-training-134.csv,CMP-training-162.csv,4-5-6,0
dd9d08bbda62f26ddb7c,1304253572,B,train,CMP-training-145.csv,CMP-training-146.csv,4-5-6,2
de259ed48afe0ce9c8ba,4179773616,B,train,CMP-training-072.csv,CMP-training-077.csv,4-5-6,4
df02440332f0633707f1,4171773542,B,train,CMP-training-071.csv,CMP-training-071.csv,4-5-6,3
df98047b395404f88535,-2137929690,B,train,CMP-training-063.csv,CMP-training-063.csv,4-5-6,0
e0015240e4f54175ce77,31494172,B,train,CMP-training-182.csv,CMP-training-182.csv,4-5-6,3
e0f86edd1308ffb68e05,-3780722750,B,train,CMP-training-171.csv,CMP-training-171.csv,4-5-6,1
e1a0fcc49052aeb97a42,3840719298,B,train,CMP-training-014.csv,CMP-training-015.csv,4-5-6,3
e1bb389e545c22e6a350,3021014274,B,train,CMP-training-087.csv,CMP-training-097.csv,4-5-6,3
e1d58c167e96659a5af8,1471739014,B,train,CMP-training-072.csv,CMP-training-074.csv,4-5-6,4
e1f9b37e1b61072eaea5,1296253522,B,train,CMP-training-134.csv,CMP-training-159.csv,4-5-6,0
e2276616b4ec3ca17f72,1292253514,B,train,CMP-training-134.csv,CMP-training-154.csv,4-5-6,0
e2ed572c94573a3a9b3f,4167773596,B,train,CMP-training-072.csv,CMP-training-075.csv,4-5-6,4
e2f9c7b0c706aba9f934,1286253712,B,train,CMP-training-134.csv,CMP-training-153.csv,4-5-6,0
e3111626d2dec47f0526,2655292708,B,train,CMP-training-172.csv,CMP-training-179.csv,4-5-6,4
e312be6a300868461ca6,1292253526,B,train,CMP-training-134.csv,CMP-training-155.csv,4-5-6,0
e3e44935e8d22fa2ab7b,3031014466,B,train,CMP-training-101.csv,CMP-training-105.csv,4-5-6,1
e439b5f970028bc79a26,1318253620,B,train,CMP-training-137.csv,CMP-training-141.csv,4-5-6,2
e5108f96e569df0628dc,1296253550,B,train,CMP-training-134.csv,CMP-training-159.csv,4-5-6,0
e537a6d52d6d38a79649,3623681192,B,train,CMP-training-134.csv,CMP-training-162.csv,4-5-6,0
e53befd14cc461cb0766,2665292900,B,train,CMP-training-101.csv,CMP-training-113.csv,4-5-6,1
e54036210e8cf9aec66b,1276253466,B,train,CMP-training-171.csv,CMP-training-171.csv,4-5-6,1
e5785980221b076655cc,-2045929236,B,train,CMP-training-087.csv,CMP-training-095.csv,4-5-6,3
e5e6d346655ab5ed8999,3033014330,B,train,CMP-training-101.csv,CMP-training-106.csv,4-5-6,1
e683785aed2f544f3912,1270253696,B,train,CMP-training-167.csv,CMP-training-168.csv,4-5-6,2
e6aa46452be5290f2ee7,4229773746,B,train,CMP-training-053.csv,CMP-training-055.csv,4-5-6,1
e723b0615d516d626705,2707293112,B,train,CMP-training-087.csv,CMP-training-095.csv,4-5-6,3
e81b53ce8f9871fa6fee,-3780722726,B,train,CMP-training-171.csv,CMP-training-171.csv,4-5-6,1
e875d34f202aae8c7207,2655292684,B,train,CMP-training-172.csv,CMP-training-177.csv,4-5-6,4
e9e1d21267a96c705e79,-4021511544,B,train,CMP-training-072.csv,CMP-training-074.csv,4-5-6,4
ea21ab8875312c50a43e,-1720100534,B,train,CMP-training-087.csv,CMP-training-090.csv,4-5-6,3
ec01351df04d9063c6e9,1286253744,B,train,CMP-training-134.csv,CMP-training-152.csv,4-5-6,0
ec3da436480713bcbb47,1477739054,B,train,CMP-training-087.csv,CMP-training-090.csv,4-5-6,3
ecd33beacec4f14b5aae,-4023511604,B,train,CMP-training-053.csv,CMP-training-054.csv,4-5-6,1
ecdd438135f75f141d9b,1288253458,B,train,CMP-training-134.csv,CMP-training-152.csv,4-5-6,0
edd393c5efd083f6a532,1296253534,B,train,CMP-training-134.csv,CMP-training-159.csv,4-5-6,0
ef2cb84afc838328033e,4217773702,B,train,CMP-training-044.csv,CMP-training-044.csv,4-5-6,2
efc48f8cbbaabcf554c6,1314253572,B,train,CMP-training-134.csv,CMP-training-163.csv,4-5-6,0
f06ea0af156a76a9fc46,1296253546,B,train,CMP-training-134.csv,CMP-training-158.csv,4-5-6,0
f0e7a965ef05b9e828cd,3021014294,B,train,CMP-training-087.csv,CMP-training-097.csv,4-5-6,3
f350d4e7a2df45ab2248,2709292810,B,train,CMP-training-087.csv,CMP-training-095.csv,4-5-6,3
f3708373f1592353fed9,4227773658,B,train,CMP-training-058.csv,CMP-training-060.csv,4-5-6,1
f3eb594a997b078698b3,2703293076,B,train,CMP-training-014.csv,CMP-training-015.csv,4-5-6,3
f5822879b857e610242b,3627681150,B,train,CMP-training-134.csv,CMP-training-157.csv,4-5-6,0
f5dc6cfd19b7c570b88e,3623681098,B,train,CMP-training-134.csv,CMP-training-162.csv,4-5-6,0
f62a490263a5fd11818c,2709292850,B,train,CMP-training-087.csv,CMP-training-094.csv,4-5-6,3
f655dc637452f9c5a852,4207773688,B,train,CMP-training-029.csv,CMP-training-030.csv,4-5-6,3
f6f96256e43737dc7d76,1486254120,B,train,CMP-training-134.csv,CMP-training-135.csv,4-5-6,0
f7643efbd65e14d9e129,1464254058,B,train,CMP-training-137.csv,CMP-training-138.csv,4-5-6,2
f7ad18590ddb3ed17bca,3623681188,B,train,CMP-training-134.csv,CMP-training-159.csv,4-5-6,0
f7e81e4ae628b203d4b9,3027014528,B,train,CMP-training-101.csv,CMP-training-106.csv,4-5-6,1
f87598c47cd1d953e88b,1286253728,B,train,CMP-training-134.csv,CMP-training-153.csv,4-5-6,0
fa2d9e502e8654b0657e,1475739280,B,train,CMP-training-087.csv,CMP-training-093.csv,4-5-6,3
fa3a141acf64cb6098e8,3027014580,B,train,CMP-training-101.csv,CMP-training-107.csv,4-5-6,1
fb4846caac2397f192a5,3625681392,B,train,CMP-training-134.csv,CMP-training-160.csv,4-5-6,0
fb8433566ba1966a8b5d,3625681388,B,train,CMP-training-134.csv,CMP-training-161.csv,4-5-6,0
fc44618a9cc329c1a3f4,3021014496,B,train,CMP-training-087.csv,CMP-training-094.csv,4-5-6,3
fd575998196eabac929e,1464254062,B,train,CMP-training-137.csv,CMP-training-137.csv,4-5-6,2
fdc6b2b433b5592ca012,3029014476,B,train,CMP-training-101.csv,CMP-training-107.csv,4-5-6,1
ff84ddffe40ac9f70081,1488254316,B,train,CMP-training-130.csv,CMP-training-130.csv,4-5-6,0
ffbabd9cb1ea7da52864,1296253558,B,train,CMP-training-134.csv,CMP-training-159.csv,4-5-6,0
fff5f95cfad8221dc1e8,1286253642,B,train,CMP-training-134.csv,CMP-training-152.csv,4-5-6,0
