sample_id,cohort,WAFER_ID,STAGE,group_id,exclusion_reason
test:e55c214c6d6fd1dfe550,test,4181773370,B,prior/CMP-training-071.csv,prior_wafer_file_component
test:107cb9a6202faba4b5d2,test,4189773402,B,prior/CMP-training-071.csv,prior_wafer_file_component
test:97eb897b6cd7fdeee456,test,4199773442,A,prior/CMP-training-014.csv,prior_wafer_file_component
test:195c407213762ac26ccd,test,4199773450,A,prior/CMP-training-014.csv,prior_wafer_file_component
test:7a90843126f11cae9f2b,test,4199773632,A,prior/CMP-training-014.csv,prior_wafer_file_component
test:ce41827e64af29c9d639,test,4199773664,B,prior/CMP-training-014.csv,prior_wafer_file_component
test:f6fd3671c36f66b51a43,test,4201773382,A,prior/CMP-training-014.csv,prior_wafer_file_component
test:45b3d1cbdf6c36ae9568,test,4201773452,A,prior/CMP-training-014.csv,prior_wafer_file_component
test:59c61c0f20772c2c27ac,test,4209773398,A,prior/CMP-training-014.csv,prior_wafer_file_component
test:c3c783cf0326aa95c952,test,4209773406,A,prior/CMP-training-014.csv,prior_wafer_file_component
test:2351884670ffe452a34c,test,4209773422,A,prior/CMP-training-014.csv,prior_wafer_file_component
test:a6dfa4938807feb52cf1,test,4209773468,B,prior/CMP-training-014.csv,prior_wafer_file_component
test:1d1bb726944540c80d59,test,4211773444,B,prior/CMP-training-014.csv,prior_wafer_file_component
test:4f521b5a6a05437b2869,test,4211773460,A,prior/CMP-training-014.csv,prior_wafer_file_component
test:319311bec39c3ba0f0c3,test,4211773460,B,prior/CMP-training-014.csv,prior_wafer_file_component
test:05fe4d20cb4c3735022c,test,4213773668,B,prior/CMP-training-014.csv,prior_wafer_file_component
test:1f2e187818d5383eec5b,test,4213773746,B,prior/CMP-training-014.csv,prior_wafer_file_component
test:ce599ad43fb842cfdd60,test,4217773676,A,prior/CMP-training-014.csv,prior_wafer_file_component
test:5231263bc46fa2fb32a4,test,4219773440,B,prior/CMP-training-014.csv,prior_wafer_file_component
test:92d5bc3dc4acacfd21ea,test,4219773452,B,prior/CMP-training-014.csv,prior_wafer_file_component
test:0f41500385df440ddaff,test,4221773734,B,prior/CMP-training-014.csv,prior_wafer_file_component
test:b702026c6754db968c8d,test,4223773496,A,prior/CMP-training-062.csv,prior_wafer_file_component
test:b40ffe65c6be5f20ce63,test,4225773652,B,prior/CMP-training-062.csv,prior_wafer_file_component
test:d9c8e6365c07341aacd1,test,4225773718,B,prior/CMP-training-062.csv,prior_wafer_file_component
test:b25c707ca691d6becb3f,test,4225773746,B,prior/CMP-training-062.csv,prior_wafer_file_component
test:c7164626a9416c999b38,test,4227773662,A,prior/CMP-training-058.csv,prior_wafer_file_component
test:e441cea6e33ad005e714,test,4229773718,B,prior/CMP-training-053.csv,prior_wafer_file_component
validation:f6adb18289bfa8d6e03d,validation,-4230160606,B,prior/CMP-training-018.csv,prior_wafer_file_component
validation:02e436eb18826107a8a1,validation,-4230160594,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:828c5c6d5d8c61cb58e1,validation,-4230160432,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:d7ab3019b08390a6cfca,validation,-4230160404,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:907edd6bb2a530b4371e,validation,-4230160404,B,prior/CMP-training-014.csv,prior_wafer_file_component
validation:e43846f3cc235cde6504,validation,-4228160698,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:d11f8b621634b39d02a1,validation,-4228160694,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:6e95618ca6713de474ae,validation,-4228160608,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:ba895590c5a78614f6a7,validation,-4226160408,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:53eaf315e45adf6673c7,validation,-4224160702,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:0f2389aeacbed3fd27d0,validation,-4224160686,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:c7f662c7c936793211ac,validation,-4224160654,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:7f13d3d324bd319b21a9,validation,-4224160646,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:0262aad6c4f544577e9c,validation,-4222160420,B,prior/CMP-training-014.csv,prior_wafer_file_component
validation:29630c13e9d79659d087,validation,-4220160592,B,prior/CMP-training-018.csv,prior_wafer_file_component
validation:c70ea23d535b980e7fa1,validation,-4220160588,B,prior/CMP-training-018.csv,prior_wafer_file_component
validation:a746eb4532a8496fa3fc,validation,-4220160584,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:89e49c9c38aeafb547bb,validation,-4216160666,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:d8813bb6461346f138c5,validation,-4216160662,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:4dabe82281322dd9ae8d,validation,-4216160654,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:92bdd2e8a69face6d0b7,validation,-4216160646,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:8b63ee00a3ba96590b65,validation,-4141512128,B,prior/CMP-training-014.csv,prior_wafer_file_component
validation:e2982b1b4c3f002e6329,validation,-4141512100,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:7f6a8a463044f8bedd3d,validation,-4113511822,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:43e629248987f68e519e,validation,-4113511804,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:a83de54d465f5cb81ccb,validation,-4113511800,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:bbab8b2708d9ab5a6aee,validation,-4113511784,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:2b4a29e6a9f1acebd6f1,validation,-4113511764,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:802f16589942a04dafa8,validation,-4113511760,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:c188a41b25b300b96a7a,validation,-4111512054,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:aad8247e4605a919c1f5,validation,-4045511832,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:da9391e19520cc1fad36,validation,-4045511828,B,prior/CMP-training-087.csv,prior_wafer_file_component
validation:9420a085cea3ab285dc0,validation,-4043511780,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:536f130ec00fab4f3d2c,validation,-4039511788,B,prior/CMP-training-134.csv,prior_wafer_file_component
validation:a66d78e43ba3b6529ffb,validation,-4037511816,B,prior/CMP-training-087.csv,prior_wafer_file_component
validation:e9cd4c7d0abe2a473fda,validation,-4035511610,B,prior/CMP-training-115.csv,prior_wafer_file_component
validation:64e74184f90135c6bfea,validation,-4033511524,B,prior/CMP-training-115.csv,prior_wafer_file_component
validation:8fe8f81adbe918ae385b,validation,-4025511562,B,prior/CMP-training-047.csv,prior_wafer_file_component
validation:a44fc31948d2e2d835b2,validation,-4025511554,B,prior/CMP-training-047.csv,prior_wafer_file_component
validation:8855d674c5b6858c6318,validation,-4025511492,A,prior/CMP-training-053.csv,prior_wafer_file_component
validation:6638a17cc405df12960e,validation,-4019511786,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:6fea2ad58175b6cfd403,validation,-2701400556,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:0129d2eb11ab1b2e5856,validation,-2697400572,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:babbe8dd2e16a36567ca,validation,-2697400556,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:5bb885b9f74a9308eb4a,validation,-2697400354,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:5e2cd51318771fb8e12a,validation,-2579249780,A,prior/CMP-training-018.csv,prior_wafer_file_component
validation:8249ff20fcd08f77241f,validation,-2569250018,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:534259c723397a8caf3f,validation,-2143929776,B,prior/CMP-training-053.csv,prior_wafer_file_component
validation:2b04327a29d757ea64cf,validation,-2143929698,B,prior/CMP-training-047.csv,prior_wafer_file_component
validation:19ee154edb10a2b6819a,validation,-2139929768,A,prior/CMP-training-062.csv,prior_wafer_file_component
validation:ae428e5c9107ba6ff91d,validation,-2137929706,A,prior/CMP-training-053.csv,prior_wafer_file_component
validation:2916179f75a3796da4ba,validation,-2135929460,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:6758e51e89153b262410,validation,-2135929456,B,prior/CMP-training-014.csv,prior_wafer_file_component
validation:a22d1e56ab82e3536b9b,validation,-2129929488,B,prior/CMP-training-014.csv,prior_wafer_file_component
validation:e4808c5e6d9542c893dd,validation,-2129929484,B,prior/CMP-training-014.csv,prior_wafer_file_component
validation:4507b20bb310dae1f23d,validation,-2129929480,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:369cae0991b42cd5e6a3,validation,-2039929184,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:37908ee4b8dcf169a152,validation,-1696100360,B,prior/CMP-training-172.csv,prior_wafer_file_component
validation:1e3fd5ac2f2b0dbcdebe,validation,-903170206,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:18fa3ca71ca5da5cc439,validation,-903170194,B,prior/CMP-training-014.csv,prior_wafer_file_component
validation:ab5977be44b14be347b6,validation,-899170186,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:37bd4ace14c08990a90b,validation,-899170168,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:5ecc3ce82801dcac57b8,validation,-879170258,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:7aa89aebb773006f362f,validation,-879170092,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:68b5295850302db92b11,validation,-879170068,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:446bbd30f2fe62b994bb,validation,-877170358,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:6499c18f61a0d2643d1c,validation,-877170346,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:156af913d16fab3692d6,validation,-877170342,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:fe7b9a4c29924993cbd4,validation,-877170334,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:b0f5eac61b4eba1ed5c2,validation,-877170334,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:f3f7d49ebe0da7b3a471,validation,-877170330,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:1b9b48a958775a189740,validation,-877170326,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:a654b953ed1796c42099,validation,-877170252,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:d5b120fefe220d7d0e79,validation,-875170112,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:4a91e288bfc11ebeeb16,validation,-873170362,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:5895b9ac714fca1adb1c,validation,-873170358,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:1055c747aa857138a7f8,validation,-873170314,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:562f9ee692a8e126bf12,validation,-873170310,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:427b39fb5855c16f4469,validation,29494120,A,prior/CMP-training-172.csv,prior_wafer_file_component
validation:463d1eb4e139c3b3c264,validation,33494116,B,prior/CMP-training-172.csv,prior_wafer_file_component
validation:c1ffcf512c2721588049,validation,37494382,A,prior/CMP-training-167.csv,prior_wafer_file_component
validation:417dd6b94cefe83b7bdb,validation,37494424,B,prior/CMP-training-175.csv,prior_wafer_file_component
validation:5b64920cf37dcbe74188,validation,37494448,B,prior/CMP-training-172.csv,prior_wafer_file_component
validation:084a5c4626af3b9e5379,validation,41494394,B,prior/CMP-training-175.csv,prior_wafer_file_component
validation:c087f61be351b24fe5c0,validation,43494150,A,prior/CMP-training-172.csv,prior_wafer_file_component
validation:f27411a15810d6a4859d,validation,43494162,A,prior/CMP-training-172.csv,prior_wafer_file_component
validation:1a2b520b9e2f31384aad,validation,43494166,B,prior/CMP-training-172.csv,prior_wafer_file_component
validation:36840234905ac67d771a,validation,43494388,A,prior/CMP-training-172.csv,prior_wafer_file_component
validation:30aeaa2ab47dd38f022d,validation,319446592,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:cd2775c4c9da5fe4ac7a,validation,319446596,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:3ae8dc6e0ee7b31b4f01,validation,319446636,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:b4b2965cd7982ab737f6,validation,325446898,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:2c9cbcfd353c44724211,validation,327446600,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:1372b7d79b8afe36e26f,validation,327446620,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:1fef6b02978ca981980c,validation,327446624,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:a240cca82d2b6dda5c71,validation,327446652,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:99e8dc828afc96b9142b,validation,329446716,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:4421d6595c8141559c7a,validation,331446648,A,prior/CMP-training-018.csv,prior_wafer_file_component
validation:e64b0d1e00a22f07ac51,validation,343446882,A,prior/CMP-training-062.csv,prior_wafer_file_component
validation:154e113213a736a9704e,validation,343446886,A,prior/CMP-training-062.csv,prior_wafer_file_component
validation:1a66a543e25029a9ef8e,validation,343446898,A,prior/CMP-training-062.csv,prior_wafer_file_component
validation:91c9d0f14458a0dc6978,validation,345446662,A,prior/CMP-training-062.csv,prior_wafer_file_component
validation:0f93315623764f80da6b,validation,345446702,A,prior/CMP-training-062.csv,prior_wafer_file_component
validation:619093e00139e5c419d2,validation,349446718,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:c87eb7ee7bf59cf80c4c,validation,349446904,A,prior/CMP-training-062.csv,prior_wafer_file_component
validation:0319d65c34229c36f0bf,validation,665222746,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:bb8506f99b2be1c022d1,validation,1272253470,B,prior/CMP-training-167.csv,prior_wafer_file_component
validation:e637eaf17409a0d1ef6e,validation,1276253680,A,prior/CMP-training-167.csv,prior_wafer_file_component
validation:4609f133f899a617eaac,validation,1286253642,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:d53747deaeef9bde3b82,validation,1286253704,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:dc302d2a4c9c5a46aa84,validation,1286253720,B,prior/CMP-training-134.csv,prior_wafer_file_component
validation:a3a2335b3f3283b1f7ae,validation,1286253736,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:01d6d1b1cb0923deb95f,validation,1286253740,B,prior/CMP-training-134.csv,prior_wafer_file_component
validation:8e7365ee0e106dbd7b6b,validation,1286253748,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:5a8a4450970feb9c5591,validation,1286253756,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:51d3603665fd6a50409f,validation,1288253454,B,prior/CMP-training-134.csv,prior_wafer_file_component
validation:675c849b3b4d974c69e3,validation,1288253644,B,prior/CMP-training-134.csv,prior_wafer_file_component
validation:7021513245762ad198b4,validation,1288253656,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:125ca3ce17dc586a1a6f,validation,1290253736,B,prior/CMP-training-134.csv,prior_wafer_file_component
validation:db385d1d038a0b0601e3,validation,1290253744,B,prior/CMP-training-134.csv,prior_wafer_file_component
validation:71c0c9da6f2f990a5dc5,validation,1292253538,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:47bcc6fad12f551e8abf,validation,1292253542,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:f7d0fe5dba7e99b7aafc,validation,1294253760,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:f26c7d05d5c0b5ef5aeb,validation,1294253768,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:88b034f69a1b4a932925,validation,1294253776,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:908c1a267a3bc772e104,validation,1294253784,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:7883f8972fba7640b3ef,validation,1296253546,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:a4bc10e51e7c44f987e7,validation,1296253620,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:acc2675bc2e53bc15596,validation,1300253620,B,prior/CMP-training-134.csv,prior_wafer_file_component
validation:5d0927247417f99064ab,validation,1302253820,A,prior/CMP-training-145.csv,prior_wafer_file_component
validation:0ce99f0000803b424d60,validation,1304253558,A,prior/CMP-training-145.csv,prior_wafer_file_component
validation:170594c27b51c79617de,validation,1308253530,B,prior/CMP-training-145.csv,prior_wafer_file_component
validation:ca561759f01fb42e84f2,validation,1314253612,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:b36b147167e1f97740ac,validation,1324253768,B,prior/CMP-training-134.csv,prior_wafer_file_component
validation:f8d8d270d0ed42af6f78,validation,1324253784,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:bf1890b77ee978a0533b,validation,1324253882,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:6889f99e5695e9096fdf,validation,1451738980,B,prior/CMP-training-134.csv,prior_wafer_file_component
validation:714530dc9c832560e443,validation,1462254138,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:dedb4777198ae9b97014,validation,1462254284,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:8004b45c1bd1363d5a62,validation,1462254296,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:7c1742de3cf425b6c6b2,validation,1462254328,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:b0d3ef9c9e344bcc85fa,validation,1471738976,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:fa6b8bff60de3f74039e,validation,1471739004,B,prior/CMP-training-071.csv,prior_wafer_file_component
validation:d26a988d0054e14e5711,validation,1477739050,B,prior/CMP-training-087.csv,prior_wafer_file_component
validation:21384e0165116f6fec67,validation,1477739232,B,prior/CMP-training-087.csv,prior_wafer_file_component
validation:b41516f4a304ab2cb584,validation,1477739236,B,prior/CMP-training-071.csv,prior_wafer_file_component
validation:ec24c7a0711ecff8dba3,validation,1480254042,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:2a9c1682cb0f5ce88863,validation,1480254050,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:2774c14ea7d9ef6357fa,validation,1480254070,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:9d98c99112e4c1134cc2,validation,1480254074,B,prior/CMP-training-115.csv,prior_wafer_file_component
validation:c25a3c262ea76ec2c848,validation,1482254300,B,prior/CMP-training-115.csv,prior_wafer_file_component
validation:53cccd11723b0296c4e7,validation,1482254312,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:55f120ba0155b01b455f,validation,1482254332,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:ecb8e723ecd4a113aae1,validation,1486254088,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:975da2bbb7f4527f8325,validation,1488254374,B,prior/CMP-training-115.csv,prior_wafer_file_component
validation:1be653b60406058ee0a7,validation,1488254390,B,prior/CMP-training-134.csv,prior_wafer_file_component
validation:4123b8dc6fbf691d4933,validation,1832206984,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:dc4d0a096f2707f91d88,validation,1834206762,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:c6621d2f3102fc9484e6,validation,1836206988,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:5a583d7fa4fb934158ef,validation,1836206996,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:72c28d4770343afe06fe,validation,1842206758,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:3b5506515ffdc1ff09c7,validation,1842206778,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:befb405f4b9f85c51c21,validation,1844207036,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:a90a2016b472b1dabddd,validation,1854206826,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:e5e1969aad7cff8cf52c,validation,1854206884,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:39d881fe7569244ac75f,validation,2056207364,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:3c94c766449ddded5501,validation,2056207578,A,prior/CMP-training-145.csv,prior_wafer_file_component
validation:84130991ae05cf6ad740,validation,2058207674,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:43369da54366df0b2730,validation,2064207416,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:53f500e24cd939767ca3,validation,2064207554,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:54e7e362a3557c5054f4,validation,2066207576,A,prior/CMP-training-166.csv,prior_wafer_file_component
validation:430c4da370be773a13d0,validation,2066207670,A,prior/CMP-training-167.csv,prior_wafer_file_component
validation:3347283468bfe7b6b5aa,validation,2068207428,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:4e35128e75788694b640,validation,2068207436,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:f081bea0c5746b773e4d,validation,2068207534,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:1801d05be037af25ea58,validation,2076207452,A,prior/CMP-training-167.csv,prior_wafer_file_component
validation:081a28258a26dc8cfa55,validation,2110498228,B,prior/CMP-training-115.csv,prior_wafer_file_component
validation:b9e7ef3b1e752deaec87,validation,2655292692,B,prior/CMP-training-172.csv,prior_wafer_file_component
validation:4372faa2c77824901e8a,validation,2655292696,B,prior/CMP-training-172.csv,prior_wafer_file_component
validation:75b9ca012c20e4ddf572,validation,2655292708,A,prior/CMP-training-172.csv,prior_wafer_file_component
validation:8c0e0b615a9384d71578,validation,2663292704,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:c60c5b2e0541c5af6410,validation,2663292732,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:61469f9e5983ebedec87,validation,2665292990,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:2d70e381b38e98e165b3,validation,2669292986,B,prior/CMP-training-166.csv,prior_wafer_file_component
validation:8b90ca0547f8adc5ee82,validation,2707293092,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:8001d7857afc0dfd936d,validation,2717292818,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:2c5a5f1434e0308a8091,validation,2717292830,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:3794ba4de120e6bd11bd,validation,2717292838,B,prior/CMP-training-000.csv,prior_wafer_file_component
validation:80c000eef032fbdce5cc,validation,2717292842,A,prior/CMP-training-000.csv,prior_wafer_file_component
validation:eba8e1a1fcd6068199f2,validation,2911013968,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:cdc5b28ac4e97f689816,validation,2911014062,B,prior/CMP-training-087.csv,prior_wafer_file_component
validation:7e0d27c03970817ba86d,validation,2913014246,B,prior/CMP-training-087.csv,prior_wafer_file_component
validation:7cb07b052c74c1021e85,validation,2913014250,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:545c55d9062d021945fb,validation,2917014056,B,prior/CMP-training-087.csv,prior_wafer_file_component
validation:70b770af61a500c4a4e2,validation,2917014210,B,prior/CMP-training-087.csv,prior_wafer_file_component
validation:0a35d36b70d005dfa1b7,validation,2917014214,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:3a8ce03dd4b74ac7730f,validation,2917014222,B,prior/CMP-training-087.csv,prior_wafer_file_component
validation:9b13a5dcf668764b5cde,validation,2917014238,B,prior/CMP-training-087.csv,prior_wafer_file_component
validation:266ee4b383cf6af7443e,validation,2917014262,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:0de65e5b9e8b799366f8,validation,2975014152,B,prior/CMP-training-115.csv,prior_wafer_file_component
validation:25f51871a80aada3a297,validation,2977014418,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:ae5adf50941b40d1759a,validation,2979014164,B,prior/CMP-training-115.csv,prior_wafer_file_component
validation:1c15914464b85b065a6c,validation,2979014172,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:157d35130df80b1e21e1,validation,2979014188,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:aca66e376f074b282ab9,validation,2981014376,B,prior/CMP-training-115.csv,prior_wafer_file_component
validation:5895ad7f0377289350c8,validation,2981014392,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:7e6df8b8d9d288bd8f9a,validation,2985014406,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:841db26f2f0d8f4e8ba0,validation,2999014224,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:7f6eb6e343f95ccb5454,validation,2999014228,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:6c7d463e171d944c3227,validation,2999014310,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:ac19f75758fbe34fdeb1,validation,2999014322,B,prior/CMP-training-115.csv,prior_wafer_file_component
validation:78c17506be7d8866fc6c,validation,3005014494,A,prior/CMP-training-115.csv,prior_wafer_file_component
validation:410fc273062c9f00d769,validation,3011014208,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:8f4c35e333ab8fd14f57,validation,3017014482,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:428b7bcf1b131357888c,validation,3017014490,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:4c65a7000abbb4b892bc,validation,3023014532,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:934997f00ccf47f5021b,validation,3023014544,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:7891f61a263eba8b1ae9,validation,3027014518,B,prior/CMP-training-087.csv,prior_wafer_file_component
validation:9d1a75c7f26925bb424b,validation,3027014526,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:7aae96eadd5a33d22aee,validation,3027014544,B,prior/CMP-training-087.csv,prior_wafer_file_component
validation:8bd83749b5952e5ef4fa,validation,3031014540,B,prior/CMP-training-087.csv,prior_wafer_file_component
validation:7825792d6c2528de0cc3,validation,3031014560,A,prior/CMP-training-087.csv,prior_wafer_file_component
validation:e44a901c02880db8eceb,validation,3033014314,B,prior/CMP-training-087.csv,prior_wafer_file_component
validation:9d188a1ef3c30df74559,validation,3621681194,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:d834311cd00e481f549e,validation,3621681356,B,prior/CMP-training-167.csv,prior_wafer_file_component
validation:cf65f2d0a6c75669b332,validation,3623681114,B,prior/CMP-training-134.csv,prior_wafer_file_component
validation:12e2c305863d1d5336fe,validation,3623681130,A,prior/CMP-training-166.csv,prior_wafer_file_component
validation:096a35eef06bf383d4ed,validation,3623681192,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:7ba3be776069bbcb52ce,validation,3625681206,B,prior/CMP-training-134.csv,prior_wafer_file_component
validation:552722de245bd5ef7f11,validation,3625681352,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:421a1014c185529c23d8,validation,3625681396,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:938a51a6e19bd8517c3e,validation,3627681094,A,prior/CMP-training-134.csv,prior_wafer_file_component
validation:55d722d83e64ffe1a34c,validation,3840719358,B,prior/CMP-training-018.csv,prior_wafer_file_component
validation:8f4e09fa8afeef1c699b,validation,4167773562,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:a5b68e0859a37fa02563,validation,4167773588,B,prior/CMP-training-071.csv,prior_wafer_file_component
validation:ab7fdb3487efe1742f28,validation,4169773342,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:4137d1cd0a597693179e,validation,4169773374,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:7c2b19459ed87e3d1b68,validation,4171773580,B,prior/CMP-training-071.csv,prior_wafer_file_component
validation:19e1e05ed73e4cf39502,validation,4171773584,B,prior/CMP-training-071.csv,prior_wafer_file_component
validation:77fa0001c60e2f817dbc,validation,4173773334,A,prior/CMP-training-062.csv,prior_wafer_file_component
