cohort,WAFER_ID,STAGE,sample_id,chamber_route,source_files,start_timestamp,end_timestamp,group_id,prior_wafer_overlap,prior_component_overlap,unseen_chamber,eligible,exclusion_reason
test,1270253732,B,test:c5b66d69b61732890b5c,4-5-6,test/CMP-test-169.csv,486823423.0,486823780.0,test/CMP-test-169.csv,False,False,False,True,
test,1276253688,B,test:8329b66a4539428ea9b3,4-5-6,test/CMP-test-171.csv,486871043.0,486871400.0,prior/CMP-training-167.csv,True,True,False,False,prior_wafer_file_component
test,1286253650,A,test:faf1c95c3394f52f4626,4-5-6,test/CMP-test-151.csv,486216908.0,486217265.0,prior/CMP-training-134.csv,True,True,False,False,prior_wafer_file_component
test,1286253716,B,test:218e61e220edeca369b5,4-5-6,test/CMP-test-153.csv,486277761.0,486278125.0,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1286253740,A,test:6d5333367928c4ad8e1c,4-5-6,test/CMP-test-152.csv,486241584.667,486241938.667,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1288253462,B,test:1474db5f8ce14385a655,4-5-6,test/CMP-test-152.csv,486250448.333,486250810.333,prior/CMP-training-134.csv,True,True,False,False,prior_wafer_file_component
test,1288253466,A,test:331d9793d708a7aa3637,4-5-6,test/CMP-test-151.csv,486222496.0,486222853.0,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1288253486,B,test:33eda84ec14b5650f80e,4-5-6,test/CMP-test-152.csv,486250251.333,486250618.333,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1288253502,B,test:604bb15b5002672e3f7d,4-5-6,test/CMP-test-152.csv,486250056.333,486250422.667,prior/CMP-training-134.csv,True,True,False,False,prior_wafer_file_component
test,1288253644,A,test:1b82765c0c2ed1d695a8,4-5-6,test/CMP-test-151.csv,486223246.0,486223603.0,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1288253660,B,test:68ff755423902f997896,4-5-6,test/CMP-test-152.csv,486250641.0,486251002.333,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1290253720,B,test:4f5a52943b1f7d6602bf,4-5-6,test/CMP-test-161.csv,486505918.333,486506281.0,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1292253510,A,test:e94b6136fa0a7879880f,4-5-6,test/CMP-test-153.csv,486288814.0,486289166.0,prior/CMP-training-134.csv,True,True,False,False,prior_wafer_file_component
test,1294253780,A,test:56fb7c2ebb23d1798c31,4-5-6,test/CMP-test-158.csv,486416062.333,486416404.333,test/CMP-test-158.csv,False,False,False,True,
test,1294253804,A,test:ee3b64d5846649b4bab5,4-5-6,test/CMP-test-158.csv,486420673.0,486421027.0,test/CMP-test-158.csv,False,False,False,True,
test,1296253542,B,test:d2ba0a012398f74e2ef8,4-5-6,test/CMP-test-159.csv,486444820.333,486445172.333,test/CMP-test-159.csv,False,False,False,True,
test,1300253506,A,test:a812097fd0b6f8d285dd,4-5-6,test/CMP-test-162.csv,486542166.667,486542530.667,prior/CMP-training-134.csv,True,True,False,False,prior_wafer_file_component
test,1304253506,A,test:5a758f5312120ce6feb9,4-5-6,test/CMP-test-145.csv,486047074.0,486047427.0,prior/CMP-training-145.csv,True,True,False,False,prior_wafer_file_component
test,1304253514,A,test:23c53ba93b2dcd87fb6c,4-5-6,test/CMP-test-146.csv,486075920.333,486076264.333,prior/CMP-training-145.csv,False,True,False,False,prior_wafer_file_component
test,1304253534,B,test:8118f93504fee43ffb59,4-5-6,test/CMP-test-146.csv,486083931.333,486084284.333,prior/CMP-training-145.csv,True,True,False,False,prior_wafer_file_component
test,1304253538,A,test:e551d8fe477b80d53719,4-5-6,test/CMP-test-144.csv,486029249.0,486029610.667,test/CMP-test-144.csv,False,False,False,True,
test,1306253808,A,test:03e7f5b08e74bd956037,4-5-6,test/CMP-test-147.csv,486093037.333,486093395.333,test/CMP-test-147.csv,False,False,False,True,
test,1306253820,A,test:0e0f50334904de2afe94,4-5-6,test/CMP-test-149.csv,486154103.333,486154444.667,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1308253530,A,test:202f0bfb0a59ec398820,4-5-6,test/CMP-test-145.csv,486047445.333,486047799.333,prior/CMP-training-145.csv,False,True,False,False,prior_wafer_file_component
test,1310253780,A,test:4ace9ed20a16bf707cc6,4-5-6,test/CMP-test-162.csv,486538738.667,486539096.667,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1312253572,A,test:f3deb55831105a6e4285,4-5-6,test/CMP-test-148.csv,486147943.667,486148312.0,test/CMP-test-148.csv,False,False,False,True,
test,1314253584,A,test:4f35a32ecc87443a91a9,4-5-6,test/CMP-test-150.csv,486201875.333,486202229.667,test/CMP-test-150.csv,False,False,False,True,
test,1314253600,A,test:5469b6eaedf49a9881c3,4-5-6,test/CMP-test-150.csv,486196189.333,486196529.667,test/CMP-test-150.csv,False,False,False,True,
test,1314253608,A,test:a8bca106fc812f8a95bd,4-5-6,test/CMP-test-151.csv,486209294.667,486209651.667,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1316253834,A,test:21e0c5e038553c7ac0ec,4-5-6,test/CMP-test-149.csv,486154355.0,486154690.667,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1316253842,A,test:1d730bbf35d21619651d,4-5-6,test/CMP-test-149.csv,486175788.0,486176125.0,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1318253568,B,test:7c2c2e80ce34715881e0,4-5-6,test/CMP-test-141.csv,485943021.0,485943385.0,test/CMP-test-141.csv,False,False,False,True,
test,1318253580,A,test:071b3b8cd6ab5748b4eb,4-5-6,test/CMP-test-138.csv,485848412.333,485848761.0,prior/CMP-training-134.csv,True,True,False,False,prior_wafer_file_component
test,1318253584,B,test:08a8c253614d8e1856bc,4-5-6,test/CMP-test-139.csv,485881961.667,485882321.667,prior/CMP-training-134.csv,True,True,False,False,prior_wafer_file_component
test,1318253596,A,test:8ff2efab701216506995,4-5-6,test/CMP-test-138.csv,485849854.0,485850209.0,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1318253810,A,test:293e647e9db79c39ddfd,4-5-6,test/CMP-test-138.csv,485840879.0,485841241.333,prior/CMP-training-134.csv,True,True,False,False,prior_wafer_file_component
test,1322253572,B,test:b6400998ff2f9a32c1ef,4-5-6,test/CMP-test-143.csv,485995678.333,485996031.333,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1324253858,A,test:6a187377a43f61eff20c,4-5-6,test/CMP-test-140.csv,485902077.667,485902435.667,prior/CMP-training-134.csv,True,True,False,False,prior_wafer_file_component
test,1324253882,B,test:5fd1ca55139b41c1e244,4-5-6,test/CMP-test-140.csv,485894603.667,485894956.333,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1330253600,B,test:afa2c9a9ad3f4ee15acb,4-5-6,test/CMP-test-146.csv,486080825.333,486081179.667,prior/CMP-training-145.csv,True,True,False,False,prior_wafer_file_component
test,1330253620,B,test:a519e6a3e58123065aa1,4-5-6,test/CMP-test-143.csv,485991360.333,485991715.333,prior/CMP-training-134.csv,True,True,False,False,prior_wafer_file_component
test,1332253858,A,test:03263d39b530bbeb06c0,4-5-6,test/CMP-test-142.csv,485971423.333,485971773.333,test/CMP-test-142.csv,False,False,False,True,
test,1462254276,B,test:afc0f73a332d719d5768,4-5-6,test/CMP-test-139.csv,485881773.667,485882134.667,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1462254280,B,test:7c970a876df0df3afab0,4-5-6,test/CMP-test-138.csv,485845129.0,485845489.333,prior/CMP-training-134.csv,True,True,False,False,prior_wafer_file_component
test,1462254284,B,test:fca308e1b18180a4be5e,4-5-6,test/CMP-test-139.csv,485876237.0,485876596.667,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1462254288,B,test:6d4645dd96df7115b9f0,4-5-6,test/CMP-test-139.csv,485876047.333,485876404.667,prior/CMP-training-134.csv,True,True,False,False,prior_wafer_file_component
test,1462254308,A,test:8685ea7325010b442187,4-5-6,test/CMP-test-138.csv,485840510.667,485840869.333,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,1471738960,B,test:d42f7b4333ccfa17c357,4-5-6,test/CMP-test-073.csv,483988919.667,483989286.667,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,1471739000,B,test:354ec906babadc913892,4-5-6,test/CMP-test-074.csv,483997310.333,483997670.333,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,1475739264,B,test:2baebc025e8f2813cb3c,4-5-6,test/CMP-test-092.csv,484520452.667,484520810.333,test/CMP-test-092.csv,False,False,False,True,
test,1475739272,A,test:e6b5f5fec3bc532fbff4,4-5-6,test/CMP-test-091.csv,484486708.667,484487067.667,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,1477739034,B,test:2d5eab22f00871a10ce5,4-5-6,test/CMP-test-089.csv,484433285.333,484434020.0,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,1477739236,A,test:c07f11a672e3a61d7fed,4-5-6,test/CMP-test-072.csv,483954259.333,483954619.667,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,1478254090,B,test:aaabe774eb25a3cf9023,4-5-6,test/CMP-test-127.csv,485519394.667,485519756.333,prior/CMP-training-115.csv,False,True,False,False,prior_wafer_file_component
test,1478254312,A,test:87b224a0bf40bdfc3143,4-5-6,test/CMP-test-128.csv,485572935.333,485573295.333,test/CMP-test-128.csv,False,False,False,True,
test,1478254316,B,test:968d1f274739646fe63d,4-5-6,test/CMP-test-127.csv,485527685.0,485528042.0,prior/CMP-training-115.csv,True,True,False,False,prior_wafer_file_component
test,1480254034,B,test:7b39c9c986e0dae854af,4-5-6,test/CMP-test-127.csv,485519200.0,485519563.333,prior/CMP-training-115.csv,True,True,False,False,prior_wafer_file_component
test,1480254046,B,test:c7d576fa29fcf2a16239,4-5-6,test/CMP-test-127.csv,485519778.333,485520137.333,prior/CMP-training-115.csv,False,True,False,False,prior_wafer_file_component
test,1480254078,A,test:a1b9f05c3ed75594b6ed,4-5-6,test/CMP-test-124.csv,485435092.333,485435451.333,prior/CMP-training-115.csv,True,True,False,False,prior_wafer_file_component
test,1480254096,B,test:6009535644195faa752e,4-5-6,test/CMP-test-127.csv,485539207.0,485539568.0,prior/CMP-training-115.csv,True,True,False,False,prior_wafer_file_component
test,1480254104,A,test:1231dfd2ab95c560959d,4-5-6,test/CMP-test-123.csv,485429230.0,485429585.0,prior/CMP-training-115.csv,False,True,False,False,prior_wafer_file_component
test,1482254316,A,test:1d12a3644ee42fa22bf5,4-5-6,test/CMP-test-131.csv,485656995.333,485657348.333,prior/CMP-training-115.csv,False,True,False,False,prior_wafer_file_component
test,1482254316,B,test:c93f52a49371ab7a15d6,4-5-6,test/CMP-test-133.csv,485700060.0,485700418.0,prior/CMP-training-115.csv,False,True,False,False,prior_wafer_file_component
test,1484254370,B,test:f28b782168f83aaac890,4-5-6,test/CMP-test-131.csv,485643904.333,485644268.0,prior/CMP-training-115.csv,True,True,False,False,prior_wafer_file_component
test,1486254084,A,test:854c6656bdbe1ea5f307,4-5-6,test/CMP-test-131.csv,485634039.667,485634394.667,prior/CMP-training-115.csv,True,True,False,False,prior_wafer_file_component
test,1486254116,B,test:c3d20b3083d52492281a,4-5-6,test/CMP-test-134.csv,485742607.333,485742959.0,test/CMP-test-134.csv,False,False,False,True,
test,1488254354,B,test:723f122c590418312dc5,4-5-6,test/CMP-test-130.csv,485629793.333,485630149.667,test/CMP-test-130.csv,False,False,False,True,
test,1490254096,B,test:0cafbb9b551f03b7704e,4-5-6,test/CMP-test-135.csv,485774897.0,485775255.0,test/CMP-test-135.csv,False,False,False,True,
test,1490254104,B,test:5d11ab5955e64a56e4c0,4-5-6,test/CMP-test-139.csv,485880827.333,485881186.667,prior/CMP-training-134.csv,True,True,False,False,prior_wafer_file_component
test,1490254132,A,test:fc9e64a691df4ee30646,4-5-6,test/CMP-test-134.csv,485742791.667,485743144.0,test/CMP-test-134.csv,False,False,False,True,
test,1490254136,B,test:8f6c49f29adefdd09de7,4-5-6,test/CMP-test-135.csv,485770262.0,485770608.0,test/CMP-test-135.csv,False,False,False,True,
test,1492254346,B,test:c5ad844a71bcab4b579b,4-5-6,test/CMP-test-140.csv,485894414.667,485894773.667,prior/CMP-training-134.csv,True,True,False,False,prior_wafer_file_component
test,1832206950,A,test:6d363ed96e0cd1115d3a,1-2-3,test/CMP-test-086.csv,484342221.0,484342513.0,test/CMP-test-086.csv,False,False,False,True,
test,1832206954,A,test:f8910a63916df3c7b17a,1-2-3,test/CMP-test-080.csv,484181580.333,484181880.333,test/CMP-test-080.csv,False,False,False,True,
test,1832207032,A,test:ba3ef0efb0b34bf9dde5,1-2-3,test/CMP-test-085.csv,484322084.667,484322374.667,test/CMP-test-085.csv,False,False,False,True,
test,1834206726,A,test:a4e7fa9affbe3a00cbb6,1-2-3,test/CMP-test-106.csv,484925343.667,484925623.667,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,1836207004,A,test:6f67e1c869c0b85c8399,1-2-3,test/CMP-test-078.csv,484133784.0,484134086.0,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,1838206738,A,test:2e8d813244edb1e527a8,1-2-3,test/CMP-test-080.csv,484165079.333,484165364.333,test/CMP-test-080.csv,False,False,False,True,
test,1838206774,A,test:fd188e5f4704b1e0841c,1-2-3,test/CMP-test-080.csv,484169530.0,484169821.667,test/CMP-test-080.csv,False,False,False,True,
test,1838206778,A,test:e6a3bb9b32221304d052,1-2-3,test/CMP-test-081.csv,484207333.333,484207626.333,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,1838206968,A,test:bb6409c12eab7fb9d361,1-2-3,test/CMP-test-079.csv,484158966.0,484159252.0,prior/CMP-training-071.csv,False,True,False,False,prior_wafer_file_component
test,1840206976,A,test:8d9d4087f403c8ba52a7,1-2-3,test/CMP-test-114.csv,485149857.333,485150146.667,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,1840206988,A,test:4c63e11d9a1c54354fd2,1-2-3,test/CMP-test-114.csv,485150005.333,485150289.667,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,1840206996,A,test:376a9d19ee18a166f98d,1-2-3,test/CMP-test-115.csv,485199653.0,485199946.0,test/CMP-test-115.csv,False,False,False,True,
test,1840207004,A,test:7455e49bd8d88154cf5c,1-2-3,test/CMP-test-114.csv,485150588.667,485150876.0,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,1840207024,A,test:fde3ef72dc00df83c6f0,1-2-3,test/CMP-test-115.csv,485177576.0,485177868.0,test/CMP-test-115.csv,False,False,False,True,
test,1840207032,A,test:ab96c5ed8e6752b4b9c8,1-2-3,test/CMP-test-117.csv,485235085.333,485235357.0,prior/CMP-training-115.csv,False,True,False,False,prior_wafer_file_component
test,1842206726,A,test:9cc763c6e0cf24ae7283,1-2-3,test/CMP-test-116.csv,485215336.667,485215635.667,test/CMP-test-116.csv,False,False,False,True,
test,1842206730,A,test:6125beb06b3dce20d11b,1-2-3,test/CMP-test-120.csv,485342614.667,485343066.333,test/CMP-test-120.csv,False,False,False,True,
test,1842206738,A,test:f7432a6dfb361851db0b,1-2-3,test/CMP-test-114.csv,485156121.333,485156408.333,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,1842206750,A,test:9185851b019744437e34,1-2-3,test/CMP-test-115.csv,485179793.0,485180084.0,test/CMP-test-115.csv,False,False,False,True,
test,1842206782,A,test:aab66d1bfd81d3b46c08,1-2-3,test/CMP-test-123.csv,485422159.0,485422449.0,prior/CMP-training-115.csv,False,True,False,False,prior_wafer_file_component
test,1842206960,A,test:59310817ce51b1b0812b,1-2-3,test/CMP-test-115.csv,485174682.0,485174969.0,test/CMP-test-115.csv,False,False,False,True,
test,1842206964,A,test:4785b70cae7a26a3d5dc,1-2-3,test/CMP-test-115.csv,485174832.667,485175114.0,test/CMP-test-115.csv,False,False,False,True,
test,1844206976,A,test:c35654decfe2bee7c65b,1-2-3,test/CMP-test-109.csv,485015893.333,485016179.667,test/CMP-test-109.csv,False,False,False,True,
test,1844207032,A,test:74b907b268ccb7821a99,1-2-3,test/CMP-test-109.csv,485016043.0,485016326.0,test/CMP-test-109.csv,False,False,False,True,
test,1846206734,A,test:f67e09a546b2486d7d97,1-2-3,test/CMP-test-114.csv,485149561.0,485149849.667,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,1846206770,A,test:94a1d213657002a7b66f,1-2-3,test/CMP-test-112.csv,485105869.333,485106155.333,test/CMP-test-112.csv,False,False,False,True,
test,1852206938,A,test:fa546080280c7c695670,1-2-3,test/CMP-test-120.csv,485337303.333,485337597.0,test/CMP-test-120.csv,False,False,False,True,
test,1852207000,A,test:d392252946e7fd3e1e2c,1-2-3,test/CMP-test-136.csv,485798780.0,485799077.0,test/CMP-test-136.csv,False,False,False,True,
test,1852207020,A,test:a90137dd4dd5ab726b9e,1-2-3,test/CMP-test-121.csv,485363482.333,485363766.333,prior/CMP-training-115.csv,False,True,False,False,prior_wafer_file_component
test,1854206904,A,test:921e4c621638d9799d22,1-2-3,test/CMP-test-126.csv,485514589.333,485514874.667,test/CMP-test-126.csv,False,False,False,True,
test,2056207554,A,test:94b7fea22f793547d5c9,1-2-3,test/CMP-test-146.csv,486070489.333,486070768.333,prior/CMP-training-145.csv,False,True,False,False,prior_wafer_file_component
test,2058207626,A,test:d214eb6be3669f6bd966,1-2-3,test/CMP-test-157.csv,486403240.333,486403515.333,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,2058207650,A,test:f2417c37f10643b16263,1-2-3,test/CMP-test-154.csv,486304677.667,486304963.333,test/CMP-test-154.csv,False,False,False,True,
test,2058207654,A,test:ab351a037579888cc0bf,1-2-3,test/CMP-test-161.csv,486497810.333,486498102.333,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,2062207650,A,test:29de9414f464e665a9af,1-2-3,test/CMP-test-135.csv,485748198.333,485748481.0,test/CMP-test-135.csv,False,False,False,True,
test,2062207670,A,test:6c7f0c9909ba2c2e2009,1-2-3,test/CMP-test-135.csv,485749858.0,485750146.0,test/CMP-test-135.csv,False,False,False,True,
test,2064207400,A,test:edbffb937320b857e268,1-2-3,test/CMP-test-165.csv,486627710.667,486627995.333,test/CMP-test-165.csv,False,False,False,True,
test,2064207408,A,test:fb69f94208b10546808a,1-2-3,test/CMP-test-164.csv,486588926.0,486590930.0,test/CMP-test-164.csv,False,False,False,True,
test,2066207568,A,test:47a3e79635c9b86cd0a6,1-2-3,test/CMP-test-167.csv,486758258.667,486758559.333,test/CMP-test-167.csv,False,False,False,True,
test,2066207580,A,test:b58aca40c4be64525f50,1-2-3,test/CMP-test-166.csv,486730801.0,486731092.0,prior/CMP-training-167.csv,False,True,False,False,prior_wafer_file_component
test,2066207650,A,test:fcf8f7301331d5969810,1-2-3,test/CMP-test-167.csv,486763955.667,486764242.667,test/CMP-test-167.csv,False,False,False,True,
test,2070207536,A,test:78e42d6f2efdb2d2b12f,1-2-3,test/CMP-test-160.csv,486483283.333,486483576.333,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,2070207710,A,test:052e8cbcfa393534872c,1-2-3,test/CMP-test-162.csv,486525820.333,486526106.0,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,2070207722,A,test:12c2bb31a649383137b5,1-2-3,test/CMP-test-162.csv,486526114.0,486526393.333,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,2076207432,A,test:74f92b58edc8282f1821,1-2-3,test/CMP-test-173.csv,486954848.333,486955131.333,prior/CMP-training-175.csv,False,True,False,False,prior_wafer_file_component
test,2076207440,A,test:1a519042fce6b0129604,1-2-3,test/CMP-test-169.csv,486827477.0,486827762.0,test/CMP-test-169.csv,False,False,False,True,
test,2110498176,B,test:ea962e2a6ec5427b3180,4-5-6,test/CMP-test-114.csv,485162140.0,485162503.0,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,2110498180,B,test:6f54f17396c3b58da22a,4-5-6,test/CMP-test-114.csv,485165266.0,485165629.0,prior/CMP-training-087.csv,True,True,False,False,prior_wafer_file_component
test,2110498188,B,test:8a2687b9578a93f52b6a,4-5-6,test/CMP-test-112.csv,485102192.333,485102542.333,test/CMP-test-112.csv,False,False,False,True,
test,2114498126,A,test:0d2395e2fd89ad36cc56,4-5-6,test/CMP-test-067.csv,483769717.0,483770076.0,prior/CMP-training-062.csv,False,True,False,False,prior_wafer_file_component
test,2655292672,B,test:2c30c0c0f98d9b0bfd36,4-5-6,test/CMP-test-177.csv,487063857.667,487064220.0,prior/CMP-training-172.csv,False,True,False,False,prior_wafer_file_component
test,2655292906,B,test:e9287cf9f639d0cb745c,4-5-6,test/CMP-test-172.csv,486917077.667,486917433.667,prior/CMP-training-172.csv,False,True,False,False,prior_wafer_file_component
test,2657292908,B,test:4c42e43dc99dab69afca,4-5-6,test/CMP-test-180.csv,487146474.0,487146834.667,prior/CMP-training-172.csv,False,True,False,False,prior_wafer_file_component
test,2657292958,A,test:95bdfe79a0a74518e760,4-5-6,test/CMP-test-179.csv,487124951.667,487125309.667,prior/CMP-training-172.csv,False,True,False,False,prior_wafer_file_component
test,2663292922,A,test:f34c11dc4ac05d740639,4-5-6,test/CMP-test-100.csv,484753940.0,484754297.0,prior/CMP-training-087.csv,True,True,False,False,prior_wafer_file_component
test,2665292938,A,test:9b835bb633719d0ca1d2,4-5-6,test/CMP-test-123.csv,485429041.333,485429397.333,prior/CMP-training-115.csv,False,True,False,False,prior_wafer_file_component
test,2667292724,B,test:ad7e6f6a84d54fe4416e,4-5-6,test/CMP-test-143.csv,485990987.333,485991344.333,prior/CMP-training-134.csv,False,True,False,False,prior_wafer_file_component
test,2703293050,B,test:ee67c692bd49fcbd2f9e,4-5-6,test/CMP-test-012.csv,481992647.667,481993025.667,prior/CMP-training-000.csv,True,True,False,False,prior_wafer_file_component
test,2703293084,B,test:3b3c6867e8b5a8aa8b3f,4-5-6,test/CMP-test-016.csv,482153436.0,482153821.0,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,2705292850,A,test:4b8e0e083de2f306c108,4-5-6,test/CMP-test-043.csv,482927953.667,482928319.667,prior/CMP-training-014.csv,False,True,False,False,prior_wafer_file_component
test,2707293092,B,test:1b750f8c6190dfd1d423,4-5-6,test/CMP-test-095.csv,484602750.333,484603106.667,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,2717292826,A,test:9c8542ee17a36e4ca58c,4-5-6,test/CMP-test-009.csv,481906651.333,481907017.333,prior/CMP-training-000.csv,False,True,False,False,prior_wafer_file_component
test,2717292830,A,test:91003ef42cf4738a805e,4-5-6,test/CMP-test-009.csv,481906847.333,481907213.333,prior/CMP-training-000.csv,False,True,False,False,prior_wafer_file_component
test,2717292846,A,test:dbc47b7b914266a55982,4-5-6,test/CMP-test-006.csv,481807534.0,481807894.333,test/CMP-test-006.csv,False,False,False,True,
test,2717292862,B,test:51e4ac2b53d02ee262c9,4-5-6,test/CMP-test-009.csv,481896804.667,481897170.333,prior/CMP-training-000.csv,True,True,False,False,prior_wafer_file_component
test,2911013996,B,test:f1e6f363916627d7a3c3,4-5-6,test/CMP-test-092.csv;test/CMP-test-093.csv,484538254.0,484538611.0,test/CMP-test-092.csv,False,False,False,True,
test,2911014058,A,test:668cdc478652f2279828,4-5-6,test/CMP-test-090.csv,484454219.0,484454581.0,test/CMP-test-090.csv,False,False,False,True,
test,2913014210,B,test:cae6353f8ec36c6e31d8,4-5-6,test/CMP-test-092.csv,484537877.0,484538234.0,test/CMP-test-092.csv,False,False,False,True,
test,2915013996,B,test:34208ebb2733b1b0284c,4-5-6,test/CMP-test-091.csv,484485758.333,484486130.667,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,2917014214,B,test:b2c92099d6dd8787ed9d,4-5-6,test/CMP-test-091.csv,484485956.667,484486309.667,prior/CMP-training-087.csv,False,True,False,False,prior_wafer_file_component
test,2921014270,B,test:5b62cb6062cfc089a043,4-5-6,test/CMP-test-089.csv,484449031.333,484449397.0,prior/CMP-training-087.csv,True,True,False,False,prior_wafer_file_component
test,2925014266,A,test:515dc65b92ddc1fcd0a3,4-5-6,test/CMP-test-087.csv;test/CMP-test-088.csv,484373479.333,484402824.667,test/CMP-test-087.csv,False,False,False,True,
test,2939014254,B,test:b132fd519f7548da10fb,4-5-6,test/CMP-test-094.csv,484567998.667,484568354.667,test/CMP-test-094.csv,False,False,False,True,
test,2939014258,B,test:830f9c6f1adcdb7fd3bb,4-5-6,test/CMP-test-094.csv,484586984.0,484587347.667,test/CMP-test-094.csv,False,False,False,True,
test,2941014022,B,test:a9eced970ea76a980401,4-5-6,test/CMP-test-094.csv,484568188.667,484568548.667,test/CMP-test-094.csv,False,False,False,True,
test,2941014026,A,test:1becc7108ca0a195d64a,4-5-6,test/CMP-test-092.csv,484520091.333,484520439.333,test/CMP-test-092.csv,False,False,False,True,
test,2941014030,B,test:35f8c935184e3a44fd5a,4-5-6,test/CMP-test-094.csv,484588125.0,484588485.333,test/CMP-test-094.csv,False,False,False,True,
test,2941014074,B,test:2c85b09b93f1ce1cb955,4-5-6,test/CMP-test-094.csv,484579937.0,484580303.0,test/CMP-test-094.csv,False,False,False,True,
test,2975014156,B,test:71e792b4ecd29675ab98,4-5-6,test/CMP-test-120.csv,485344173.0,485344542.333,test/CMP-test-120.csv,False,False,False,True,
test,2975014164,B,test:340989de55d989058a09,4-5-6,test/CMP-test-121.csv,485357277.667,485357646.333,prior/CMP-training-115.csv,False,True,False,False,prior_wafer_file_component
test,2975014172,B,test:9ec397dcd02c321971fb,4-5-6,test/CMP-test-125.csv,485479614.333,485479987.0,prior/CMP-training-115.csv,True,True,False,False,prior_wafer_file_component
test,2975014176,A,test:4f91f011d6c4a66581bf,4-5-6,test/CMP-test-119.csv,485296515.667,485296870.333,test/CMP-test-119.csv,False,False,False,True,
test,2975014184,B,test:501a01e44826e057d8af,4-5-6,test/CMP-test-122.csv,485384601.667,485384967.0,prior/CMP-training-115.csv,True,True,False,False,prior_wafer_file_component
test,2975014394,B,test:6382d03d85cb6f9225c4,4-5-6,test/CMP-test-121.csv,485357673.333,485358037.333,prior/CMP-training-115.csv,False,True,False,False,prior_wafer_file_component
test,2979014156,B,test:b2ccf2c9e3caa262b15a,4-5-6,test/CMP-test-120.csv,485329190.667,485329553.667,test/CMP-test-120.csv,False,False,False,True,
test,2979014374,B,test:705a622305ff67e6155a,4-5-6,test/CMP-test-120.csv,485328204.667,485328572.667,test/CMP-test-120.csv,False,False,False,True,
test,2981014376,A,test:eb04f2491a820b6eab04,4-5-6,test/CMP-test-117.csv,485231371.0,485231727.333,prior/CMP-training-115.csv,False,True,False,False,prior_wafer_file_component
test,2981014422,B,test:63722e4aea1193f8f1fa,4-5-6,test/CMP-test-122.csv,485384415.667,485384774.0,prior/CMP-training-115.csv,True,True,False,False,prior_wafer_file_component
test,2981014426,B,test:12bc66546fcc2c53ca8b,4-5-6,test/CMP-test-121.csv,485359828.333,485360195.333,prior/CMP-training-115.csv,True,True,False,False,prior_wafer_file_component
test,2985014384,B,test:4ff22cd563e8a3f3f164,4-5-6,test/CMP-test-118.csv,485262133.0,485262493.0,prior/CMP-training-115.csv,True,True,False,False,prior_wafer_file_component
