sample_id,WAFER_ID,STAGE,condition,group_id,start,end,excluded_extreme
4abc8298bb50038dc92b,-877170264,A,Cond1,CMP-training-000.csv,481911987.0,481912357.0,False
3b3a53146ff566af5f7f,-877170264,B,Cond2,CMP-training-000.csv,481967241.667,481967603.667,False
8754fc601ed76c81ca24,-877170260,A,Cond1,CMP-training-000.csv,481922313.333,481922686.0,False
e561bd23db390378bee2,-875170112,B,Cond2,CMP-training-000.csv,481695683.667,481696073.667,False
1ac8326c8db4c91be72f,-875170052,B,Cond2,CMP-training-000.csv,481661840.667,481662216.667,False
d431b83c68b38d11a665,-873170366,A,Cond1,CMP-training-000.csv,481696300.333,481696674.667,False
aede433804b64a18412d,-873170366,B,Cond2,CMP-training-000.csv,481736799.667,481737181.333,False
f5f6fdd193983f3f8ecf,-873170362,B,Cond2,CMP-training-000.csv,481749057.0,481749441.333,False
35be7ae96caebd3f8300,-873170354,A,Cond1,CMP-training-000.csv,481693483.667,481694708.333,False
f2e5d88ece8b3eedfce3,-873170354,B,Cond2,CMP-training-000.csv,481733650.333,481734024.667,False
b718604e2c640dea31a4,-873170346,A,Cond1,CMP-training-000.csv,481697003.667,481697374.667,False
63ba871fc9fe944f0869,-873170342,B,Cond2,CMP-training-000.csv,481697820.667,481698202.667,False
dc69701edc52194df999,-873170338,A,Cond1,CMP-training-000.csv,481709562.333,481709937.0,False
7ee82e5bf278b2c022c4,-873170334,A,Cond1,CMP-training-000.csv,481750194.0,481750556.0,False
5156ea8b50ec183daa62,-873170318,A,Cond1,CMP-training-000.csv,481698806.333,481699167.667,False
849539601ba6b19ebefe,-873170318,B,Cond2,CMP-training-000.csv,481733852.0,481734222.333,False
6c9290b08f3a0c0527d9,-873170306,A,Cond1,CMP-training-000.csv,481734707.333,481735077.333,False
9cee72fb44a3445f1d9a,-873170306,B,Cond2,CMP-training-000.csv,481757543.333,481757916.333,False
331848a62a8fa856e1d5,-873170272,A,Cond1,CMP-training-000.csv,481662779.667,481663145.333,False
8ba6778e1c3d41bb7abe,-873170272,B,Cond2,CMP-training-000.csv,481695903.333,481696285.333,False
f78ed3d20c9b90c5f940,-873170256,B,Cond2,CMP-training-000.csv,481677098.667,481677483.333,False
98ced23d7983859e0643,-873170248,A,Cond1,CMP-training-000.csv,481656757.667,481657131.333,False
b5a56f1b24b1ffe1b9c3,-873170248,B,Cond2,CMP-training-000.csv,481698033.333,481698411.667,False
b5b29876bfdd19f50eaa,-873170244,B,Cond2,CMP-training-000.csv,481707128.667,481707521.333,False
a19f5296b00f5e9e5790,29494096,A,Cond1,CMP-training-172.csv,487104991.333,487105349.333,False
d5c578b6a876bab44f50,29494096,B,Cond2,CMP-training-172.csv,487163445.667,487163799.667,False
bca21197efa01107f8e6,29494108,A,Cond1,CMP-training-172.csv,487091457.333,487091810.333,False
83c6242d2df88f297292,29494108,B,Cond2,CMP-training-172.csv,487140601.667,487140955.667,False
fc7619eda3203e2c8268,29494116,A,Cond1,CMP-training-172.csv,487105180.333,487105536.333,False
c8333b982d903608eca0,29494116,B,Cond2,CMP-training-172.csv,487146664.0,487147023.667,False
7ce6b784155ee595c853,29494128,B,Cond2,CMP-training-172.csv,487163258.0,487163614.0,False
54c09a4995be208bf201,29494136,A,Cond1,CMP-training-172.csv,487109957.667,487110315.667,False
b84d284eff85ab45d45b,29494136,B,Cond2,CMP-training-172.csv,487160817.0,487161176.0,False
7bf3c07686d4ffa04fc0,29494140,B,Cond2,CMP-training-172.csv,487184757.667,487185114.0,False
178a1c002da8d158274d,29494154,A,Cond1,CMP-training-182.csv,487208330.333,487208678.333,False
b83fd1ebc6cb05ea1ba2,29494154,B,Cond2,CMP-training-182.csv,487267659.333,487268023.333,False
a272110237de0f485905,29494162,A,Cond1,CMP-training-172.csv,487140242.667,487140579.667,False
d85a92240aeb0a22834c,29494170,A,Cond1,CMP-training-172.csv,487110334.667,487110691.667,False
a535eb6c49e22f76e75e,29494170,B,Cond2,CMP-training-172.csv,487178587.0,487178948.0,False
d3619771da7ce9ac734a,31494168,A,Cond1,CMP-training-182.csv,487209991.333,487210346.333,False
e0015240e4f54175ce77,31494172,B,Cond2,CMP-training-182.csv,487204216.333,487204589.333,False
70cf604ff6082b6aa894,31494350,A,Cond1,CMP-training-182.csv,487266228.333,487267066.333,False
4aca41df79afcd61ba2d,31494354,A,Cond1,CMP-training-183.csv,487216235.333,487216592.333,False
4d2b4d2471bcdf76ef16,31494362,A,Cond1,CMP-training-182.csv,487210364.333,487210720.333,False
b9234b78b40af45efcd3,31494370,A,Cond1,CMP-training-182.csv,487210176.333,487210533.333,False
cdd9dabf076957def2dc,31494374,A,Cond1,CMP-training-182.csv,487209615.333,487209975.333,False
9a4f6dd6f48e408fe5da,31494378,A,Cond1,CMP-training-182.csv,487210552.667,487210905.667,False
265a6e28d72126817e94,33494116,A,Cond1,CMP-training-182.csv,487213855.333,487214213.333,False
7c0f8fa7d25069cce2f4,33494120,A,Cond1,CMP-training-183.csv,487218948.333,487219292.333,False
f206532a18f65c339340,33494136,A,Cond1,CMP-training-182.csv,487263483.333,487264169.333,False
861f156ee6accea60cc5,33494140,B,Cond2,CMP-training-182.csv,487267851.333,487268210.333,False
78050b35d90ded2eb711,33494166,A,Cond1,CMP-training-182.csv,487263292.0,487263653.333,False
4453ac0b391bb2a19a3f,35494162,A,Cond1,CMP-training-182.csv,487266405.333,487267164.667,False
acd990997a27f4366f07,35494392,A,Cond1,CMP-training-182.csv,487263665.333,487264269.333,False
44aabafc8229235e609c,37494370,B,Cond2,CMP-training-172.csv,487020672.0,487021029.0,False
c876e7b629376036a637,37494378,B,Cond2,CMP-training-172.csv,486964081.0,486964442.0,False
00c5947959dc851f78a8,37494386,A,Cond1,CMP-training-172.csv,486913466.0,486913823.667,False
026071fc4e76d9c91c7e,37494386,B,Cond2,CMP-training-172.csv,486964275.0,486964632.333,False
2a3756ecf573ca5fb122,37494400,B,Cond2,CMP-training-172.csv,486961880.333,486962236.333,False
39bc3416eb7ca8ed7e20,37494408,A,Cond1,CMP-training-172.csv,486915311.0,486915670.0,False
b426a521f8ee659c4136,37494416,B,Cond2,CMP-training-172.csv,487028859.333,487029215.333,False
fa25977b66243f6cfab1,37494420,A,Cond1,CMP-training-172.csv,486944770.333,486945130.333,False
c9fbd843b58d5b0ac58e,37494420,B,Cond2,CMP-training-172.csv,487020480.0,487020839.0,False
9936e85984772008ce7e,37494428,A,Cond1,CMP-training-172.csv,486913655.0,486914004.667,False
2cc94b2b7728541f8861,37494428,B,Cond2,CMP-training-172.csv,486958683.333,486959038.333,False
df196a7fe3ca0e4d5ed0,37494432,A,Cond1,CMP-training-172.csv,486936181.333,486936540.333,False
8a817b046c8dc3fd2577,37494444,A,Cond1,CMP-training-172.csv,486957141.333,486957501.333,False
c4a259a72b484c35e21f,37494444,B,Cond2,CMP-training-172.csv,487045335.333,487045693.333,False
61b96069cda3fc5d7af1,39494146,B,Cond2,CMP-training-172.csv,487044341.333,487044924.333,False
816be3b5d33120eb01b8,39494162,A,Cond1,CMP-training-172.csv,486971146.0,486971498.0,False
231fa13466e8969f19db,39494162,B,Cond2,CMP-training-172.csv,487042082.0,487042441.333,False
db0c15a9ac20f98ef0b4,39494170,A,Cond1,CMP-training-172.csv,486972030.0,486972384.0,False
c8d0eb2d8197750d2791,39494170,B,Cond2,CMP-training-172.csv,487046472.333,487046837.333,False
b5b2aa67bd8624ac5c2d,39494174,B,Cond2,CMP-training-172.csv,487044779.333,487045143.333,False
a82b217d71ade5180a5f,39494182,B,Cond2,CMP-training-172.csv,487044964.333,487045314.333,False
1f7bcb13f2e5195766b5,39494368,A,Cond1,CMP-training-172.csv,486938661.333,486939017.333,False
9fcdfd7c7f13ac41b641,39494376,A,Cond1,CMP-training-172.csv,486944962.333,486945320.333,False
77bcbcf9c247415a6cef,39494376,B,Cond2,CMP-training-172.csv,487029048.0,487029404.333,False
f8cc4809884e6953b099,39494380,A,Cond1,CMP-training-172.csv,486942084.333,486942439.333,False
35ea65b2794aeaa50a50,39494388,A,Cond1,CMP-training-172.csv,486938470.333,486938829.333,False
a5e299d9e5dfcafb19a2,41494386,B,Cond2,CMP-training-172.csv,487084453.333,487085997.333,False
7bbdfd3b5e1ff3695dcb,41494394,A,Cond1,CMP-training-175.csv,486995597.667,486995957.333,False
cfd347275ff40c458e05,41494398,B,Cond2,CMP-training-172.csv,487045145.333,487045503.333,False
c43eee9c1513300c7df1,41494428,A,Cond1,CMP-training-172.csv,487027684.333,487028036.667,False
64e55696aaaf10847115,41494444,B,Cond2,CMP-training-172.csv,487167961.667,487168317.0,False
0e8a849bf0a9d9e92688,41494452,A,Cond1,CMP-training-172.csv,487062756.667,487063117.333,False
becf7091bf2cfa7a5ec4,41494452,B,Cond2,CMP-training-172.csv,487161006.0,487161360.667,False
2eab6eb436c3e259dd8d,41494456,B,Cond2,CMP-training-172.csv,487140412.0,487140770.667,False
18c814cfb1f440d688f4,43494150,B,Cond2,CMP-training-172.csv,487113479.667,487113832.667,False
42c6318158bf05f3bc60,43494158,B,Cond2,CMP-training-172.csv,487147043.667,487147396.667,False
ac0edad43c4f807fa602,43494166,A,Cond1,CMP-training-172.csv,487082494.333,487082852.333,False
98e7a3a7a7e17d8d0060,43494170,A,Cond1,CMP-training-172.csv,487091079.333,487091435.333,False
3d9dc3b8032cead14c80,43494170,B,Cond2,CMP-training-172.csv,487146281.667,487146644.667,False
f780fd5637561a3c3d16,43494178,A,Cond1,CMP-training-172.csv,487063320.333,487063674.667,False
025b74b54e01e57dc2bb,43494178,B,Cond2,CMP-training-172.csv,487116162.0,487116516.0,False
968ad2ee7f690e2b5339,43494194,A,Cond1,CMP-training-172.csv,487082872.0,487083229.333,False
bdc3b74e17d971dd7fc1,43494198,B,Cond2,CMP-training-172.csv,487160439.667,487160800.667,False
b2626c7857633e40d700,43494206,A,Cond1,CMP-training-172.csv,487110146.667,487110504.667,False
83af60abcd9088be2636,43494206,B,Cond2,CMP-training-172.csv,487160629.667,487160985.0,False
df3f8488077b3af474fd,43494368,A,Cond1,CMP-training-172.csv,487110522.667,487110878.667,False
69d4050e3444b11756f0,43494392,B,Cond2,CMP-training-172.csv,487116670.667,487117029.667,False
f160cafb614f8a2d1392,319446604,A,Cond3,CMP-training-020.csv,482307537.0,482307830.667,False
ad6de2d08ea5b9c1f21e,319446612,A,Cond3,CMP-training-020.csv,482485111.0,482485411.333,False
e4882da171eb2895f32b,319446616,A,Cond3,CMP-training-020.csv,482375772.0,482376065.333,False
709ff2ea49fe5500be3a,319446628,A,Cond3,CMP-training-029.csv,482548221.333,482548523.667,False
d9cca12d00dba90697eb,319446648,A,Cond3,CMP-training-029.csv,482557227.667,482557530.667,False
69de9fc8f280e41a1980,321446688,A,Cond3,CMP-training-014.csv,482136019.667,482136311.667,False
2d348c29108d66b3a81e,321446716,A,Cond3,CMP-training-018.csv,482226100.667,482226400.0,False
4714477e94de29e4d56e,321446850,A,Cond3,CMP-training-020.csv,482361671.333,482361962.667,False
a72ea64e83527065c982,321446858,A,Cond3,CMP-training-014.csv,482202697.333,482202989.333,False
91b2e4c6729efe49cad5,321446862,A,Cond3,CMP-training-014.csv,482198656.667,482198942.333,False
a173916dd2535b568526,321446870,A,Cond3,CMP-training-029.csv,482573840.333,482574149.333,False
ea3ea2e2970bf6f19de7,321446874,A,Cond3,CMP-training-014.csv,482202534.333,482202836.333,False
c140680ceb7dfee0b7d8,321446878,A,Cond3,CMP-training-019.csv,482243166.667,482243466.0,False
9bbfe52b8cad151c51a0,323446592,A,Cond3,CMP-training-059.csv,483402986.667,483403282.0,False
3bc9a5d16b24986c272b,323446596,A,Cond3,CMP-training-059.csv,483401660.0,483401964.0,False
a5164bdf066dc3f4b8bc,323446600,A,Cond3,CMP-training-059.csv,483406219.667,483406963.667,False
cc1c7e7bb3453f332aef,323446604,A,Cond3,CMP-training-059.csv,483402829.333,483403124.0,False
232b5dc71fe20c6e2285,323446608,A,Cond3,CMP-training-058.csv,483434311.0,483434612.333,False
be9e0747a046cfd72627,323446612,A,Cond3,CMP-training-058.csv,483435746.333,483436042.333,False
2c3474d0bb09c8f320e1,323446616,A,Cond3,CMP-training-059.csv,483449215.667,483449518.667,False
485553f4b7e85a826673,323446620,A,Cond3,CMP-training-058.csv,483438221.333,483438521.0,False
303d456bd75b11c695e3,323446628,A,Cond3,CMP-training-058.csv,483435584.333,483435886.333,False
f516c38f59228d1cd1f4,323446636,A,Cond3,CMP-training-059.csv,483463417.0,483463710.667,False
af31252908d103285e3b,323446644,A,Cond3,CMP-training-058.csv,483436205.667,483436494.667,False
6e763d77037bc6feb98e,323446690,A,Cond3,CMP-training-058.csv,483436053.667,483436345.0,False
fe7013a567b636dd3e85,323446702,A,Cond3,CMP-training-062.csv,483600882.667,483601172.667,False
926340eee6b17681b621,325446696,A,Cond3,CMP-training-053.csv,483224827.333,483225128.333,False
4c335302d1bf52e2483d,325446704,A,Cond3,CMP-training-051.csv,483212840.667,483213127.0,False
9ea6e2d6c5dfa571391a,325446708,A,Cond3,CMP-training-053.csv,483224988.333,483225283.333,False
09e77db79fe075729c6a,325446716,A,Cond3,CMP-training-053.csv,483261934.333,483262221.333,False
64573da3c014908637ad,325446850,A,Cond3,CMP-training-057.csv,483338997.0,483339300.667,False
c98729cc188bf8fecf79,325446858,A,Cond3,CMP-training-058.csv,483427087.333,483427392.333,False
076e30e0620239cf6938,325446862,A,Cond3,CMP-training-059.csv,483402661.667,483402966.667,False
d1edfb07cb07ca1aa5f6,325446866,A,Cond3,CMP-training-056.csv,483317017.667,483317316.667,False
0bc725c714ad1721e4c3,325446870,A,Cond3,CMP-training-053.csv,483254895.0,483255193.0,False
5a86ebac74ea872e7212,325446890,A,Cond3,CMP-training-057.csv,483356910.667,483357204.0,False
09c5b4784df30aa69840,325446902,A,Cond3,CMP-training-057.csv,483356750.0,483357051.0,False
7b1c47765cf45f19354b,325446910,A,Cond3,CMP-training-056.csv,483316859.0,483317159.667,False
753519206c6ace8cb4f2,327446592,A,Cond3,CMP-training-000.csv,481948150.0,481948447.667,False
5562499b641799ab7cbf,327446596,A,Cond3,CMP-training-000.csv,481947829.0,481948137.0,False
5e1077bbc2eb3af2bce1,327446604,A,Cond3,CMP-training-000.csv,481947993.0,481948291.667,False
e7266baa7d644aad6d4b,327446608,A,Cond3,CMP-training-000.csv,481868821.0,481869117.333,False
6a7ef087155f7c7b2dd7,327446612,A,Cond3,CMP-training-000.csv,481868655.333,481868961.333,False
02baed5ef02aaccba791,327446616,A,Cond3,CMP-training-000.csv,481893540.667,481893844.667,False
60d2484774ad6ee0e902,327446640,A,Cond3,CMP-training-014.csv,482129212.667,482129511.667,False
0df5f5e814a00340b59e,327446644,A,Cond3,CMP-training-000.csv,481939528.0,481939820.333,False
5ddb1de8cc3645ec9366,327446648,A,Cond3,CMP-training-000.csv,481939680.0,481939978.667,False
584c47a8018f515fa33a,327446690,A,Cond3,CMP-training-000.csv,481893862.667,481894160.667,False
83239fd4a5f485c8b414,327446706,A,Cond3,CMP-training-000.csv,481866533.667,481866827.333,False
bd0dd8d3b8c2336c41ac,327446710,A,Cond3,CMP-training-000.csv,481857505.0,481857798.667,False
85dd5eea159e4083856a,327446714,A,Cond3,CMP-training-000.csv,481842254.667,481842545.333,False
1b632f79cdf34336102c,327446718,A,Cond3,CMP-training-000.csv,481842404.333,481842703.0,False
c7b74edf5ce87398abba,329446692,A,Cond3,CMP-training-000.csv,481694538.0,481694825.667,False
dcca3a86574439567516,329446704,A,Cond3,CMP-training-000.csv,481717606.333,481717897.0,False
2d9c809ebe1b670aa2d1,329446708,A,Cond3,CMP-training-000.csv,481701521.667,481701812.0,False
925307cac0e796be78da,329446712,A,Cond3,CMP-training-000.csv,481690645.0,481690950.0,False
86ac239e77795e929604,329446850,A,Cond3,CMP-training-000.csv,481718964.0,481719248.667,False
0115301c9e660b8ffa1e,329446854,A,Cond3,CMP-training-000.csv,481788460.0,481788763.0,False
7bda927c513341193d91,329446858,A,Cond3,CMP-training-000.csv,481742206.333,481742513.667,False
f7577526d5ae0dc9edef,329446866,A,Cond3,CMP-training-000.csv,481749727.0,481750022.0,False
492e86711e0d37f5d1a2,329446870,A,Cond3,CMP-training-000.csv,481749565.333,481749872.0,False
b54cc4192e8c5f3e43dc,329446874,A,Cond3,CMP-training-000.csv,481719132.667,481719416.667,False
826616f1d294a4657f5c,329446878,A,Cond3,CMP-training-000.csv,481750036.0,481750336.0,False
e4d3cd5696ad20c15da5,329446886,A,Cond3,CMP-training-000.csv,481842718.333,481843021.333,False
476302e46c75e9e08aff,329446898,A,Cond3,CMP-training-000.csv,481842562.333,481842863.0,False
812038f79990351cb0f0,329446902,A,Cond3,CMP-training-000.csv,481749879.667,481750176.333,False
4e78c040d91b09dda2d7,329446906,A,Cond3,CMP-training-000.csv,481845196.667,481845487.667,False
e861f68ddc022843668e,329446910,A,Cond3,CMP-training-000.csv,481845023.667,481845338.667,False
6494fc3cf5b93ed9b5de,331446628,A,Cond3,CMP-training-014.csv,482135862.667,482136158.0,False
063fd4a23973bacf6eef,331446632,A,Cond3,CMP-training-014.csv,482129841.667,482130135.667,False
66b2a87432bb55c468c4,331446658,A,Cond3,CMP-training-014.csv,482195342.333,482195627.333,False
02b76efb9a7a4d7afbf7,331446662,A,Cond3,CMP-training-014.csv,482112289.333,482112587.333,False
7202e67bfa940169aac5,331446670,A,Cond3,CMP-training-014.csv,482116214.0,482116521.0,False
a50b209d91552b58d817,333446656,A,Cond3,CMP-training-000.csv,481992152.667,481992463.667,False
8384724cf0d84047be18,333446660,A,Cond3,CMP-training-014.csv,482180717.0,482181025.667,False
876536c11a353c413eff,333446668,A,Cond3,CMP-training-013.csv,482011505.667,482011800.333,False
f107c808ead4ae246977,333446672,A,Cond3,CMP-training-014.csv,482135706.667,482136000.667,False
299f33c93993fe0b7b68,333446858,A,Cond3,CMP-training-014.csv,482112611.0,482112909.0,False
d4f94019a805b81de393,333446862,A,Cond3,CMP-training-014.csv,482129684.667,482129981.667,False
0bda1f57a8c008f047c1,333446882,A,Cond3,CMP-training-014.csv,482129370.667,482129672.667,False
ba1d62e7d5e360f58b1e,333446910,A,Cond3,CMP-training-020.csv,482304919.667,482305207.0,False
f700c66441a378bc5a3f,343446890,A,Cond3,CMP-training-062.csv,483597528.0,483597827.0,False
81d842d768a462df986e,343446894,A,Cond3,CMP-training-062.csv,483597834.667,483598126.0,False
6bab874de7d745e7c7dd,343446912,A,Cond3,CMP-training-062.csv,483598708.667,483598996.0,False
685c2d6bf4a9219bb0ea,343446916,A,Cond3,CMP-training-062.csv,483801959.0,483802247.0,False
cc7024a3edb92909ca8a,343446920,A,Cond3,CMP-training-062.csv,483595318.0,483595609.0,False
8976c6abeb56525fab00,343446924,A,Cond3,CMP-training-062.csv,483600430.333,483600723.667,False
5050b4ed6924957e1fc8,343446928,A,Cond3,CMP-training-062.csv,483600740.667,483601022.667,False
6a6511994c25a6c713a0,343446932,A,Cond3,CMP-training-062.csv,483598419.0,483598701.667,False
930cf83cfa68f30cf3ba,343446936,A,Cond3,CMP-training-062.csv,483601032.667,483601320.667,False
eaf652abb31242c77654,343446940,A,Cond3,CMP-training-062.csv,483640573.333,483640872.333,False
bf953e255f124dcbb069,343446944,A,Cond3,CMP-training-062.csv,483629965.667,483631289.0,False
863d99cc84a3dbbcc32c,343446948,A,Cond3,CMP-training-062.csv,483598560.667,483598848.667,False
82f7c7af9ac6b731fd52,343446956,A,Cond3,CMP-training-067.csv,483786477.333,483786777.667,False
12cd5a5f311d203df301,343446960,A,Cond3,CMP-training-072.csv,484091200.0,484091490.667,False
6a3b265f56c58fbf4d62,345446666,A,Cond3,CMP-training-063.csv,483504405.333,483504696.0,False
1787c5783d86e3436369,345446690,A,Cond3,CMP-training-062.csv,483800941.0,483801243.333,False
d6f03c8bab7a99377781,345446694,A,Cond3,CMP-training-062.csv,483597685.333,483597979.333,False
d9f7e3f025c57c9e1016,345446710,A,Cond3,CMP-training-062.csv,483594210.333,483594507.333,False
f1bc676216b973069c2d,345446880,A,Cond3,CMP-training-058.csv,483427251.333,483427546.333,False
7fdabeee3d116e9998b7,345446884,A,Cond3,CMP-training-058.csv,483435901.333,483436193.667,False
bf674c29c79c9353d5a7,349446658,A,Cond3,CMP-training-062.csv,483819525.333,483819827.333,False
ac2a01f9a30250c777f6,349446662,A,Cond3,CMP-training-072.csv,484112762.333,484113039.667,False
a14e28ab221e7c6b0cf0,349446666,A,Cond3,CMP-training-072.csv,484089058.333,484089344.333,False
9f5db1d6619acbc80fb0,349446670,A,Cond3,CMP-training-072.csv,484091044.667,484091337.667,False
c922cf224fe8c7da4b2e,349446674,A,Cond3,CMP-training-062.csv,483802109.333,483802397.0,False
8e2cf667e77e109ab274,349446678,A,Cond3,CMP-training-062.csv,483803015.0,483803306.0,False
7d45d054e7adbda531dd,349446682,A,Cond3,CMP-training-062.csv,483801801.0,483802099.0,False
f6086a0e457fc033ea77,349446686,A,Cond3,CMP-training-062.csv,483815183.333,483815483.667,False
07bd81249aa08970bd1b,349446690,A,Cond3,CMP-training-072.csv,484120602.0,484120885.0,False
9b3d4e5ff4e7b8dcba35,349446706,A,Cond3,CMP-training-072.csv,484119985.667,484120280.0,False
83f3b4b44cc6ba8a65e5,349446710,A,Cond3,CMP-training-072.csv,484121700.667,484121999.667,False
bf767151439f709d9384,349446896,A,Cond3,CMP-training-071.csv,483929249.667,483929555.667,False
00f6f5454b59a74aed6e,349446900,A,Cond3,CMP-training-071.csv,483926237.0,483926515.333,False
232a6683348d4e27f2a9,371447024,A,Cond3,CMP-training-000.csv,481637082.333,481637383.333,False
249ccd65a4db0e5417cc,371447028,A,Cond3,CMP-training-000.csv,481639714.667,481640015.667,False
a670cb587012088fbb8c,371447032,A,Cond3,CMP-training-000.csv,481687497.333,481687791.0,False
026ceaf0f89479f16cb8,371447036,A,Cond3,CMP-training-000.csv,481639879.667,481640171.0,False
d71ced71c5ac5cebf74c,373446778,A,Cond3,CMP-training-000.csv,481687649.0,481687928.333,False
4366680378e4922e613b,665222750,A,Cond3,CMP-training-072.csv,484126366.667,484126679.667,False
f357b40fb690795f524d,665222754,A,Cond3,CMP-training-072.csv,484144585.667,484144882.667,False
0b02932c086bc19213b1,665222758,A,Cond3,CMP-training-072.csv,484148303.667,484148591.667,False
6b21f2b426ec8114b836,665222766,A,Cond3,CMP-training-072.csv,484133945.0,484134226.667,False
0517ebae14509834dc2b,665222796,A,Cond3,CMP-training-020.csv,482458706.667,482459009.0,False
e41643033e109f1c0f67,665222800,A,Cond3,CMP-training-020.csv,482392725.667,482393029.0,False
0f8c20ebd53c1e3a44f2,665222804,A,Cond3,CMP-training-020.csv,482388951.0,482389240.0,False
ad172c383850d4f4d95b,665222808,A,Cond3,CMP-training-020.csv,482375621.0,482375911.0,False
f9bbb6e2c5d8bfba341e,665222812,A,Cond3,CMP-training-020.csv,482430338.0,482430648.333,False
289493e9505959bdc815,675222832,A,Cond3,CMP-training-020.csv,482405749.333,482406034.667,False
2e48119cf74bcc87b380,675222836,A,Cond3,CMP-training-020.csv,482428232.333,482428532.333,False
63feaed815e1d895902b,675222840,A,Cond3,CMP-training-020.csv,482773228.0,482773527.0,False
a5fd1e4cc339eda1fe2d,1270253678,B,Cond2,CMP-training-171.csv,486871229.0,486871584.0,False
e683785aed2f544f3912,1270253696,B,Cond2,CMP-training-167.csv,486795776.333,486796129.333,False
83484028921a3cd8bdd9,1270253716,A,Cond1,CMP-training-166.csv,486738799.333,486739166.667,False
f87b0c3484eef599f01f,1270253720,A,Cond1,CMP-training-166.csv,486743790.333,486744144.333,False
3745df199bcb9c623df8,1270253728,A,Cond1,CMP-training-167.csv,486770896.0,486771250.0,False
9ca3aa93b392bca202ef,1270253752,B,Cond2,CMP-training-171.csv,486870855.0,486871211.0,False
d7b29c96ee42964cf957,1272253462,B,Cond2,CMP-training-167.csv,486795026.667,486795394.333,False
dceedcc0599c9f1456fb,1272253470,A,Cond1,CMP-training-167.csv,486758951.667,486759286.667,False
ae86376bd8d159b5af53,1272253486,A,Cond1,CMP-training-167.csv,486759119.667,486759469.333,False
5ea29512d772df31c40c,1272253486,B,Cond2,CMP-training-167.csv,486795402.0,486795762.333,False
3e8cd90ff912a0de928a,1276253442,B,Cond2,CMP-training-172.csv,486906988.667,486907351.667,False
e54036210e8cf9aec66b,1276253466,B,Cond2,CMP-training-171.csv,486871792.0,486872148.0,False
2b36e74eee8972d29937,1276253498,A,Cond1,CMP-training-171.csv,486872901.0,486873257.333,False
26cf2a4e83eee3c05ec4,1276253502,A,Cond1,CMP-training-170.csv,486855366.0,486855717.0,False
dc27cf1564433362baeb,1276253672,B,Cond2,CMP-training-171.csv,486871605.0,486871962.0,False
be1c009f94fc2f719790,1276253680,B,Cond2,CMP-training-169.csv,486823802.0,486824154.0,False
53b35b947fc65cfb0b47,1276253684,B,Cond2,CMP-training-169.csv,486823613.0,486823970.0,False
954211b899d86457e598,1276253688,A,Cond1,CMP-training-167.csv,486794624.333,486794983.333,False
0c1bfc8a83d5f95171f8,1276253692,B,Cond2,CMP-training-171.csv,486871416.0,486871773.0,False
fff5f95cfad8221dc1e8,1286253642,B,Cond2,CMP-training-134.csv,486255331.0,486255694.333,False
00eee764fdb0d06f18d7,1286253650,B,Cond2,CMP-training-134.csv,486258494.333,486258856.667,False
4f2f77208c9608080bc9,1286253654,A,Cond1,CMP-training-134.csv,486223057.0,486223414.0,False
ca58e87316d91528d53b,1286253654,B,Cond2,CMP-training-134.csv,486259876.333,486260232.0,False
f7c8cf02d36aa2f19ea5,1286253712,A,Cond1,CMP-training-134.csv,486248775.0,486249133.333,False
e2f9c7b0c706aba9f934,1286253712,B,Cond2,CMP-training-134.csv,486278335.0,486278690.0,False
44efe9583d86c8f0448c,1286253720,A,Cond1,CMP-training-134.csv,486243456.667,486243813.667,False
22189d6a8ad3d0ba715b,1286253724,B,Cond2,CMP-training-134.csv,486288998.0,486289368.0,False
2f2e9835d7d774428a63,1286253728,A,Cond1,CMP-training-134.csv,486243644.667,486244001.667,False
f87598c47cd1d953e88b,1286253728,B,Cond2,CMP-training-134.csv,486272487.333,486272854.333,False
c96cbb652051044957fc,1286253732,A,Cond1,CMP-training-134.csv,486264123.333,486264476.333,False
b9f96528f2aef5b45fee,1286253732,B,Cond2,CMP-training-134.csv,486308998.333,486309365.333,False
60a208f6741aea739ce5,1286253736,B,Cond2,CMP-training-134.csv,486260060.333,486260429.333,False
ec01351df04d9063c6e9,1286253744,B,Cond2,CMP-training-134.csv,486253621.333,486253984.333,False
f46a3f70c0149e934b41,1286253752,A,Cond1,CMP-training-134.csv,486288440.0,486288794.0,False
0ba79429c868c10331cd,1288253454,A,Cond1,CMP-training-134.csv,486210422.667,486210775.667,False
5f7d1bfdf58e8150426c,1288253458,A,Cond1,CMP-training-134.csv,486211206.333,486211563.667,False
ecdd438135f75f141d9b,1288253458,B,Cond2,CMP-training-134.csv,486243262.667,486243625.667,False
86cb202a491844c659ab,1288253462,A,Cond1,CMP-training-134.csv,486211585.333,486211937.333,False
12a4b5ed0b6b8a3a10a9,1288253470,A,Cond1,CMP-training-134.csv,486216720.333,486217077.0,False
4fbcd165e03e31b39979,1288253474,A,Cond1,CMP-training-134.csv,486201498.667,486201860.333,False
052dfdf198823795f42f,1288253478,A,Cond1,CMP-training-134.csv,486216529.0,486216891.0,False
a8ad6542f6870331adce,1288253482,A,Cond1,CMP-training-134.csv,486196364.333,486196714.667,False
3124ef9179bdcacc09c1,1288253490,A,Cond1,CMP-training-134.csv,486210045.667,486210399.667,False
bc12d024ab88925b79a3,1288253490,B,Cond2,CMP-training-134.csv,486253818.0,486254176.333,False
