sample_id,condition,kind,slot,reference_id,reference_WAFER_ID,reference_mrr,reference_start,reference_end,query_start,completed_before_query
566de29f17b444f9d704,Cond2,lag,8,edd393c5efd083f6a532,1296253534,81.7032,486446170.333,486446513.333,486495354.333,True
566de29f17b444f9d704,Cond2,lag,9,d6604001e893d50465c9,1290253748,80.59335,486445968.333,486446340.333,486495354.333,True
566de29f17b444f9d704,Cond2,lag,10,66aff2bcd479119af1f7,1296253530,80.27625,486445775.333,486446138.667,486495354.333,True
566de29f17b444f9d704,Cond2,lag,11,0f850735ed3b5bba8afa,1294253606,77.9223,486445581.667,486445945.333,486495354.333,True
566de29f17b444f9d704,Cond2,neighbor,1,fb4846caac2397f192a5,3625681392,88.63455,486494464.333,486494817.333,486495354.333,True
566de29f17b444f9d704,Cond2,neighbor,2,1252bc43010f2e1806a7,3625681348,91.728,486494075.0,486494437.333,486495354.333,True
566de29f17b444f9d704,Cond2,neighbor,3,84778f43d7bec784f7c6,3623681122,77.82405,486506323.0,486506687.0,486495354.333,False
566de29f17b444f9d704,Cond2,neighbor,4,9a870213ae04a554cff1,3623681094,75.6351,486506139.0,486506490.0,486495354.333,False
566de29f17b444f9d704,Cond2,neighbor,5,fb8433566ba1966a8b5d,3625681388,82.5168,486501931.333,486502291.667,486495354.333,False
566de29f17b444f9d704,Cond2,neighbor,6,1c16072ec062d40d8c56,1310253788,85.35075,486473355.333,486473710.667,486495354.333,True
566de29f17b444f9d704,Cond2,neighbor,7,87ec0a059c3493cc9d98,1294253800,91.1934,486473163.667,486473523.667,486495354.333,True
566de29f17b444f9d704,Cond2,neighbor,8,35eb30a15ace25f87b3f,3623681184,95.3367,486500052.333,486500407.333,486495354.333,False
566de29f17b444f9d704,Cond2,neighbor,9,f5dc6cfd19b7c570b88e,3623681098,75.3861,486529604.333,486529967.0,486495354.333,False
566de29f17b444f9d704,Cond2,neighbor,10,64c126df8c07338aa957,3623681110,77.8443,486540798.333,486541169.667,486495354.333,False
e441cea6e33ad005e714,Cond2,lag,1,7dfdfeb7f36e1e44e92b,-4023511592,64.75125,483274807.667,483275181.667,483280447.0,True
e441cea6e33ad005e714,Cond2,lag,2,8da0440b12cf38c26e8e,-4023511746,64.8564,483274602.0,483274975.667,483280447.0,True
e441cea6e33ad005e714,Cond2,lag,3,e6aa46452be5290f2ee7,4229773746,65.9526,483274394.667,483274770.667,483280447.0,True
e441cea6e33ad005e714,Cond2,lag,4,b4d279d0a302676bfbdc,-4023511798,65.6472,483263461.333,483263832.333,483280447.0,True
e441cea6e33ad005e714,Cond2,lag,5,ecd33beacec4f14b5aae,-4023511604,67.70235,483263256.333,483263632.667,483280447.0,True
e441cea6e33ad005e714,Cond2,lag,6,167866d90097edd8fc00,-2137929706,76.2096,483251594.0,483251957.0,483280447.0,True
e441cea6e33ad005e714,Cond2,lag,7,da119b0997220e516e38,4229773652,81.44055,483201511.0,483201883.0,483280447.0,True
e441cea6e33ad005e714,Cond2,lag,8,c9d7ae1986a7d957978f,4215773500,77.68605,483185557.333,483185923.0,483280447.0,True
e441cea6e33ad005e714,Cond2,lag,9,2fdd70803e22d44657ed,4215773456,63.59325,483163442.333,483163823.0,483280447.0,True
e441cea6e33ad005e714,Cond2,lag,10,d94a9017ec585d437b83,-2143929764,65.5896,483161925.667,483162316.333,483280447.0,True
e441cea6e33ad005e714,Cond2,lag,11,a31689b13316de1a985b,-4025511552,57.1299,483105720.0,483106101.0,483280447.0,True
e441cea6e33ad005e714,Cond2,neighbor,1,05e352c7aee30e0a91c1,4229773632,67.31955,483286103.667,483286480.667,483280447.0,False
e441cea6e33ad005e714,Cond2,neighbor,2,1dca7527b4e57c0f235c,4229773730,64.6767,483286311.333,483286686.667,483280447.0,False
e441cea6e33ad005e714,Cond2,neighbor,3,84401df588888d7bc7e7,4229773758,66.56505,483312266.667,483312639.667,483280447.0,False
e441cea6e33ad005e714,Cond2,neighbor,4,167866d90097edd8fc00,-2137929706,76.2096,483251594.0,483251957.0,483280447.0,True
e441cea6e33ad005e714,Cond2,neighbor,5,ecd33beacec4f14b5aae,-4023511604,67.70235,483263256.333,483263632.667,483280447.0,True
e441cea6e33ad005e714,Cond2,neighbor,6,b4d279d0a302676bfbdc,-4023511798,65.6472,483263461.333,483263832.333,483280447.0,True
e441cea6e33ad005e714,Cond2,neighbor,7,e6aa46452be5290f2ee7,4229773746,65.9526,483274394.667,483274770.667,483280447.0,True
e441cea6e33ad005e714,Cond2,neighbor,8,8da0440b12cf38c26e8e,-4023511746,64.8564,483274602.0,483274975.667,483280447.0,True
e441cea6e33ad005e714,Cond2,neighbor,9,7dfdfeb7f36e1e44e92b,-4023511592,64.75125,483274807.667,483275181.667,483280447.0,True
e441cea6e33ad005e714,Cond2,neighbor,10,c59ddde0eb6a3fdb215a,3017014470,85.0212,484764168.0,484764519.0,483280447.0,False
a46bebf8e9f512a996be,Cond3,lag,1,584c47a8018f515fa33a,327446690,146.95845,481893862.667,481894160.667,481895979.333,True
a46bebf8e9f512a996be,Cond3,lag,2,02baed5ef02aaccba791,327446616,148.4082,481893540.667,481893844.667,481895979.333,True
a46bebf8e9f512a996be,Cond3,lag,3,e7266baa7d644aad6d4b,327446608,147.71025,481868821.0,481869117.333,481895979.333,True
a46bebf8e9f512a996be,Cond3,lag,4,6a7ef087155f7c7b2dd7,327446612,148.31265,481868655.333,481868961.333,481895979.333,True
a46bebf8e9f512a996be,Cond3,lag,5,83239fd4a5f485c8b414,327446706,143.4168,481866533.667,481866827.333,481895979.333,True
a46bebf8e9f512a996be,Cond3,lag,6,7873624402d6532f9c5b,-1183530654,144.801,481866212.333,481866517.333,481895979.333,True
a46bebf8e9f512a996be,Cond3,lag,7,bd0dd8d3b8c2336c41ac,327446710,148.0974,481857505.0,481857798.667,481895979.333,True
a46bebf8e9f512a996be,Cond3,lag,8,4e78c040d91b09dda2d7,329446906,148.7034,481845196.667,481845487.667,481895979.333,True
a46bebf8e9f512a996be,Cond3,lag,9,e861f68ddc022843668e,329446910,146.1354,481845023.667,481845338.667,481895979.333,True
a46bebf8e9f512a996be,Cond3,lag,10,e4d3cd5696ad20c15da5,329446886,147.83265,481842718.333,481843021.333,481895979.333,True
a46bebf8e9f512a996be,Cond3,lag,11,476302e46c75e9e08aff,329446898,145.96965,481842562.333,481842863.0,481895979.333,True
a46bebf8e9f512a996be,Cond3,neighbor,1,584c47a8018f515fa33a,327446690,146.95845,481893862.667,481894160.667,481895979.333,True
a46bebf8e9f512a996be,Cond3,neighbor,2,02baed5ef02aaccba791,327446616,148.4082,481893540.667,481893844.667,481895979.333,True
a46bebf8e9f512a996be,Cond3,neighbor,3,e7266baa7d644aad6d4b,327446608,147.71025,481868821.0,481869117.333,481895979.333,True
a46bebf8e9f512a996be,Cond3,neighbor,4,6a7ef087155f7c7b2dd7,327446612,148.31265,481868655.333,481868961.333,481895979.333,True
a46bebf8e9f512a996be,Cond3,neighbor,5,83239fd4a5f485c8b414,327446706,143.4168,481866533.667,481866827.333,481895979.333,True
a46bebf8e9f512a996be,Cond3,neighbor,6,7873624402d6532f9c5b,-1183530654,144.801,481866212.333,481866517.333,481895979.333,True
a46bebf8e9f512a996be,Cond3,neighbor,7,bd0dd8d3b8c2336c41ac,327446710,148.0974,481857505.0,481857798.667,481895979.333,True
a46bebf8e9f512a996be,Cond3,neighbor,8,4e78c040d91b09dda2d7,329446906,148.7034,481845196.667,481845487.667,481895979.333,True
a46bebf8e9f512a996be,Cond3,neighbor,9,e861f68ddc022843668e,329446910,146.1354,481845023.667,481845338.667,481895979.333,True
a46bebf8e9f512a996be,Cond3,neighbor,10,e4d3cd5696ad20c15da5,329446886,147.83265,481842718.333,481843021.333,481895979.333,True
63b30f73d6172de799a4,Cond3,lag,1,ad6de2d08ea5b9c1f21e,319446612,149.53875,482485111.0,482485411.333,482537123.0,True
63b30f73d6172de799a4,Cond3,lag,2,0517ebae14509834dc2b,665222796,153.81675,482458706.667,482459009.0,482537123.0,True
63b30f73d6172de799a4,Cond3,lag,3,f9bbb6e2c5d8bfba341e,665222812,152.12115,482430338.0,482430648.333,482537123.0,True
63b30f73d6172de799a4,Cond3,lag,4,2e48119cf74bcc87b380,675222836,156.47775,482428232.333,482428532.333,482537123.0,True
63b30f73d6172de799a4,Cond3,lag,5,289493e9505959bdc815,675222832,152.50275,482405749.333,482406034.667,482537123.0,True
63b30f73d6172de799a4,Cond3,lag,6,e41643033e109f1c0f67,665222800,148.4601,482392725.667,482393029.0,482537123.0,True
63b30f73d6172de799a4,Cond3,lag,7,0f8c20ebd53c1e3a44f2,665222804,153.69495,482388951.0,482389240.0,482537123.0,True
63b30f73d6172de799a4,Cond3,lag,8,e4882da171eb2895f32b,319446616,149.46675,482375772.0,482376065.333,482537123.0,True
63b30f73d6172de799a4,Cond3,lag,9,ad172c383850d4f4d95b,665222808,147.5775,482375621.0,482375911.0,482537123.0,True
63b30f73d6172de799a4,Cond3,lag,10,4714477e94de29e4d56e,321446850,148.0254,482361671.333,482361962.667,482537123.0,True
63b30f73d6172de799a4,Cond3,lag,11,f160cafb614f8a2d1392,319446604,151.12455,482307537.0,482307830.667,482537123.0,True
63b30f73d6172de799a4,Cond3,neighbor,1,709ff2ea49fe5500be3a,319446628,158.1276,482548221.333,482548523.667,482537123.0,False
63b30f73d6172de799a4,Cond3,neighbor,2,d9cca12d00dba90697eb,319446648,155.37075,482557227.667,482557530.667,482537123.0,False
63b30f73d6172de799a4,Cond3,neighbor,3,a173916dd2535b568526,321446870,150.92355,482573840.333,482574149.333,482537123.0,False
63b30f73d6172de799a4,Cond3,neighbor,4,ad6de2d08ea5b9c1f21e,319446612,149.53875,482485111.0,482485411.333,482537123.0,True
63b30f73d6172de799a4,Cond3,neighbor,5,0517ebae14509834dc2b,665222796,153.81675,482458706.667,482459009.0,482537123.0,True
63b30f73d6172de799a4,Cond3,neighbor,6,e1f548b73b6f2d9bfbb3,1842206722,162.56205,485342938.333,485343205.333,482537123.0,False
63b30f73d6172de799a4,Cond3,neighbor,7,7c2d727c39a0b8a8a6bb,1842206734,160.2288,485342315.333,485342605.333,482537123.0,False
63b30f73d6172de799a4,Cond3,neighbor,8,84e5ae2794a62c91621a,1852206942,162.6417,485339409.333,485339701.667,482537123.0,False
63b30f73d6172de799a4,Cond3,neighbor,9,f9edd232f233bcfa0f8e,1852207012,160.9824,485339255.333,485339548.333,482537123.0,False
63b30f73d6172de799a4,Cond3,neighbor,10,b7e0661c8053c51776f2,1842206774,159.44025,485337950.333,485338226.333,482537123.0,False
ab96c5ed8e6752b4b9c8,Cond3,lag,1,574d6a9334cf5f307fca,1842206746,153.1476,485182462.0,485182752.0,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,lag,2,56a6e64eaaeca159b532,1840206966,154.16415,485177730.0,485178015.0,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,lag,3,e3f6f743b2a0d1e2b432,1846206730,150.9303,485174533.0,485174824.0,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,lag,4,cd9f01489966caf1d4e0,1842206968,150.91545,485172433.0,485172728.0,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,lag,5,a3da09a6352d41d3362a,1840207036,149.9037,485169011.0,485169301.0,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,lag,6,1464a72b7d6636b5fee5,1842206948,150.80445,485165998.0,485166284.0,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,lag,7,a64884767ec5eaefa1b4,1840207028,149.54595,485156751.333,485157042.333,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,lag,8,df4863cd2229a0b2c21b,1840206980,149.89725,485156276.667,485156553.333,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,lag,9,15604f34f429a913822b,1842206972,150.414,485155973.333,485156336.333,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,lag,10,24509589c5432303b3be,1842206742,150.06585,485153745.333,485154037.333,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,lag,11,2bfa25c9e7cb987ad8b3,1840206974,152.6226,485150443.0,485150727.0,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,neighbor,1,2baac219dda826cdd63e,1840206992,155.3631,485255949.0,485256241.667,485235085.333,False
ab96c5ed8e6752b4b9c8,Cond3,neighbor,2,574d6a9334cf5f307fca,1842206746,153.1476,485182462.0,485182752.0,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,neighbor,3,56a6e64eaaeca159b532,1840206966,154.16415,485177730.0,485178015.0,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,neighbor,4,e3f6f743b2a0d1e2b432,1846206730,150.9303,485174533.0,485174824.0,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,neighbor,5,cd9f01489966caf1d4e0,1842206968,150.91545,485172433.0,485172728.0,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,neighbor,6,a3da09a6352d41d3362a,1840207036,149.9037,485169011.0,485169301.0,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,neighbor,7,1464a72b7d6636b5fee5,1842206948,150.80445,485165998.0,485166284.0,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,neighbor,8,00f6f5454b59a74aed6e,349446900,149.21775,483926237.0,483926515.333,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,neighbor,9,bf767151439f709d9384,349446896,151.1517,483929249.667,483929555.667,485235085.333,True
ab96c5ed8e6752b4b9c8,Cond3,neighbor,10,069bc23ef6035c9ec17d,2064207582,152.25345,486589066.0,486591011.0,485235085.333,False
921e4c621638d9799d22,Cond3,lag,1,498727c6e237d6c08df2,1854206892,155.33235,485511463.333,485511745.333,485514589.333,True
921e4c621638d9799d22,Cond3,lag,2,9b02eb50ee6d4b5c1bee,1852206980,156.49545,485511311.333,485511603.333,485514589.333,True
921e4c621638d9799d22,Cond3,lag,3,76f9346a0be85fc1be1a,1842206770,160.2576,485422310.0,485422592.0,485514589.333,True
921e4c621638d9799d22,Cond3,lag,4,50abcbf082f4ded18c1d,1852207008,157.58925,485369418.333,485369690.333,485514589.333,True
921e4c621638d9799d22,Cond3,lag,5,14a10677ebd59ec31af3,1852206934,155.8158,485365226.333,485365512.333,485514589.333,True
921e4c621638d9799d22,Cond3,lag,6,010208d6ff02eb5c207b,1852207028,159.61155,485364641.333,485364927.333,485514589.333,True
921e4c621638d9799d22,Cond3,lag,7,8499c08afd5f73da29a6,1852207032,157.0176,485364492.667,485364782.333,485514589.333,True
921e4c621638d9799d22,Cond3,lag,8,caf8829de072fa8a898a,1852206996,158.2758,485364063.0,485364350.333,485514589.333,True
921e4c621638d9799d22,Cond3,lag,9,2c8fabf8b0ced303b830,1852206930,159.4644,485363923.0,485364205.667,485514589.333,True
921e4c621638d9799d22,Cond3,lag,10,443b5153c617d9de7bc0,1852207016,157.18455,485363773.667,485364058.333,485514589.333,True
921e4c621638d9799d22,Cond3,lag,11,b9ab713a697e5c8e6571,1852207004,158.25015,485363628.667,485363913.333,485514589.333,True
921e4c621638d9799d22,Cond3,neighbor,1,9f13684e7e579bf316c4,1854206810,155.4033,485527569.667,485527852.667,485514589.333,False
921e4c621638d9799d22,Cond3,neighbor,2,dbcb908252807068e265,1854206814,157.88175,485527712.0,485527991.333,485514589.333,False
921e4c621638d9799d22,Cond3,neighbor,3,050cb862c4c8b1ba0331,1854206806,153.2358,485534791.0,485535070.0,485514589.333,False
921e4c621638d9799d22,Cond3,neighbor,4,8061bcca2ffddf820b81,1854206880,153.90015,485534928.0,485535214.667,485514589.333,False
921e4c621638d9799d22,Cond3,neighbor,5,498727c6e237d6c08df2,1854206892,155.33235,485511463.333,485511745.333,485514589.333,True
921e4c621638d9799d22,Cond3,neighbor,6,9b02eb50ee6d4b5c1bee,1852206980,156.49545,485511311.333,485511603.333,485514589.333,True
921e4c621638d9799d22,Cond3,neighbor,7,e4cb5974d877b323beab,1854206790,152.28885,485541269.667,485541548.0,485514589.333,False
921e4c621638d9799d22,Cond3,neighbor,8,07db7538730a0b2f69fe,1854206798,153.3726,485541124.0,485541406.667,485514589.333,False
921e4c621638d9799d22,Cond3,neighbor,9,016e5e563f5014c2f1d8,1854206888,151.5282,485540978.0,485541263.0,485514589.333,False
921e4c621638d9799d22,Cond3,neighbor,10,ad58f61e30539ce0e733,1838206722,152.4384,484193954.333,484194240.0,485514589.333,True
