sample_id,WAFER_ID,STAGE,cohort,condition,route,excluded_extreme,native_phase_fallback,p3_cpp,native_cpp_primary_end,native_cpp_start
a14e28ab221e7c6b0cf0,349446666,A,training,Cond3,123,False,False,108,111,113
9f5db1d6619acbc80fb0,349446670,A,training,Cond3,123,False,True,109,112,114
c922cf224fe8c7da4b2e,349446674,A,training,Cond3,123,False,True,103,105,107
8e2cf667e77e109ab274,349446678,A,training,Cond3,123,False,False,103,106,108
7d45d054e7adbda531dd,349446682,A,training,Cond3,123,False,True,103,105,107
f6086a0e457fc033ea77,349446686,A,training,Cond3,123,False,True,104,107,109
07bd81249aa08970bd1b,349446690,A,training,Cond3,123,False,False,111,114,116
9b3d4e5ff4e7b8dcba35,349446706,A,training,Cond3,123,False,True,111,114,116
83f3b4b44cc6ba8a65e5,349446710,A,training,Cond3,123,False,True,112,115,117
bf767151439f709d9384,349446896,A,training,Cond3,123,False,False,107,110,112
00f6f5454b59a74aed6e,349446900,A,training,Cond3,123,False,True,106,109,111
232a6683348d4e27f2a9,371447024,A,training,Cond3,123,False,False,1,1,1
249ccd65a4db0e5417cc,371447028,A,training,Cond3,123,False,True,2,2,2
a670cb587012088fbb8c,371447032,A,training,Cond3,123,False,False,3,3,3
026ceaf0f89479f16cb8,371447036,A,training,Cond3,123,False,True,2,2,2
d71ced71c5ac5cebf74c,373446778,A,training,Cond3,123,False,True,3,3,3
4366680378e4922e613b,665222750,A,training,Cond3,123,False,True,113,116,118
f357b40fb690795f524d,665222754,A,training,Cond3,123,False,True,116,120,122
0b02932c086bc19213b1,665222758,A,training,Cond3,123,False,False,117,121,123
6b21f2b426ec8114b836,665222766,A,training,Cond3,123,False,True,114,117,119
0517ebae14509834dc2b,665222796,A,training,Cond3,123,False,False,49,49,50
e41643033e109f1c0f67,665222800,A,training,Cond3,123,False,True,45,45,46
0f8c20ebd53c1e3a44f2,665222804,A,training,Cond3,123,False,True,43,43,44
ad172c383850d4f4d95b,665222808,A,training,Cond3,123,False,True,41,41,41
f9bbb6e2c5d8bfba341e,665222812,A,training,Cond3,123,False,False,48,48,49
289493e9505959bdc815,675222832,A,training,Cond3,123,False,True,46,46,47
2e48119cf74bcc87b380,675222836,A,training,Cond3,123,False,False,47,47,48
63feaed815e1d895902b,675222840,A,training,Cond3,123,False,False,56,56,57
a5fd1e4cc339eda1fe2d,1270253678,B,training,Cond2,456,False,False,953,1200,1250
e683785aed2f544f3912,1270253696,B,training,Cond2,456,False,False,949,1197,1247
83484028921a3cd8bdd9,1270253716,A,training,Cond1,456,False,False,938,718,738
f87b0c3484eef599f01f,1270253720,A,training,Cond1,456,False,False,940,720,740
3745df199bcb9c623df8,1270253728,A,training,Cond1,456,False,False,945,723,743
9ca3aa93b392bca202ef,1270253752,B,training,Cond2,456,False,False,953,1200,1250
d7b29c96ee42964cf957,1272253462,B,training,Cond2,456,False,False,949,1197,1247
dceedcc0599c9f1456fb,1272253470,A,training,Cond1,456,False,True,943,722,742
ae86376bd8d159b5af53,1272253486,A,training,Cond1,456,False,False,943,722,742
5ea29512d772df31c40c,1272253486,B,training,Cond2,456,False,False,949,1197,1247
3e8cd90ff912a0de928a,1276253442,B,training,Cond2,456,False,False,958,1204,1254
e54036210e8cf9aec66b,1276253466,B,training,Cond2,456,False,False,953,1200,1250
2b36e74eee8972d29937,1276253498,A,training,Cond1,456,False,False,954,728,748
26cf2a4e83eee3c05ec4,1276253502,A,training,Cond1,456,False,False,952,727,747
dc27cf1564433362baeb,1276253672,B,training,Cond2,456,False,False,953,1200,1250
be1c009f94fc2f719790,1276253680,B,training,Cond2,456,False,False,950,1198,1248
53b35b947fc65cfb0b47,1276253684,B,training,Cond2,456,False,False,950,1198,1248
954211b899d86457e598,1276253688,A,training,Cond1,456,False,False,949,725,745
0c1bfc8a83d5f95171f8,1276253692,B,training,Cond2,456,False,False,953,1200,1250
fff5f95cfad8221dc1e8,1286253642,B,training,Cond2,456,False,False,875,1144,1192
00eee764fdb0d06f18d7,1286253650,B,training,Cond2,456,False,False,876,1145,1193
4f2f77208c9608080bc9,1286253654,A,training,Cond1,456,False,False,870,675,692
ca58e87316d91528d53b,1286253654,B,training,Cond2,456,False,False,876,1146,1194
f7c8cf02d36aa2f19ea5,1286253712,A,training,Cond1,456,False,False,873,678,695
e2f9c7b0c706aba9f934,1286253712,B,training,Cond2,456,False,False,880,1150,1198
44efe9583d86c8f0448c,1286253720,A,training,Cond1,456,False,False,872,677,694
22189d6a8ad3d0ba715b,1286253724,B,training,Cond2,456,False,False,881,1151,1199
2f2e9835d7d774428a63,1286253728,A,training,Cond1,456,False,False,872,677,694
f87598c47cd1d953e88b,1286253728,B,training,Cond2,456,False,False,879,1148,1196
c96cbb652051044957fc,1286253732,A,training,Cond1,456,False,False,877,679,696
b9f96528f2aef5b45fee,1286253732,B,training,Cond2,456,False,False,885,1153,1201
60a208f6741aea739ce5,1286253736,B,training,Cond2,456,False,False,876,1146,1194
ec01351df04d9063c6e9,1286253744,B,training,Cond2,456,False,False,874,1143,1191
f46a3f70c0149e934b41,1286253752,A,training,Cond1,456,False,False,881,682,699
0ba79429c868c10331cd,1288253454,A,training,Cond1,456,False,False,868,672,689
5f7d1bfdf58e8150426c,1288253458,A,training,Cond1,456,False,False,868,673,690
ecdd438135f75f141d9b,1288253458,B,training,Cond2,456,False,False,872,1141,1189
86cb202a491844c659ab,1288253462,A,training,Cond1,456,False,False,868,673,690
12a4b5ed0b6b8a3a10a9,1288253470,A,training,Cond1,456,False,False,869,674,691
4fbcd165e03e31b39979,1288253474,A,training,Cond1,456,False,False,864,668,685
052dfdf198823795f42f,1288253478,A,training,Cond1,456,False,False,869,674,691
a8ad6542f6870331adce,1288253482,A,training,Cond1,456,False,False,863,667,684
3124ef9179bdcacc09c1,1288253490,A,training,Cond1,456,False,False,868,672,689
bc12d024ab88925b79a3,1288253490,B,training,Cond2,456,False,False,874,1143,1191
f7abc27eef963eb31eb1,1288253494,A,training,Cond1,456,False,False,870,675,692
86a9bb5edc4b27ce024f,1288253494,B,training,Cond2,456,False,False,876,1145,1193
a4d9c3231dfa06abe8b6,1288253502,A,training,Cond1,456,False,False,868,672,689
bd81b0c2cdeb671bdd4f,1288253648,A,training,Cond1,456,False,False,893,690,707
82a322deb1bf1331fdd0,1290253650,A,training,Cond1,456,False,False,883,684,701
a018116272abc8c983e3,1290253654,A,training,Cond1,456,False,False,889,689,706
c149af98f8893fcf94dc,1290253654,B,training,Cond2,456,False,False,905,1164,1213
baacffc18c6f53221775,1290253662,A,training,Cond1,456,False,False,878,680,697
c3f7f3e32efd1767bcd0,1290253662,B,training,Cond2,456,False,False,885,1153,1202
0d91206f7c85a8530372,1290253716,A,training,Cond1,456,False,True,889,689,706
da6cbc0cc8fb2f1d4fcf,1290253724,B,training,Cond2,456,False,False,904,1163,1212
ee26fe6bf14fe40dc08c,1290253728,A,training,Cond1,456,False,False,898,695,712
1e8ef29836a69cde6b8c,1290253732,A,training,Cond1,456,False,False,899,696,713
1eec8fe2ce2deee6e54e,1290253744,A,training,Cond1,456,False,False,887,686,703
d6604001e893d50465c9,1290253748,B,training,Cond2,456,False,False,907,1166,1215
ed0bfb11db980dd479e8,1290253756,A,training,Cond1,456,False,False,898,695,712
5d197a42dd6d96de3cc2,1292253506,B,training,Cond2,456,False,False,899,1160,1209
1874d1b13981c7f9feb1,1292253510,B,training,Cond2,456,False,False,905,1164,1213
d28d4569ee22622fd29a,1292253514,A,training,Cond1,456,False,False,878,680,697
e2276616b4ec3ca17f72,1292253514,B,training,Cond2,456,False,False,885,1153,1201
816cb621bc388350a78e,1292253518,A,training,Cond1,456,False,False,881,682,699
005be3f7ea5942661e21,1292253518,B,training,Cond2,456,False,False,905,1164,1213
1475bc4111de6282907e,1292253526,A,training,Cond1,456,False,False,882,683,700
e312be6a300868461ca6,1292253526,B,training,Cond2,456,False,False,886,1154,1203
7580d1a9f9836344443c,1292253530,B,training,Cond2,456,False,False,905,1164,1213
e355719c4c67dea134e5,1292253534,A,training,Cond1,456,False,False,897,694,711
5c6db2df849803923098,1292253542,B,training,Cond2,456,False,False,905,1164,1213
bb0df09181734b422698,1292253546,B,training,Cond2,456,False,False,886,1154,1203
3dad972df935afe3e6a3,1292253550,B,training,Cond2,456,False,False,904,1163,1212
75eb3a3862995b23b818,1292253562,B,training,Cond2,456,False,False,905,1164,1213
af277ea20b09bf976158,1292253600,B,training,Cond2,456,False,False,899,1160,1209
a8c3d9a3ec4869068235,1292253608,A,training,Cond1,456,False,False,873,678,695
d47652d2327635a998ff,1292253608,B,training,Cond2,456,False,False,880,1150,1198
52e0ed3a4929909ea0ed,1292253612,A,training,Cond1,456,False,False,873,678,695
c4d4be3c8894db3ca4c6,1292253612,B,training,Cond2,456,False,False,880,1150,1198
e856741610e562c738e0,1294253602,A,training,Cond1,456,False,False,894,691,708
0f850735ed3b5bba8afa,1294253606,B,training,Cond2,456,False,False,907,1166,1215
64712815a7e71fa57a11,1294253610,A,training,Cond1,456,False,False,900,697,714
3f027319c845be8081b3,1294253614,B,training,Cond2,456,False,False,906,1165,1214
39bc51d48f308f4774cd,1294253796,A,training,Cond1,456,False,False,901,698,715
87ec0a059c3493cc9d98,1294253800,B,training,Cond2,456,False,False,914,1170,1219
eac9c36c0e3c8b2b4683,1294253808,A,training,Cond1,456,False,False,919,709,728
7f99b5aeb04d2e3bdbdd,1296253506,A,training,Cond1,456,False,False,900,697,714
818bf3b25f89a131bdbc,1296253510,A,training,Cond1,456,False,False,917,706,725
0c108de5ae3c026b8689,1296253518,A,training,Cond1,456,False,False,897,694,711
e1f9b37e1b61072eaea5,1296253522,B,training,Cond2,456,False,False,910,1168,1217
66aff2bcd479119af1f7,1296253530,B,training,Cond2,456,False,False,907,1166,1215
edd393c5efd083f6a532,1296253534,B,training,Cond2,456,False,False,907,1166,1215
7fb29839cd265993a76c,1296253538,A,training,Cond1,456,False,False,894,691,708
2d56497f1c2ec3edd991,1296253538,B,training,Cond2,456,False,False,907,1166,1215
f06ea0af156a76a9fc46,1296253546,B,training,Cond2,456,False,False,905,1164,1213
6b2d1cf68390e08acecb,1296253550,A,training,Cond1,456,False,False,894,691,708
e5108f96e569df0628dc,1296253550,B,training,Cond2,456,False,False,907,1166,1215
0c19d5cdb3fc7cfd0a8d,1296253558,A,training,Cond1,456,False,False,893,690,707
ffbabd9cb1ea7da52864,1296253558,B,training,Cond2,456,False,False,906,1165,1214
913bbd47449825014002,1296253604,B,training,Cond2,456,False,False,905,1164,1213
79f8aceb3eef28aa4f30,1296253608,A,training,Cond1,456,False,False,888,687,704
39b4183241e2880cca1c,1300253506,B,training,Cond2,456,False,False,931,1185,1235
c2689d966936e2f28cb0,1300253514,B,training,Cond2,456,False,False,936,1190,1240
7746b2d36626e518ee04,1300253518,A,training,Cond1,456,False,False,923,712,731
121a2470ccf72c444a1f,1300253518,B,training,Cond2,456,False,False,931,1185,1234
36b0fadc86654ba50842,1300253522,B,training,Cond2,456,False,False,934,1188,1238
c770af08c0f17b6e9bdd,1300253526,A,training,Cond1,456,False,False,923,712,731
b29013fc42352f7ce947,1300253526,B,training,Cond2,456,False,False,932,1186,1236
9f62e8718070e5ddebf7,1300253600,A,training,Cond1,456,False,False,924,713,732
50b54d437dc6a072f285,1300253620,A,training,Cond1,456,False,False,901,698,715
9054a139df937cc26fae,1302253578,A,training,Cond1,456,False,False,843,648,663
4ccde2b94fc04d20751a,1302253764,A,training,Cond1,456,False,False,843,648,663
23c437e468750a7cb1f8,1302253772,B,training,Cond2,456,False,False,844,1136,1184
7989764f3fb7e87d5498,1302253784,B,training,Cond2,456,False,False,851,1140,1188
6a1ad20b0d1a4d8f235d,1302253792,A,training,Cond1,456,False,False,846,651,666
26343912e7f2fac4c0bd,1304253506,B,training,Cond2,456,False,False,848,1138,1186
9a67fb55fe2f2cbe2de3,1304253518,B,training,Cond2,456,False,False,851,1140,1188
0454ae14be4966b1bb1a,1304253534,A,training,Cond1,456,False,False,841,646,661
d210392121160a1b6f01,1304253550,B,training,Cond2,456,False,False,843,1135,1183
41b430b8f71e2430db30,1304253554,A,training,Cond1,456,False,False,842,647,662
823849dffd8d91c6458b,1304253554,B,training,Cond2,456,False,False,847,1137,1185
1d5589f63a63df3c5bc6,1304253558,B,training,Cond2,456,False,False,843,1135,1183
d74b0b398248a14297d8,1304253562,A,training,Cond1,456,False,False,841,646,661
83dc70480d0d5d74be38,1304253562,B,training,Cond2,456,False,False,847,1137,1185
d3092cba8d884568afdf,1304253566,A,training,Cond1,456,False,False,854,657,673
dacfa0b0564820049e19,1304253568,B,training,Cond2,456,False,False,844,1136,1184
f99f2e165f0a41acd502,1304253572,A,training,Cond1,456,False,False,841,646,661
dd9d08bbda62f26ddb7c,1304253572,B,training,Cond2,456,False,False,848,1138,1186
2d20dd1cab779fb8df18,1306253578,A,training,Cond1,456,False,False,849,654,669
ca0203cf136b56fc6d92,1306253582,A,training,Cond1,456,False,False,867,671,688
2658aea0943749dfe70d,1306253590,A,training,Cond1,456,False,False,843,648,663
51e8b6412e9fc0058f27,1306253764,A,training,Cond1,456,False,False,849,654,669
e6adb9d3284f9b00b28e,1306253772,A,training,Cond1,456,False,False,857,660,677
cf0fcaca5bc2873f1e01,1306253780,A,training,Cond1,456,False,False,857,660,677
9c746ea6b9c9d8d52e58,1306253800,A,training,Cond1,456,False,False,848,653,668
5404ae1321f405bb36b3,1306253804,A,training,Cond1,456,False,False,847,652,667
376945f11d347a3b7c1c,1308253522,A,training,Cond1,456,False,False,847,652,667
9cb79fedd96c00764d89,1308253526,A,training,Cond1,456,False,False,848,653,668
08bde4d49afce0041d4d,1308253542,B,training,Cond2,456,False,False,850,1139,1187
0e99c2d00e50135fdcd9,1308253546,A,training,Cond1,456,False,False,849,654,669
8a5c35a83fd60e261c7e,1308253550,A,training,Cond1,456,False,False,843,649,664
cee2900e532f8409f655,1308253554,A,training,Cond1,456,False,False,847,652,667
14b84064f44b2935f1b1,1308253576,A,training,Cond1,456,False,False,843,648,663
4a1f7d0e47fc9745ceca,1308253584,A,training,Cond1,456,False,False,846,651,666
5abb7d17161063c1ee88,1308253592,A,training,Cond1,456,False,False,845,650,665
0a778a2b1c8fe5cc7092,1308253596,A,training,Cond1,456,False,False,847,652,667
31582f7c899a1f3c1fb1,1310253570,A,training,Cond1,456,False,False,854,657,673
aa24c6f2f6a3023d691a,1310253586,A,training,Cond1,456,False,False,858,661,678
4124575b045ec2a0f695,1310253590,B,training,Cond2,456,False,False,884,1152,1200
1c16072ec062d40d8c56,1310253788,B,training,Cond2,456,False,False,914,1170,1219
4c30a2a3bec5b73ce480,1310253816,A,training,Cond1,456,False,False,853,656,672
44ca8cf4622f390ef5cc,1310253820,A,training,Cond1,456,False,False,854,657,674
0927e9e0e70b6fa93979,1312253522,A,training,Cond1,456,False,False,852,655,671
93b717a33233dbfe4f46,1312253530,A,training,Cond1,456,False,False,853,656,672
8cadb673facd04f029a8,1312253546,A,training,Cond1,456,False,False,853,656,672
484c2cbb0d10dbd3f2f4,1312253554,A,training,Cond1,456,False,False,855,658,675
a50156542e6bc297039e,1312253566,A,training,Cond1,456,False,False,853,656,672
3dd57d9fdd776e357eaf,1312253596,A,training,Cond1,456,False,True,857,660,677
4d1dcf47544ed3a18630,1314253568,A,training,Cond1,456,False,False,920,710,729
efc48f8cbbaabcf554c6,1314253572,B,training,Cond2,456,False,False,930,1184,1233
746b9119d87b4b60baa4,1314253576,A,training,Cond1,456,False,False,877,679,696
577ed4c0d1b92e193b14,1314253588,B,training,Cond2,456,False,False,875,1144,1192
57c7b26288f03d4156fa,1314253592,A,training,Cond1,456,False,False,870,675,692
50a2668b82a7cde4d0a6,1314253592,B,training,Cond2,456,False,False,876,1146,1194
cdb40a2d284aab937c2b,1314253596,A,training,Cond1,456,False,False,868,672,689
e436dc6eb9662fe21e56,1314253604,A,training,Cond1,456,False,False,871,676,693
8adcca24d44cbba76de1,1314253604,B,training,Cond2,456,False,False,878,1147,1195
6fb8b0c5da652bc8b8c7,1314253612,B,training,Cond2,456,False,False,879,1149,1197
9353997bf3a32d372c6f,1314253628,A,training,Cond1,456,False,False,868,672,689
9d6fb49e8976346448ec,1314253794,A,training,Cond1,456,False,False,924,713,732
486d154cdc4b42e2fe92,1314253794,B,training,Cond2,456,False,False,931,1185,1234
16c49fe3d236e6dcac26,1314253798,A,training,Cond1,456,False,False,861,664,681
f26ac2a4e652fc070855,1314253822,A,training,Cond1,456,False,False,914,703,720
b76198fb59640e9e3832,1316253792,A,training,Cond1,456,False,False,864,668,685
4ab46e1630113168c32e,1316253804,A,training,Cond1,456,False,False,865,669,686
6a13da5084d0cc0c3e6e,1316253826,A,training,Cond1,456,False,False,861,664,681
aa5cc7417a905c44e9a2,1316253838,A,training,Cond1,456,False,False,861,664,681
989124a7172ab0fd138e,1316253846,A,training,Cond1,456,False,False,862,665,682
ea1f4e2bad8dfa1feae6,1316253850,A,training,Cond1,456,False,False,858,661,678
574d9b3aaacf15b93cc0,1316253858,A,training,Cond1,456,False,False,866,670,687
5c3e9bc754a12caa93ce,1316253870,A,training,Cond1,456,False,False,862,665,682
731f8c977b3089045b6f,1318253572,B,training,Cond2,456,False,False,826,1121,1169
cef1541d2a149dd8f062,1318253576,B,training,Cond2,456,False,False,820,1117,1164
0513b8d1d574543d7756,1318253580,B,training,Cond2,456,False,False,817,1114,1161
ce4dbbec0974444ce065,1318253584,A,training,Cond1,456,False,False,810,631,646
b2fc32040ad4b6c33230,1318253608,A,training,Cond1,456,False,False,807,628,643
3b711f24fac27afc42d7,1318253616,B,training,Cond2,456,False,False,828,1122,1170
e439b5f970028bc79a26,1318253620,B,training,Cond2,456,False,False,826,1121,1169
add74ef8af8ba4be0ffa,1318253628,B,training,Cond2,456,False,False,826,1121,1169
c77913dab42e7d89ddb1,1318253802,B,training,Cond2,456,False,False,820,1117,1164
d7fd0e159706761b22cd,1318253810,B,training,Cond2,456,False,False,816,1113,1160
9bc569fa98a2d66e87d4,1318253814,B,training,Cond2,456,False,False,825,1120,1167
d0bf51f9d6a2e2ebce88,1318253822,B,training,Cond2,456,False,False,817,1114,1161
1d8510a7bfaba96c4afc,1322253588,B,training,Cond2,456,False,False,825,1120,1168
078377d96c941cb42c23,1322253592,B,training,Cond2,456,False,False,826,1121,1169
8d2e1d7d7905e48a77f4,1322253596,B,training,Cond2,456,False,False,830,1124,1172
7aea696afcfaa5dcede5,1322253616,A,training,Cond1,456,False,False,861,664,681
dbf2a3c230857ee833a7,1322253620,A,training,Cond1,456,False,False,820,637,652
460ef578c3fc411d7122,1322253620,B,training,Cond2,456,False,False,826,1121,1169
84e651f3f9f793bb9540,1324253760,B,training,Cond2,456,False,False,824,1119,1166
166e44f9b38b62d74fa5,1324253768,A,training,Cond1,456,False,False,811,632,647
098457ac915fdac0698d,1324253772,B,training,Cond2,456,False,False,836,1130,1178
07895596b128a1cf0a17,1324253858,B,training,Cond2,456,False,False,826,1121,1169
05092525d7c56ae0b8ab,1324253862,B,training,Cond2,456,False,False,825,1120,1167
d0ab5fb13cba93b6d0bd,1324253866,B,training,Cond2,456,False,False,825,1120,1167
5ee493bc6ce1cd5e991c,1326253608,B,training,Cond2,456,False,False,833,1127,1175
0ddb92a656a580960ff7,1326253624,B,training,Cond2,456,False,False,836,1131,1179
2dc2915674aa13a91648,1326253770,B,training,Cond2,456,False,False,830,1124,1172
347d606da7347bd8c1ae,1326253774,B,training,Cond2,456,False,False,836,1130,1178
a7a01ce18ea621a452b8,1328253764,B,training,Cond2,456,False,False,826,1121,1169
4e65ba4a8d05c996da91,1328253768,B,training,Cond2,456,False,False,828,1122,1170
c391e5631ef446a4192c,1328253772,B,training,Cond2,456,False,False,826,1121,1169
5b062b60762c5c01fafc,1328253862,A,training,Cond1,456,False,False,868,673,690
bb47175e2ac69dca9bab,1330253600,A,training,Cond1,456,False,False,842,647,662
befa6681e3164acbb8ef,1330253608,B,training,Cond2,456,False,False,836,1130,1178
d740aad30f00509f4e70,1330253612,B,training,Cond2,456,False,False,833,1127,1175
c5519e689ae5f4dc784b,1330253620,A,training,Cond1,456,False,False,827,641,656
8be290efa757cc10440a,1330253778,B,training,Cond2,456,False,False,833,1127,1175
c4ef5dd80c036fa027fb,1330253782,A,training,Cond1,456,False,False,829,642,657
c2a1cb40fea667d45ee3,1330253782,B,training,Cond2,456,False,False,836,1131,1179
874dbf401fbfe9e05cba,1330253786,B,training,Cond2,456,False,False,833,1127,1175
bb814f766b71f619172f,1332253826,B,training,Cond2,456,False,False,833,1127,1175
9594f3c772005f40709a,1332253850,B,training,Cond2,456,False,False,838,1133,1181
9fdefc302cca163e0dc7,1332253854,A,training,Cond1,456,False,False,830,643,658
90acf4be46a7c5741ee9,1332253870,B,training,Cond2,456,False,False,833,1127,1175
a440a46bd5430b5bd4a2,1332253886,A,training,Cond1,456,False,False,824,640,655
a19f8e591d0fcaf460ca,1332253886,B,training,Cond2,456,False,False,831,1125,1173
a8ceb2a3f249ea509749,1451738948,A,training,Cond1,456,False,False,819,636,651
0090890656ee8db757dc,1451738960,A,training,Cond1,456,False,False,819,636,651
9debc42b0a6a73c0496a,1451738976,A,training,Cond1,456,False,False,819,636,651
223bd25a1986bddd3baa,1451738976,B,training,Cond2,456,False,False,828,1122,1170
0ae940c75df6c1099ab2,1451738980,A,training,Cond1,456,False,False,808,629,644
cde083e87e86fb2b8789,1451738988,A,training,Cond1,456,False,False,819,636,651
5e869e08c2aed018bf72,1451738988,B,training,Cond2,456,False,False,826,1121,1169
c888575a871bd015fa50,1462254126,B,training,Cond2,456,False,False,816,1113,1160
c853fe5742e3d477840f,1462254138,B,training,Cond2,456,False,False,817,1114,1161
05787eb282461d92d61e,1462254272,A,training,Cond1,456,False,False,809,630,645
7c025bfdc74d1256716f,1462254280,A,training,Cond1,456,False,False,801,624,639
58d8ca6bf4678b30fa05,1462254288,A,training,Cond1,456,False,False,807,628,643
c51065fb40cfb4d34b06,1462254300,A,training,Cond1,456,False,False,803,625,640
874cdd888642c9f1abcc,1462254300,B,training,Cond2,456,False,False,826,1121,1169
4992110b4bd10ae36ec2,1462254316,A,training,Cond1,456,False,False,812,633,648
838e584cba38914ec012,1462254316,B,training,Cond2,456,False,False,817,1114,1161
2858bdf489e7089d434d,1462254328,B,training,Cond2,456,False,False,816,1113,1160
724ca1a1a15a9def7d28,1464254022,A,training,Cond1,456,False,False,798,623,638
1f1d8dd6091c70403666,1464254026,A,training,Cond1,456,False,False,806,627,642
8d6bc01f9a16c70de383,1464254026,B,training,Cond2,456,False,False,815,1112,1159
774e1ca42b6fc96b8d76,1464254038,B,training,Cond2,456,False,False,811,1110,1157
7c49fddb57ce0ec15d3a,1464254054,B,training,Cond2,456,False,False,822,1118,1165
f7643efbd65e14d9e129,1464254058,B,training,Cond2,456,False,False,811,1110,1157
fd575998196eabac929e,1464254062,B,training,Cond2,456,False,False,804,1109,1156
bd39de29bc5acfa17d5d,1464254078,B,training,Cond2,456,False,False,811,1110,1157
dd5749638068ba99313b,1464254140,A,training,Cond1,456,False,False,803,625,640
4ff6b138b24112ab8551,1471738964,A,training,Cond1,456,False,False,534,459,469
1818e45ba019a75453f6,1471738972,A,training,Cond1,456,False,False,533,458,468
0420a570f80294a53cb8,1471738972,B,training,Cond2,456,False,False,541,938,973
e1d58c167e96659a5af8,1471739014,B,training,Cond2,456,False,False,542,940,975
1c73d15d659a1fc6c078,1475739234,A,training,Cond1,456,False,False,591,499,510
49dda8df40073a4b02f6,1475739238,A,training,Cond1,456,False,False,597,505,516
67447f788ed02751d0bb,1475739242,A,training,Cond1,456,False,False,590,498,509
d31a8f1f04ad276b4bd9,1475739242,B,training,Cond2,456,False,False,596,971,1010
31a27cc61f0ac68b284a,1475739246,B,training,Cond2,456,False,False,602,976,1015
9844155ff08dce109c32,1475739250,A,training,Cond1,456,False,False,592,502,513
c7d7ecd298b903d9ae0c,1475739276,A,training,Cond1,456,False,False,608,512,523
fa2d9e502e8654b0657e,1475739280,B,training,Cond2,456,False,False,611,981,1020
699940e90312cc265fe4,1475739284,B,training,Cond2,456,False,False,614,983,1022
6fd61f57b65db9909f4e,1475739288,B,training,Cond2,456,False,False,611,981,1020
c4a7365b054578be88b2,1475739292,A,training,Cond1,456,False,False,594,503,514
c104c86ea600e91c57d8,1475739292,B,training,Cond2,456,False,True,606,978,1017
6f93acfdf2128dc62734,1475739308,B,training,Cond2,456,False,False,615,984,1023
0d1331cbc24b3d76d48c,1477739010,B,training,Cond2,456,False,False,595,970,1009
1e2c3ea7007af687e32c,1477739026,B,training,Cond2,456,False,False,590,968,1007
ca80b67a59cf0bfeb6a9,1477739054,A,training,Cond1,456,False,False,590,498,509
ec3da436480713bcbb47,1477739054,B,training,Cond2,456,False,False,596,971,1010
460e20712c0730bc5c27,1477739062,A,training,Cond1,456,False,False,591,499,510
cdc324d89f6f41525876,1477739240,A,training,Cond1,456,False,False,588,496,507
224ba936b0adcd0d0089,1477739240,B,training,Cond2,456,False,False,595,970,1009
a784c6d5e43b28edd180,1478254102,B,training,Cond2,456,False,False,754,1078,1123
e789b3df26cc32278994,1478254110,B,training,Cond2,456,False,False,754,1078,1123
31e86e2be58e4ac42917,1478254288,B,training,Cond2,456,False,False,761,1081,1126
4d6fcf4fcb3c20a40e22,1478254292,B,training,Cond2,456,False,False,757,1079,1124
49326cc12a60aa40141b,1478254296,A,training,Cond1,456,False,False,750,597,611
eca59a1ab4d0cfff306c,1478254304,A,training,Cond1,456,False,False,758,600,614
0964387e0ed43e08b32d,1478254304,B,training,Cond2,456,False,False,764,1083,1128
5f636ecec345cd36ab91,1478254316,A,training,Cond1,456,False,False,750,597,611
2ce3a94bf983863bed62,1478254324,A,training,Cond1,456,False,False,743,592,606
ebc2b4207a6f12fa7fff,1478254324,B,training,Cond2,456,False,False,752,1076,1121
0ca2322fb1ed8fc77211,1478254328,A,training,Cond1,456,False,False,759,602,616
f305c400b21b5f99b142,1478254328,B,training,Cond2,456,False,False,764,1083,1128
aef307f0c3cdb99cd16e,1478254332,B,training,Cond2,456,False,False,765,1084,1129
18f0d5c4998b1b711579,1479739258,A,training,Cond1,456,False,False,603,508,519
7d02e72a7aaea690ef8e,1480254030,B,training,Cond2,456,False,False,754,1078,1123
3aab8ec5d1d3e196ab51,1480254034,A,training,Cond1,456,False,False,748,595,609
791115b75cfbb8d0ad82,1480254038,A,training,Cond1,456,False,False,748,595,609
bab2489faf81150bbc97,1480254042,B,training,Cond2,456,False,False,757,1079,1124
63a193024ae44ca1a318,1480254054,B,training,Cond2,456,False,False,766,1085,1130
d442f710b1520409e564,1480254058,A,training,Cond1,456,False,False,769,607,621
2cd868e35137b571a35c,1480254062,A,training,Cond1,456,False,False,750,597,611
2f0f5d33c670f12fd459,1480254062,B,training,Cond2,456,False,False,759,1080,1125
39fab9faa8b87e185de5,1480254066,A,training,Cond1,456,False,False,748,595,609
cac346addfd23a187ebc,1480254074,A,training,Cond1,456,False,False,744,593,607
bc1ad8417be245ee2994,1480254078,B,training,Cond2,456,False,False,753,1077,1122
58ccb15d2981076c4657,1480254092,B,training,Cond2,456,False,False,766,1085,1130
8c478680c647a536094a,1480254096,A,training,Cond1,456,False,False,750,597,611
6fdfb4e15330f101c44b,1480254108,A,training,Cond1,456,False,False,745,594,608
8bfe03c9c0a5f883f5d1,1480254108,B,training,Cond2,456,False,False,754,1078,1123
15b6db5e8346be4e8ba4,1481739014,A,training,Cond1,456,False,False,599,506,517
9f9baddf7e6e1174af7c,1481739022,A,training,Cond1,456,False,False,609,513,524
1c5a78ca58406a28446f,1481739038,A,training,Cond1,456,False,False,608,512,523
