sample_id,WAFER_ID,STAGE,condition,group_id,start,end,truth,partition,policy,model,prediction,squared_error,label_rows,label_min,label_max,raw_label_mean,cohort,raw_rows,source_files,chambers,raw_start,raw_end,duplicate_chamber_times,qc_primary_missing,qc_primary_episodes,qc_primary_fallback,qc_primary_ambiguous,qc_primary_span,qc_primary_max_gap,qc_primary_phase_duration,qc_secondary_missing,qc_secondary_episodes,qc_secondary_fallback,qc_secondary_ambiguous,qc_secondary_span,qc_secondary_max_gap,qc_secondary_phase_duration,multi_primary_observed_time,multi_primary_active_time,multi_primary_inactive_time,multi_primary_active_fraction,multi_primary_active_point_fraction,multi_primary_episode_count,multi_primary_episode_min,multi_primary_episode_median,multi_primary_episode_max,multi_primary_episode_std,multi_primary_pressure_mean,multi_primary_pressure_std,multi_primary_pressure_integral,multi_primary_rotation_sum_mean,multi_primary_rotation_sum_std,multi_primary_rotation_sum_integral,multi_primary_slurry_mean,multi_primary_slurry_std,multi_primary_slurry_integral,multi_primary_pressure_rotation_proxy_mean,multi_primary_pressure_rotation_proxy_std,multi_primary_pressure_rotation_proxy_integral,multi_secondary_observed_time,multi_secondary_active_time,multi_secondary_inactive_time,multi_secondary_active_fraction,multi_secondary_active_point_fraction,multi_secondary_episode_count,multi_secondary_episode_min,multi_secondary_episode_median,multi_secondary_episode_max,multi_secondary_episode_std,multi_secondary_pressure_mean,multi_secondary_pressure_std,multi_secondary_pressure_integral,multi_secondary_rotation_sum_mean,multi_secondary_rotation_sum_std,multi_secondary_rotation_sum_integral,multi_secondary_slurry_mean,multi_secondary_slurry_std,multi_secondary_slurry_integral,multi_secondary_pressure_rotation_proxy_mean,multi_secondary_pressure_rotation_proxy_std,multi_secondary_pressure_rotation_proxy_integral,label_mean_matches
c2689d966936e2f28cb0,1300253514,B,Cond2,CMP-training-134.csv,486610620.333,486610989.333,72.7095,outer_2,completed,selected,84.45746350894707,138.01464660755187,1,72.7095,72.7095,72.7095,training,350,CMP-training-164.csv;CMP-training-165.csv,4;5;6,486610620.333,486610989.333,0,False,3,False,False,194.0,2.6669999957084656,67.0,False,0,True,True,156.0,3.0,156.0,194.0,122.0,72.0,0.6288659793814433,0.6410256410256411,3,23.0,32.0,67.0,18.979521127315678,63.835,6.375291169821186,7804.6875,99.19730722146083,87.03495870346345,12147.42329255851,374.9386909090885,133.18607445980635,45779.89822429858,6081.294989285238,5078.19536636879,744670.5430498167,156.0,0.0,156.0,0.0,0.0,0,,,,,,,0.0,,,0.0,,,0.0,,,0.0,True
331848a62a8fa856e1d5,-873170272,A,Cond1,CMP-training-000.csv,481662779.667,481663145.333,55.08765,outer_1,completed,selected,66.79585963094155,137.08217276207253,1,55.08765,55.08765,55.08765,training,349,CMP-training-001.csv,4.0;5.0;6.0,481662779.667,481663145.333,1,False,3,False,False,194.0,2.6669999957084656,70.0,False,0,True,True,156.0,3.0,156.0,194.0,125.0,69.0,0.6443298969072165,0.6597938144329897,3,23.0,32.0,70.0,20.368821489936252,66.8408203125,6.293092940731223,8352.181562576443,96.92625458988931,87.8803837396176,12246.410650793883,388.2254537563113,133.9605741098881,48680.24213876463,6124.372675131384,5169.5182744302365,772660.686914,156.0,0.0,156.0,0.0,0.0,0,,,,,,,0.0,,,0.0,,,0.0,,,0.0,True
98e5d7614f46da5c0ec1,2981014418,B,Cond2,CMP-training-117.csv,485359246.0,485359603.333,72.79215,outer_0,completed,selected,84.47162974285705,136.41024706380796,1,72.79215,72.79215,72.79215,training,356,CMP-training-121.csv,4;5;6,485359246.0,485359603.333,1,False,3,False,False,180.33300000429153,2.6669999957084656,76.0,False,3,False,False,160.0,3.666000008583069,71.33399999141693,180.33300000429153,118.33399999141693,61.9990000128746,0.6561971463270774,0.6142131979695431,3,10.0,32.33399999141693,76.0,27.409501824420484,63.58729338842975,8.239331786240795,7556.7690618522465,75.5812941925743,73.16678116909141,9050.370678830823,392.16542699724357,140.5774943122261,46788.77656310134,4479.777774016889,4003.4983256402315,543126.7028510162,160.0,125.33399999141693,34.66600000858307,0.7833374999463558,0.810126582278481,3,22.0,32.0,71.33399999141693,21.29425355577288,62.15576171875,7.781661777248332,7792.852186989039,94.5196316553533,88.11808244550629,11907.397077598707,382.0986742424225,151.3115831864966,48037.22171247139,5464.766062774526,4767.187051205411,689197.8421921235,True
d5741be687d9101e650f,2981014410,B,Cond2,CMP-training-117.csv,485359628.667,485359997.333,69.0447,outer_0,completed,selected,80.72239204999991,136.36849161463098,1,69.0447,69.0447,69.0447,training,351,CMP-training-121.csv,4;5;6,485359628.667,485359997.333,0,False,3,False,False,192.66600000858307,2.6669999957084656,70.33399999141693,False,3,False,False,158.0,5.333000004291534,71.0,192.66600000858307,123.33399999141693,69.33200001716614,0.640144083470475,0.6494845360824743,3,22.0,31.0,70.33399999141693,20.987665982389327,63.23164682539682,5.161420071937361,7807.87187423557,98.3611645391611,88.28530242979825,12179.283576408623,396.3417187750503,138.4416109745112,49149.66676853716,5993.15190835055,5171.307627050239,743749.8210008396,158.0,126.33300000429153,31.666999995708466,0.7995759493942503,0.8407643312101911,3,24.333000004291534,31.0,71.0,20.608136951597626,62.24431818181818,8.026410354042934,7871.213906714693,95.95823597040497,88.17664844302335,12369.660068436417,387.115361952861,149.80030178692078,48700.07519984548,5735.209364912035,5048.526281129256,736309.1192031413,True
86a9bb5edc4b27ce024f,1288253494,B,Cond2,CMP-training-134.csv,486258875.333,486259220.0,81.3786,outer_2,completed,selected,93.0120293382429,135.33667816789043,1,81.3786,81.3786,81.3786,training,326,CMP-training-152.csv,4;5;6,486258875.333,486259220.0,0,False,2,False,False,169.0,5.333000004291534,70.66600000858307,False,0,True,True,157.66699999570847,4.333000004291534,157.66699999570847,169.0,101.66600000858307,67.33399999141693,0.6015739645478289,0.6411764705882353,2,31.0,50.833000004291534,70.66600000858307,19.833000004291534,65.92316513761467,0.14897225982530488,6703.341719312593,63.33166765855412,54.393257665699,6603.674053104445,433.53732740246295,28.29974456780543,44398.88993620889,4175.62180316572,3586.7945714915554,435424.1312413274,157.66699999570847,0.0,157.66699999570847,0.0,0.0,0,,,,,,,0.0,,,0.0,,,0.0,,,0.0,True
6cf7a396c0d2acda6133,2709292854,A,Cond1,CMP-training-087.csv,484523048.667,484523403.333,84.9639,outer_3,completed,selected,73.35204913358817,134.83508054378913,1,84.9639,84.9639,84.9639,training,347,CMP-training-092.csv,4.0;5.0;6.0,484523048.667,484523403.333,1,False,3,False,False,178.66600000858307,3.0,61.0,False,3,False,False,160.0,4.666000008583069,71.0,178.66600000858307,105.66600000858307,73.0,0.5914163859016651,0.5860215053763441,3,13.666000008583069,31.0,61.0,19.553275118932262,68.17947247706422,10.807496061037183,7261.787812951952,176.3618013990071,87.98280839018477,18852.519308921896,373.8449726624013,145.84194658809042,40018.816249605195,11836.889206768074,6176.653081733149,1275622.5759246938,160.0,113.33399999141693,46.66600000858307,0.7083374999463559,0.725,3,11.0,31.33399999141693,71.0,24.91510722507276,68.46174568965517,10.722969259655457,7790.716561991721,80.48632507488715,75.38116046746033,9096.232095423991,384.56531696272816,138.31499366835018,43949.62983552735,4963.744565904071,4109.7616447404425,567181.0340048048,True
f769cdc6d0970adf0739,2941014078,A,Cond1,CMP-training-087.csv,484508075.0,484508734.333,86.8872,outer_3,completed,selected,75.29953616195219,134.27395322360107,1,86.8872,86.8872,86.8872,training,334,CMP-training-091.csv,4.0;5.0;6.0,484508075.0,484508734.333,0,False,1,False,False,181.0,1.6669999957084656,68.0,False,1,False,False,154.33300000429153,4.0,39.0,181.0,68.0,113.0,0.3756906077348066,0.3791208791208791,1,68.0,68.0,68.0,0.0,72.18297101449275,0.03734697124653678,4908.385468749329,34.627569935949275,1.0469009705532724,2358.837325579023,432.5458058849341,11.754114609359043,29425.33489285705,2499.5207701372506,75.5807070033566,170265.9380085264,154.33300000429153,39.0,115.33300000429153,0.252700329799301,0.2631578947368421,1,39.0,39.0,39.0,0.0,108.984375,4.391014217623874,4268.43281256035,204.45899632781934,113.65436624717093,8000.814479224169,427.611313131311,16.17954263877691,16625.801411946893,22263.642422712506,12468.860500825062,875415.5353523716,True
fc1f7f598876ee3796fd,2709292850,A,Cond1,CMP-training-087.csv,484523233.333,484523588.333,84.72675,outer_3,completed,selected,73.16830359791832,133.59768322979474,1,84.72675,84.72675,84.72675,training,338,CMP-training-092.csv,4.0;5.0;6.0,484523233.333,484523588.333,0,False,3,False,False,179.0,4.666000008583069,71.0,False,2,False,False,159.0,3.6669999957084656,70.0,179.0,113.33399999141693,65.66600000858307,0.6331508379408767,0.6444444444444445,3,11.0,31.33399999141693,71.0,24.91510722507276,68.46174568965517,10.722969259655457,7790.716561991721,80.48632507488715,75.38116046746033,9096.232095423991,384.56531696272816,138.31499366835018,43949.62983552735,4963.744565904071,4109.7616447404425,567181.0340048048,159.0,108.66600000858307,50.33399999141693,0.6834339623181325,0.7088607594936709,2,31.0,50.5,70.0,19.5,68.01060267857143,12.171391851522012,7433.361562807113,78.03754480674732,72.12389462915904,8393.491130109505,386.35795003607194,135.73310806046686,42578.6925282227,4697.774516686105,3773.2202414700178,513205.41836221307,True
1874d1b13981c7f9feb1,1292253510,B,Cond2,CMP-training-134.csv,486435626.333,486435979.667,78.38415,outer_2,completed,selected,89.92315943629305,133.1487387708599,1,78.38415,78.38415,78.38415,training,336,CMP-training-158.csv,4;5;6,486435626.333,486435979.667,0,False,3,False,False,180.0,3.0,71.0,False,3,False,False,156.0,3.0,69.66600000858307,180.0,115.0,65.0,0.6388888888888888,0.6519337016574586,3,13.333999991416931,30.66600000858307,71.0,24.158268280681806,65.04237288135593,10.699043725323456,7539.665937777609,86.44721282902115,79.78689299099476,9887.555139832355,383.00833761341977,136.83876097428677,44302.806624739715,5189.580305229557,4404.873554735995,600439.7149911051,156.0,120.33200001716614,35.66799998283386,0.7713589744690137,0.8258064516129032,3,20.333000004291534,30.333000004291534,69.66600000858307,21.293790901890798,61.4306640625,10.404244581935766,7465.821407074109,98.38696259170955,91.5976667912981,11699.982202041658,368.85292771464447,149.2974555833113,44678.442930468234,5552.1971759726575,4899.381108574167,673129.9140020723,True
1db3dbf17108dc540eec,-1718100544,B,Cond2,CMP-training-101.csv,485093257.333,485093615.0,99.8547,outer_4,completed,selected,88.42311275847271,130.68118686064935,1,99.8547,99.8547,99.8547,training,340,CMP-training-112.csv,4;5;6,485093257.333,485093615.0,0,False,3,False,False,182.0,1.6669999957084656,67.33300000429153,False,3,False,False,158.0,3.6669999957084656,70.33300000429153,182.0,114.66600000858307,67.33399999141693,0.6300329670801268,0.639344262295082,3,15.333000004291534,32.0,67.33300000429153,21.68002095673498,62.08600427350427,8.07593554594695,7157.4656254425645,89.55889275954851,83.05814673080955,10280.972182736628,378.6706768540082,143.29477787166883,43671.01133654787,5258.515011202245,4587.425196358647,608257.2971775981,158.0,116.33300000429153,41.666999995708466,0.7362848101537439,0.7579617834394905,3,13.0,33.0,70.33300000429153,23.759970489161727,63.400735294117645,8.314706820559794,7406.854375265539,85.22651533064754,80.34043868616283,9934.669914686368,379.6055428231879,143.09168041652617,44602.13418555788,5068.8470545758,4494.315044778317,596265.1025157803,True
e1f548b73b6f2d9bfbb3,1842206722,A,Cond3,CMP-training-117.csv,485342938.333,485343205.333,162.56205,outer_0,completed,selected,151.18714554047628,129.3884514632926,1,162.56205,162.56205,162.56205,training,252,CMP-training-120.csv,1;2;3,485342938.333,485343205.333,0,False,0,True,True,124.0,2.333999991416931,124.0,False,0,True,True,128.0,3.0,128.0,124.0,0.0,124.0,0.0,0.0,0,,,,,,,0.0,,,0.0,,,0.0,,,0.0,128.0,0.0,128.0,0.0,0.0,0,,,,,,,0.0,,,0.0,,,0.0,,,0.0,True
f7abc27eef963eb31eb1,1288253494,A,Cond1,CMP-training-134.csv,486222307.0,486222667.0,66.22995,outer_2,completed,selected,77.59168759327709,129.08908113848574,1,66.22995,66.22995,66.22995,training,341,CMP-training-151.csv,4;5;6,486222307.0,486222667.0,0,False,3,False,False,182.0,2.6669999957084656,72.0,False,3,False,False,160.0,4.0,71.0,182.0,117.33300000429153,64.66699999570847,0.644686813210393,0.6557377049180327,3,12.333000004291534,33.0,72.0,24.73925305912423,67.4609375,12.239842362064026,7964.838437568396,81.89851081187066,77.21549356834798,9687.958152896883,368.4942760942755,138.57478836660556,43540.887424813875,5051.166567853051,4289.8510307981605,600688.7487975726,160.0,118.0,42.0,0.7375,0.759493670886076,3,13.0,34.0,71.0,23.976840677805924,68.40104166666667,10.55084287501543,8052.1875,83.010250917947,77.59768240291353,10011.055740507845,372.58608164983195,136.90451575759388,44038.18383838393,5188.947910289078,4382.755087932683,619465.8905443153,True
f1a75cb50c4e50cdb7eb,4187773534,B,Cond2,CMP-training-080.csv,484316719.333,484317092.0,83.37885,outer_1,completed,selected,72.03589722763151,128.66257759618205,1,83.37885,83.37885,83.37885,training,356,CMP-training-085.csv,4.0;5.0;6.0,484316719.333,484317092.0,0,False,3,False,False,195.66699999570847,2.6669999957084656,69.0,False,3,False,False,158.66699999570847,5.666999995708466,70.33300000429153,195.66699999570847,125.0,70.66699999570847,0.6388404789910491,0.649746192893401,3,24.0,32.0,69.0,19.601587237318874,64.36767578125,4.253234501983941,8048.435937520117,98.19607271256152,89.37777768228675,12409.22317291312,389.3716343118676,136.4936880890061,48778.857300562566,6101.164187701427,5286.002835469147,770867.2600421767,158.66699999570847,127.0,31.666999995708466,0.8004184865374339,0.779874213836478,3,24.0,32.666999995708466,70.33300000429153,20.112437652606545,62.19758064516129,8.697181405996941,8098.540156269446,106.70487523184434,100.38032151070162,12339.969576380518,346.19690452916063,164.1563475546764,48698.31358949622,6199.591900435419,5576.016066614726,754336.2396303744,True
bcedb06af0f79240b29b,2981014388,B,Cond2,CMP-training-117.csv,485359040.333,485359422.0,72.2454,outer_0,completed,selected,83.53538109642844,127.46367315771138,1,72.2454,72.2454,72.2454,training,339,CMP-training-121.csv,4;5;6,485359040.333,485359422.0,1,False,3,False,False,195.0,7.333000004291534,71.0,False,3,False,False,163.66699999570847,5.0,76.0,195.0,125.0,70.0,0.6410256410256411,0.7111111111111111,3,22.0,32.0,71.0,21.139746660943903,62.1435546875,8.515332418192596,7823.276093816385,97.40537981937047,88.26709126926829,12113.374390360703,379.02931660353386,152.62141806599644,47623.72875917988,5685.941123257029,4834.189290676543,715372.7505067423,163.66699999570847,118.33399999141693,45.333000004291534,0.7230168573659919,0.7658227848101266,3,10.0,32.33399999141693,76.0,27.409501824420484,63.58729338842975,8.239331786240795,7556.7690618522465,75.5812941925743,73.16678116909141,9050.370678830823,392.16542699724357,140.5774943122261,46788.77656310134,4479.777774016889,4003.4983256402315,543126.7028510162,True
3f03001701f4dae6e3fe,3031014564,B,Cond2,CMP-training-101.csv,484946353.667,484946712.667,92.82675,outer_4,completed,selected,81.55817168749999,126.9808571849456,1,92.82675,92.82675,92.82675,training,341,CMP-training-107.csv,4;5;6,484946353.667,484946712.667,0,False,3,False,True,182.0,2.666000008583069,40.0,False,3,False,False,160.0,4.0,71.0,182.0,94.0,88.0,0.5164835164835165,0.5355191256830601,3,23.0,31.0,40.0,6.944222218666553,64.44196428571429,2.4182463352624355,6068.59375,118.26895935841799,94.5066828282759,11354.62689397349,448.1296691403814,11.757242242792113,42126.88787878769,7648.410559328229,6115.887558399824,734398.9024946078,160.0,118.0,42.0,0.7375,0.7658227848101266,3,14.0,33.0,71.0,23.697163449568293,62.77117768595041,9.978584874756802,7462.65625,85.32291592902793,79.86703855121971,10098.13828943896,383.08847566574633,147.1053549146523,45658.88035825435,5024.503172826051,4393.307485652821,600509.6777661269,True
31a27cc61f0ac68b284a,1475739246,B,Cond2,CMP-training-087.csv,484491645.0,484492006.0,96.5514,outer_3,completed,selected,85.34144983284854,125.66298275001908,1,96.5514,96.5514,96.5514,training,344,CMP-training-091.csv,4.0;5.0;6.0,484491645.0,484492006.0,0,False,3,False,False,185.0,1.6669999957084656,65.66699999570847,False,2,False,False,159.0,3.0,71.33300000429153,185.0,117.0009999871254,67.9990000128746,0.6324378377682454,0.6505376344086021,3,20.666999995708466,30.666999995708466,65.66699999570847,19.293061504650375,62.77376033057851,8.832218708014139,7381.100311744958,100.71879077850826,89.25328675249162,11808.473609427072,364.69536271808806,150.72274237286885,42843.52198857546,5892.499566920107,4897.5139745954875,695828.8522351827,159.0,113.0,46.0,0.710691823899371,0.7341772151898734,2,32.0,51.66650000214577,71.33300000429153,19.666500002145767,96.7834051724138,10.077573013600844,10989.788437541574,82.60641328657756,75.96032485510834,9170.811602703667,449.78964646464783,225.87011741999893,51353.063298408015,7510.66506984765,6218.15981029726,836563.0686944757,True
8b03a1148ae94ea9ef3f,-2131929452,B,Cond2,CMP-training-020.csv,482731085.0,482731462.0,80.4066,outer_0,completed,selected,69.2239147160716,125.05245015938864,1,80.4066,80.4066,80.4066,training,371,CMP-training-036.csv,4.0;5.0;6.0,482731085.0,482731462.0,0,False,3,False,False,199.0,6.0,69.33300000429153,False,3,False,False,161.0,6.333999991416931,71.33300000429153,199.0,123.0,76.0,0.6180904522613065,0.6966824644549763,3,23.0,30.666999995708466,69.33300000429153,20.277489804640293,64.1390306122449,5.970314335901508,7901.474999785423,89.98946702297177,85.83735304932101,12308.567718709499,395.7864907579176,119.52841538280802,48172.89139296403,5604.578826630637,5135.30127148909,763657.7283687452,161.0,126.66699999570847,34.333000004291534,0.7867515527683756,0.81875,3,23.666999995708466,31.666999995708466,71.33300000429153,20.841835900949995,64.04341603053435,6.055877950278912,8125.647030966356,95.46927410831029,85.38060070947104,12281.010898731916,387.97312822885385,136.68784820432035,49122.39858071375,5948.7379936782145,5137.2274987808805,759954.8256023701,True
a04d2c5b2d7acb49578d,2979014184,B,Cond2,CMP-training-117.csv,485358842.333,485359211.0,71.38245,outer_0,completed,selected,82.55729256428565,124.87710633657007,1,71.38245,71.38245,71.38245,training,350,CMP-training-121.csv,4;5;6,485358842.333,485359211.0,0,False,3,False,False,192.0,2.6669999957084656,69.33399999141693,False,3,False,False,159.66699999570847,5.333000004291534,71.0,192.0,123.33399999141693,68.66600000858307,0.6423645832886299,0.6580310880829016,3,24.0,30.0,69.33399999141693,20.106204433641807,62.33759842519685,7.303744842245479,7707.074374444783,97.28698233398774,88.66179941948621,12159.376474883256,381.3695895967544,148.26043424169865,47035.47031702515,5864.787632875798,5074.083148141601,732209.3425091719,159.66699999570847,125.0,34.666999995708466,0.7828793677050345,0.8152866242038217,3,22.0,32.0,71.0,21.139746660943903,62.1435546875,8.515332418192596,7823.276093816385,97.40537981937047,88.26709126926829,12113.374390360703,379.02931660353386,152.62141806599644,47623.72875917988,5685.941123257029,4834.189290676543,715372.7505067423,True
1c11fe15670a990acc0a,-2139929736,B,Cond2,CMP-training-062.csv,483599115.667,483599502.667,78.23085,outer_0,completed,selected,67.06954069285727,124.57482544971093,1,78.23085,78.23085,78.23085,training,370,CMP-training-064.csv,4.0;5.0;6.0,483599115.667,483599502.667,0,False,3,False,False,210.0,6.333000004291534,65.66699999570847,False,3,False,False,159.0,6.333000004291534,75.33300000429153,210.0,120.66699999570847,89.33300000429153,0.5746047618843261,0.5971563981042654,3,24.0,31.0,65.66699999570847,18.21763424494953,64.68005952380952,4.3717150872394,7803.199062217027,99.31529404897395,89.52060767720273,12057.800302356298,395.21764470097503,113.30336658505823,47761.52362652068,6264.558106743079,5483.838633532593,759291.326680088,159.0,125.33300000429153,33.666999995708466,0.7882578616622109,0.8679245283018868,3,19.0,31.0,75.33300000429153,24.227674210529543,63.58469202898551,7.530996488023191,7983.050937782973,104.74974721935565,88.60713347192585,11487.782329199908,382.0385997657717,141.10009128075873,47493.80994016736,6359.1210968651485,5128.098796148443,688802.6415751369,True
84e5ae2794a62c91621a,1852206942,A,Cond3,CMP-training-117.csv,485339409.333,485339701.667,162.6417,outer_0,completed,selected,151.52298268695887,123.62587468732028,1,162.6417,162.6417,162.6417,training,277,CMP-training-120.csv,1;2;3,485339409.333,485339701.667,0,False,3,False,True,149.0,3.6669999957084656,36.0,False,0,True,True,128.33399999141693,3.0,128.33399999141693,149.0,92.33399999141693,56.66600000858307,0.6196912751101807,0.6333333333333333,3,23.33399999141693,33.0,36.0,5.404310135678273,62.25,7.459264373917846,5755.232187192887,120.86932294008076,93.21228623504967,11389.072293294006,365.35400318979015,162.75657004265335,33578.902416367666,7203.174100524255,5332.361786308625,679923.0042828758,128.33399999141693,0.0,128.33399999141693,0.0,0.0,0,,,,,,,0.0,,,0.0,,,0.0,,,0.0,True
6420ef7bdddd242ad55b,-4113511752,A,Cond1,CMP-training-000.csv,481680230.0,481680604.0,56.95725,outer_1,completed,selected,68.05640157293772,123.19116563904574,1,56.95725,56.95725,56.95725,training,353,CMP-training-001.csv,4.0;5.0;6.0,481680230.0,481680604.0,0,False,3,False,False,193.33300000429153,5.666000008583069,68.0,False,3,False,False,161.0,4.0,72.0,193.33300000429153,124.33300000429153,69.0,0.6431028329438411,0.654639175257732,3,24.333000004291534,32.0,68.0,19.03677662245545,67.95767716535433,10.789657103519364,8488.585625104606,97.23426401557263,89.16189515954198,12118.475036461276,375.08100691958714,146.1000048227562,46648.76179240538,6282.6506540950695,5264.772835555709,784930.9727937758,161.0,123.66699999570847,37.333000004291534,0.7681180123957048,0.8050314465408805,3,19.0,32.666999995708466,72.0,22.466943070061088,68.51318359375,10.248807965721987,8516.94781223312,92.66162886314046,86.1607833916829,11537.65439017757,382.02705965908945,143.62469122755402,47367.043496517916,5806.150139905642,4902.4244631432575,732314.7384738072,True
bad95bb6ca7fbad2c728,2985014426,B,Cond2,CMP-training-117.csv,485336298.333,485336665.0,74.6724,outer_0,completed,selected,85.73777479642848,122.44251938543476,1,74.6724,74.6724,74.6724,training,347,CMP-training-120.csv,4;5;6,485336298.333,485336665.0,0,False,3,False,False,189.0,2.333999991416931,72.0,False,3,False,False,159.66699999570847,4.0,71.0,189.0,125.0,64.0,0.6613756613756614,0.6736842105263158,3,22.0,31.0,72.0,21.761331658599286,61.51123046875,10.363405470637405,7726.979218749329,97.56851476430391,87.98497295992253,12203.850379750123,380.95266729797686,151.20821022110903,47702.74576918968,5530.059889155634,4670.9311075186515,695128.8391288712,159.66699999570847,127.0,32.666999995708466,0.7954054375883152,0.8280254777070064,3,23.0,33.0,71.0,20.677416559027765,62.49038461538461,7.241741240766951,7954.479062501341,94.66723943122996,88.25467018788962,12143.786774833434,387.296783216782,149.52919778748978,49228.97562315154,5599.311115650413,5002.078643161477,722111.6814160913,True
0d912928e6272614a0c1,-4230160436,B,Cond2,CMP-training-014.csv,482141791.0,482142175.667,54.3072,outer_0,completed,selected,65.3416430190475,121.75893274060597,1,54.3072,54.3072,54.3072,training,359,CMP-training-015.csv,4.0;5.0;6.0,482141791.0,482142175.667,1,False,3,False,False,207.66699999570847,5.666999995708466,71.0,False,2,False,False,160.0,3.0,42.0,207.66699999570847,126.0,81.66699999570847,0.6067405991448032,0.695,3,24.0,31.0,71.0,20.704266871026046,64.74370503597122,5.925863241553972,8176.418124847114,91.79763655408576,88.13225896276393,12346.500267581769,421.47287987791424,78.41123438309698,53383.418566002554,5851.894749495724,5546.247154309087,789738.6362152231,160.0,59.0,101.0,0.36875,0.3924050632911392,2,17.0,29.5,42.0,12.5,103.82560483870968,25.358051250895468,6140.78125,67.64075887392113,59.14432750980041,4008.5653488438943,313.8191267513827,188.0078954017937,18616.93045251779,5676.030335708176,3171.319891181017,338063.8942534309,True
5cfa9f94fcf3ede8b23c,-4113511748,B,Cond2,CMP-training-000.csv,481733066.333,481733423.333,71.89545,outer_1,completed,selected,82.8891498095755,120.86143550306045,1,71.89545,71.89545,71.89545,training,357,CMP-training-003.csv,4.0;5.0;6.0,481733066.333,481733423.333,0,False,1,False,True,180.0,5.666000008583069,20.0,False,3,False,False,159.0,3.333999991416931,72.66600000858307,180.0,20.0,160.0,0.1111111111111111,0.135678391959799,1,20.0,20.0,20.0,0.0,64.64120370370371,6.428416204143131,1312.748906398192,254.16666666637036,29.90964386155497,5100.3232889758865,446.98316498316285,27.575436874016457,8738.916262325814,16418.66624023435,2521.8587084555666,334726.49017879594,159.0,126.0,33.0,0.7924528301886793,0.8291139240506329,3,21.0,32.33399999141693,72.66600000858307,22.172318422546198,62.967557251908396,9.428787657257613,7953.111406425014,95.62073121725822,87.59870406937794,12081.204664269773,375.37830210501807,144.63548595228593,47434.91789260879,5574.929500844794,4790.54910748718,705993.7036200578,True
26b49a8ac1e84a4a272c,2981014396,B,Cond2,CMP-training-117.csv,485344373.333,485344743.333,66.7824,outer_0,completed,selected,77.77071413750011,120.74304758438483,1,66.7824,66.7824,66.7824,training,353,CMP-training-120.csv,4;5;6,485344373.333,485344743.333,0,False,3,False,False,194.0,2.6669999957084656,69.0,False,3,False,False,159.0,3.333999991416931,71.0,194.0,122.0,72.0,0.6288659793814433,0.6461538461538462,3,22.0,31.0,69.0,20.368821489936252,62.65625,7.171820155321645,7630.194687675685,99.77237182092678,88.84021690903337,12250.741876667653,389.4603254769899,131.09705623499985,47588.04201765465,5991.246534754146,5162.138686251152,728213.4374622282,159.0,124.0,35.0,0.779874213836478,0.810126582278481,3,23.0,30.0,71.0,21.171259344267224,62.86865234375,9.034881270957964,7836.621562410146,96.15122016514414,88.38576310902462,12042.89260253766,376.0871725063121,147.06254165339166,46694.3207663136,5607.345263546955,4842.091981939248,709562.3694336535,True
66165c7a4497dbbb0080,1484254358,A,Cond1,CMP-training-117.csv,485528043.333,485528389.667,68.13345,outer_0,completed,selected,79.06613103214286,119.52351455057642,1,68.13345,68.13345,68.13345,training,345,CMP-training-127.csv,4;5;6,485528043.333,485528389.667,0,False,0,True,True,168.33399999141693,7.0,168.33399999141693,False,3,False,False,159.66699999570847,4.0,71.33300000429153,168.33399999141693,0.0,168.33399999141693,0.0,0.0,0,,,,,,,0.0,,,0.0,,,0.0,,,0.0,159.66699999570847,115.66699999570847,44.0,0.7244264625678278,0.7531645569620253,3,11.666999995708466,32.666999995708466,71.33300000429153,24.711875493571416,68.41123949579831,10.69187584198268,7976.92515627481,84.39638768596132,78.29618504063136,9709.569815555016,378.34545878957437,136.57135358165078,44415.22175007398,5338.967020401981,4476.53387037995,623554.5657615708,True
4563939b3772415e988d,1484254346,A,Cond1,CMP-training-117.csv,485548128.667,485548486.0,66.14115,outer_0,completed,selected,77.05896916428574,119.1987753040451,1,66.14115,66.14115,66.14115,training,340,CMP-training-128.csv,4;5;6,485548128.667,485548486.0,0,False,3,False,False,183.33300000429153,3.3330000042915344,70.0,False,0,True,True,157.0,3.3330000042915344,157.0,183.33300000429153,117.33300000429153,66.0,0.6399993454617824,0.6521739130434783,3,18.0,29.333000004291534,70.0,22.32647102966995,68.4375,9.856390693352207,8074.507187809795,94.30750203991167,86.59797253809691,11001.485681162801,372.8581649831624,146.29553584366502,43962.80966264122,5910.887775393812,4883.9359306393935,695572.273656628,157.0,0.0,157.0,0.0,0.0,0,,,,,,,0.0,,,0.0,,,0.0,,,0.0,True
